ACBK1g00001,Mpyg-1-004012
ACBK1g00800,Mpyg-1-003319
ACBK1g00801,.
ACBK1g00802,Mpyg-1-003317
ACBK1g00803,.
ACBK1g00804,Mpyg-1-003316
ACBK1g00805,Mpyg-1-003315
ACBK1g00806,Mpyg-1-003313
ACBK1g00807,.
ACBK1g00808,Mpyg-1-003312
ACBK1g00809,Mpyg-1-003311
ACBK1g00810,Mpyg-1-003309
ACBK1g00811,.
ACBK1g00812,Mpyg-1-003308
ACBK1g00813,Mpyg-1-003306
ACBK1g00814,Mpyg-1-003305
ACBK1g00815,Mpyg-1-003304
ACBK1g00816,.
ACBK1g00817,Mpyg-1-003303
ACBK1g00818,Mpyg-1-003302
ACBK1g00819,Mpyg-1-003301
ACBK1g00820,.
ACBK1g00821,.
ACBK1g00822,.
ACBK1g00823,Mpyg-1-003300
ACBK1g00824,.
ACBK1g00825,.
ACBK1g00826,Mpyg-1-003297
ACBK1g00827,Mpyg-1-003296
ACBK1g00828,.
ACBK1g00829,Mpyg-1-003295
ACBK1g00830,.
ACBK1g00831,.
ACBK1g00832,Mpyg-1-003294
ACBK1g00833,Mpyg-1-003292
ACBK1g00834,.
ACBK1g00835,Mpyg-1-003290
ACBK1g00836,Mpyg-1-003289
ACBK1g00837,Mpyg-1-003288
ACBK1g00838,Mpyg-1-003287
ACBK1g00839,.
ACBK1g00840,Mpyg-1-003286
ACBK1g00841,Mpyg-1-003285
ACBK1g00842,Mpyg-1-003284
ACBK1g00843,Mpyg-1-003282
ACBK1g00844,.
ACBK1g00845,.
ACBK1g00846,Mpyg-1-003280
ACBK1g00847,.
ACBK1g00848,.
ACBK1g00849,Mpyg-1-003279
ACBK1g00850,Mpyg-1-003278
ACBK1g00851,Mpyg-1-003276
ACBK1g00852,Mpyg-1-003275
ACBK1g00853,.
ACBK1g00854,Mpyg-1-003274
ACBK1g00855,Mpyg-1-003273
ACBK1g00856,Mpyg-1-003272
ACBK1g00857,.
ACBK1g00858,Mpyg-1-003271
ACBK1g00859,Mpyg-1-003270
ACBK1g00860,Mpyg-1-003269
ACBK1g00861,Mpyg-1-003268
ACBK1g00862,Mpyg-1-003267
ACBK1g00863,Mpyg-1-003266
ACBK1g00864,Mpyg-1-003264
ACBK1g00865,.
ACBK1g00866,Mpyg-1-003262
ACBK1g00867,Mpyg-1-003261
ACBK1g00868,.
ACBK1g00869,.
ACBK1g00870,Mpyg-1-003260
ACBK1g00871,Mpyg-1-003259
ACBK1g00872,Mpyg-1-003258
ACBK1g00873,Mpyg-1-003257
ACBK1g00874,.
ACBK1g00875,Mpyg-1-003256
ACBK1g00876,Mpyg-1-003255
ACBK1g00877,.
ACBK1g00878,Mpyg-1-003254
ACBK1g00879,.
ACBK1g00880,Mpyg-1-003253
ACBK1g00881,Mpyg-1-003252
ACBK1g00882,Mpyg-1-003251
ACBK1g00883,Mpyg-1-003249
ACBK1g00884,Mpyg-1-003248
ACBK1g00885,Mpyg-1-003247
ACBK1g00886,.
ACBK1g00887,.
ACBK1g00888,Mpyg-1-003246
ACBK1g00889,Mpyg-1-003245
ACBK1g00890,Mpyg-1-003244
ACBK1g00891,Mpyg-1-003243
ACBK1g00892,Mpyg-1-003242
ACBK1g00893,.
ACBK1g00894,Mpyg-1-003238
ACBK1g00895,Mpyg-1-003237
ACBK1g00896,Mpyg-1-003236
ACBK1g00897,Mpyg-1-003235
ACBK1g00898,Mpyg-1-003233
ACBK1g00899,Mpyg-1-003232
ACBK1g00900,Mpyg-1-003231
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Mpyg-1-003230
ACBK1g00905,Mpyg-1-003229
ACBK1g00906,Mpyg-1-003228
ACBK1g00907,.
ACBK1g00908,Mpyg-1-003227
ACBK1g00909,Mpyg-1-003226
ACBK1g00910,Mpyg-1-003225
ACBK1g00911,Mpyg-1-003223
ACBK1g00912,Mpyg-1-003222
ACBK1g00913,Mpyg-1-003221
ACBK1g00914,Mpyg-1-003220
ACBK1g00915,.
ACBK1g00916,Mpyg-1-003218
ACBK1g00917,Mpyg-1-003217
ACBK1g00918,Mpyg-1-003216
ACBK1g00919,.
ACBK1g00920,Mpyg-1-003215
ACBK1g00921,Mpyg-1-003214
ACBK1g00922,Mpyg-1-003213
ACBK1g00923,Mpyg-1-003208
ACBK1g00924,Mpyg-1-003207
ACBK1g00925,Mpyg-1-003205
ACBK1g00926,.
ACBK1g00927,.
ACBK1g00928,Mpyg-1-003204
ACBK1g00929,Mpyg-1-003203
ACBK1g00930,Mpyg-1-003202
ACBK1g00931,Mpyg-1-003201
ACBK1g00932,.
ACBK1g00933,.
ACBK1g00934,.
ACBK1g00935,Mpyg-1-003200
ACBK1g00936,Mpyg-1-003199
ACBK1g00937,.
ACBK1g00938,Mpyg-1-003198
ACBK1g00939,Mpyg-1-003197
ACBK1g00940,Mpyg-1-003196
ACBK1g00941,Mpyg-1-003195
ACBK1g00942,Mpyg-1-003194
ACBK1g00943,Mpyg-1-003192
ACBK1g00944,.
ACBK1g00945,.
ACBK1g00946,.
ACBK1g00947,Mpyg-1-003191
ACBK1g00948,Mpyg-1-003190
ACBK1g00949,.
ACBK1g00950,Mpyg-1-003187
ACBK1g00951,Mpyg-1-003186
ACBK1g00952,Mpyg-1-003185
ACBK1g00953,Mpyg-1-003184
ACBK1g00954,Mpyg-1-003181
ACBK1g00955,Mpyg-1-003179
ACBK1g00956,Mpyg-1-003178
ACBK1g00957,.
ACBK1g00958,Mpyg-1-003177
ACBK1g00959,Mpyg-1-003176
ACBK1g00960,Mpyg-1-003175
ACBK1g00961,.
ACBK1g00962,.
ACBK1g00963,Mpyg-1-003173
ACBK1g00964,.
ACBK1g00965,.
ACBK1g00966,.
ACBK1g00967,.
ACBK1g00968,Mpyg-1-003172
ACBK1g00969,Mpyg-1-003171
ACBK1g00970,Mpyg-1-003170
ACBK1g00971,.
ACBK1g00972,Mpyg-1-003169
ACBK1g00973,Mpyg-1-003168
ACBK1g00974,.
ACBK1g00975,.
ACBK1g00976,Mpyg-1-003167
ACBK1g00977,Mpyg-1-003166
ACBK1g00978,.
ACBK1g00979,.
ACBK1g00980,Mpyg-1-003165
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Mpyg-1-003164
ACBK1g00984,.
ACBK1g00985,Mpyg-1-003163
ACBK1g00986,Mpyg-1-003162
ACBK1g00987,Mpyg-1-003161
ACBK1g00988,.
ACBK1g00989,.
ACBK1g00990,.
ACBK1g00991,Mpyg-1-003160
ACBK1g00992,Mpyg-1-003159
ACBK1g00993,Mpyg-1-003158
ACBK1g00994,Mpyg-1-003157
ACBK1g00995,Mpyg-1-003156
ACBK1g00996,Mpyg-1-003155
ACBK1g00997,Mpyg-1-003154
ACBK1g00998,Mpyg-1-003153
ACBK1g00999,Mpyg-1-003152
ACBK1g01000,Mpyg-1-003151
ACBK1g01001,Mpyg-1-003124
ACBK1g01002,.
ACBK1g01003,Mpyg-1-003127
ACBK1g01004,Mpyg-1-003129
ACBK1g01005,.
ACBK1g01006,Mpyg-1-003130
ACBK1g01007,Mpyg-1-003131
ACBK1g01008,Mpyg-1-003132
ACBK1g01009,.
ACBK1g01010,Mpyg-1-003133
ACBK1g01011,Mpyg-1-003134
ACBK1g01012,.
ACBK1g01013,Mpyg-1-003135
ACBK1g01014,Mpyg-1-003136
ACBK1g01015,Mpyg-1-003137
ACBK1g01016,Mpyg-1-003138
ACBK1g01017,Mpyg-1-003139
ACBK1g01018,Mpyg-1-003140
ACBK1g01019,Mpyg-1-003141
ACBK1g01020,Mpyg-1-003142
ACBK1g01021,Mpyg-1-003143
ACBK1g01022,.
ACBK1g01023,.
ACBK1g01024,Mpyg-1-003145
ACBK1g01025,Mpyg-1-003146
ACBK1g01026,Mpyg-1-003147
ACBK1g01027,.
ACBK1g01028,.
ACBK1g01029,Mpyg-1-003148
ACBK1g01030,Mpyg-1-003149
ACBK1g01031,Mpyg-1-003150
ACBK1g01032,.
ACBK1g01033,Mpyg-1-003123
ACBK1g01034,Mpyg-1-003122
ACBK1g01035,.
ACBK1g01036,Mpyg-1-003121
ACBK1g01037,Mpyg-1-003120
ACBK1g01038,Mpyg-1-003119
ACBK1g01039,Mpyg-1-003118
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,.
ACBK1g01043,.
ACBK1g01044,Mpyg-1-003117
ACBK1g01045,Mpyg-1-003114
ACBK1g01046,.
ACBK1g01047,.
ACBK1g01048,.
ACBK1g01049,.
ACBK1g01050,Mpyg-1-003113
ACBK1g01051,.
ACBK1g01052,Mpyg-1-003111
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Mpyg-1-003109
ACBK1g01056,Mpyg-1-003108
ACBK1g01057,Mpyg-1-003107
ACBK1g01058,Mpyg-1-003105
ACBK1g01059,Mpyg-1-003104
ACBK1g01060,Mpyg-1-003103
ACBK1g01061,.
ACBK1g01062,.
ACBK1g01063,Mpyg-1-003099
ACBK1g01064,Mpyg-1-003098
ACBK1g01065,Mpyg-1-003097
ACBK1g01066,Mpyg-1-003096
ACBK1g01067,.
ACBK1g01068,Mpyg-1-003095
ACBK1g01069,Mpyg-1-003094
ACBK1g01070,Mpyg-1-003093
ACBK1g01071,Mpyg-1-003092
ACBK1g01072,.
ACBK1g01073,.
ACBK1g01074,Mpyg-1-003091
ACBK1g01075,.
ACBK1g01076,Mpyg-1-003090
ACBK1g01077,Mpyg-1-003089
ACBK1g01078,Mpyg-1-003087
ACBK1g01079,.
ACBK1g01080,.
ACBK1g01081,Mpyg-1-003083
ACBK1g01082,Mpyg-1-003082
ACBK1g01083,Mpyg-1-003081
ACBK1g01084,Mpyg-1-003080
ACBK1g01085,Mpyg-1-003079
ACBK1g01086,Mpyg-1-003078
ACBK1g01087,Mpyg-1-003077
ACBK1g01088,Mpyg-1-003076
ACBK1g01089,Mpyg-1-003075
ACBK1g01090,Mpyg-1-003074
ACBK1g01091,.
ACBK1g01092,Mpyg-1-003073
ACBK1g01093,Mpyg-1-003072
ACBK1g01094,Mpyg-1-003071
ACBK1g01095,.
ACBK1g01096,.
ACBK1g01097,Mpyg-1-003070
ACBK1g01098,Mpyg-1-003069
ACBK1g01099,Mpyg-1-003068
ACBK1g01100,Mpyg-1-003067
ACBK1g01101,Mpyg-1-003066
ACBK1g01102,Mpyg-1-003065
ACBK1g01103,.
ACBK1g01104,Mpyg-1-003064
ACBK1g01105,.
ACBK1g01106,.
ACBK1g01107,Mpyg-1-003062
ACBK1g01108,Mpyg-1-003061
ACBK1g01109,Mpyg-1-003060
ACBK1g01110,.
ACBK1g01111,Mpyg-1-003059
ACBK1g01112,.
ACBK1g01113,Mpyg-1-003058
ACBK1g01114,Mpyg-1-003057
ACBK1g01115,Mpyg-1-003056
ACBK1g01116,Mpyg-1-003055
ACBK1g01117,Mpyg-1-003054
ACBK1g01118,Mpyg-1-003053
ACBK1g01119,Mpyg-1-003052
ACBK1g01120,Mpyg-1-003050
ACBK1g01121,Mpyg-1-003049
ACBK1g01122,Mpyg-1-003047
ACBK1g01123,Mpyg-1-003045
ACBK1g01124,Mpyg-1-003043
ACBK1g01125,Mpyg-1-003042
ACBK1g01126,Mpyg-1-003041
ACBK1g01127,Mpyg-1-003040
ACBK1g01128,Mpyg-1-003039
ACBK1g01129,Mpyg-1-003038
ACBK1g01130,.
ACBK1g01131,Mpyg-1-003036
ACBK1g01132,.
ACBK1g01133,Mpyg-1-003035
ACBK1g01134,Mpyg-1-003033
ACBK1g01135,.
ACBK1g01136,.
ACBK1g01137,Mpyg-1-003031
ACBK1g01138,.
ACBK1g01139,.
ACBK1g01140,.
ACBK1g01141,Mpyg-1-003030
ACBK1g01142,.
ACBK1g01143,Mpyg-1-003029
ACBK1g01144,Mpyg-1-003028
ACBK1g01145,Mpyg-1-003027
ACBK1g01146,Mpyg-1-003026
ACBK1g01147,Mpyg-1-003025
ACBK1g01148,Mpyg-1-003024
ACBK1g01149,Mpyg-1-003022
ACBK1g01150,Mpyg-1-003020
ACBK1g01151,Mpyg-1-003018
ACBK1g01152,Mpyg-1-003017
ACBK1g01153,Mpyg-1-003016
ACBK1g01154,.
ACBK1g01155,Mpyg-1-003015
ACBK1g01156,Mpyg-1-003014
ACBK1g01157,.
ACBK1g01158,.
ACBK1g01159,Mpyg-1-003012
ACBK1g01160,Mpyg-1-003011
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,Mpyg-1-003010
ACBK1g01167,Mpyg-1-003009
ACBK1g01168,Mpyg-1-003008
ACBK1g01169,Mpyg-1-003007
ACBK1g01170,Mpyg-1-003005
ACBK1g01171,Mpyg-1-003004
ACBK1g01172,Mpyg-1-003003
ACBK1g01173,Mpyg-1-003002
ACBK1g01174,Mpyg-1-003001
ACBK1g01175,.
ACBK1g01176,.
ACBK1g01177,Mpyg-1-003000
ACBK1g01178,Mpyg-1-002998
ACBK1g01179,Mpyg-1-002997
ACBK1g01180,Mpyg-1-002996
ACBK1g01181,Mpyg-1-002995
ACBK1g01182,.
ACBK1g01183,Mpyg-1-002994
ACBK1g01184,Mpyg-1-002993
ACBK1g01185,Mpyg-1-002992
ACBK1g01186,.
ACBK1g01187,.
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,Mpyg-1-002990
ACBK1g01191,.
ACBK1g01192,Mpyg-1-002989
ACBK1g01193,Mpyg-1-002988
ACBK1g01194,Mpyg-1-002986
ACBK1g01195,Mpyg-1-002985
ACBK1g01196,.
ACBK1g01197,Mpyg-1-002984
ACBK1g01198,Mpyg-1-002983
ACBK1g01199,.
ACBK1g01200,Mpyg-1-002981
ACBK1g01201,Mpyg-1-002980
ACBK1g01202,.
ACBK1g01203,.
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,Mpyg-1-002973
ACBK1g01207,.
ACBK1g01208,Mpyg-1-002972
ACBK1g01209,Mpyg-1-002971
ACBK1g01210,Mpyg-1-002970
ACBK1g01211,.
ACBK1g01212,Mpyg-1-002969
ACBK1g01213,.
ACBK1g01214,.
ACBK1g01215,Mpyg-1-002968
ACBK1g01216,.
ACBK1g01217,Mpyg-1-002967
ACBK1g01218,Mpyg-1-002966
ACBK1g01219,Mpyg-1-002965
ACBK1g01220,Mpyg-1-002964
ACBK1g01221,Mpyg-1-002963
ACBK1g01222,Mpyg-1-002962
ACBK1g01223,Mpyg-1-002961
ACBK1g01224,Mpyg-1-002960
ACBK1g01225,Mpyg-1-002959
ACBK1g01226,Mpyg-1-002958
ACBK1g01227,Mpyg-1-002957
ACBK1g01228,Mpyg-1-002956
ACBK1g01229,.
ACBK1g01230,Mpyg-1-002954
ACBK1g01231,Mpyg-1-002953
ACBK1g01232,Mpyg-1-002952
ACBK1g01233,.
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,Mpyg-1-002949
ACBK1g01237,Mpyg-1-002948
ACBK1g01238,Mpyg-1-002947
ACBK1g01239,Mpyg-1-002945
ACBK1g01240,Mpyg-1-002944
ACBK1g01241,Mpyg-1-002943
ACBK1g01242,.
ACBK1g01243,Mpyg-1-002942
ACBK1g01244,Mpyg-1-002941
ACBK1g01245,Mpyg-1-002940
ACBK1g01246,Mpyg-1-002939
ACBK1g01247,.
ACBK1g01248,Mpyg-1-002938
ACBK1g01249,Mpyg-1-002937
ACBK1g01250,Mpyg-1-002936
ACBK1g01251,Mpyg-1-002935
ACBK1g01252,Mpyg-1-002934
ACBK1g01253,Mpyg-1-002933
ACBK1g01254,Mpyg-1-002932
ACBK1g01255,Mpyg-1-002930
ACBK1g01256,.
ACBK1g01257,Mpyg-1-002927
ACBK1g01258,Mpyg-1-002926
ACBK1g01259,Mpyg-1-002925
ACBK1g01260,Mpyg-1-002924
ACBK1g01261,Mpyg-1-002923
ACBK1g01262,.
ACBK1g01263,Mpyg-1-002922
ACBK1g01264,Mpyg-1-002921
ACBK1g01265,Mpyg-1-002920
ACBK1g01266,.
ACBK1g01267,Mpyg-1-002919
ACBK1g01268,Mpyg-1-002917
ACBK1g01269,Mpyg-1-002915
ACBK1g01270,Mpyg-1-002913
ACBK1g01271,.
ACBK1g01272,Mpyg-1-002912
ACBK1g01273,Mpyg-1-002910
ACBK1g01274,Mpyg-1-002909
ACBK1g01275,.
ACBK1g01276,Mpyg-1-002908
ACBK1g01277,Mpyg-1-002907
ACBK1g01278,.
ACBK1g01279,.
ACBK1g01280,.
ACBK1g01281,Mpyg-1-002906
ACBK1g01282,Mpyg-1-002905
ACBK1g01283,Mpyg-1-002904
ACBK1g01284,Mpyg-1-002902
ACBK1g01285,Mpyg-1-002901
ACBK1g01286,Mpyg-1-002899
ACBK1g01287,.
ACBK1g01288,Mpyg-1-002897
ACBK1g01289,.
ACBK1g01290,Mpyg-1-002895
ACBK1g01291,.
ACBK1g01292,.
ACBK1g01293,Mpyg-1-002894
ACBK1g01294,Mpyg-1-002893
ACBK1g01295,.
ACBK1g01296,Mpyg-1-002892
ACBK1g01297,Mpyg-1-002891
ACBK1g01298,Mpyg-1-002888
ACBK1g01299,Mpyg-1-002886
ACBK1g01300,.
ACBK1g01301,Mpyg-1-002885
ACBK1g01302,Mpyg-1-002884
ACBK1g01303,Mpyg-1-002883
ACBK1g01304,Mpyg-1-002882
ACBK1g01305,Mpyg-1-002881
ACBK1g01306,Mpyg-1-002880
ACBK1g01307,Mpyg-1-002879
ACBK1g01308,Mpyg-1-002878
ACBK1g01309,Mpyg-1-002877
ACBK1g01310,.
ACBK1g01311,Mpyg-1-002876
ACBK1g01312,.
ACBK1g01313,Mpyg-1-002875
ACBK1g01314,Mpyg-1-002873
ACBK1g01315,Mpyg-1-002872
ACBK1g01316,Mpyg-1-002871
ACBK1g01317,Mpyg-1-002870
ACBK1g01318,Mpyg-1-002869
ACBK1g01319,Mpyg-1-002867
ACBK1g01320,Mpyg-1-002865
ACBK1g01321,.
ACBK1g01322,Mpyg-1-002863
ACBK1g01323,Mpyg-1-002862
ACBK1g01324,Mpyg-1-002859
ACBK1g01325,Mpyg-1-002855
ACBK1g01326,Mpyg-1-002854
ACBK1g01327,Mpyg-1-002853
ACBK1g01328,Mpyg-1-002852
ACBK1g01329,Mpyg-1-002851
ACBK1g01330,.
ACBK1g01331,Mpyg-1-002849
ACBK1g01332,Mpyg-1-002848
ACBK1g01333,.
ACBK1g01334,Mpyg-1-002847
ACBK1g01335,.
ACBK1g01336,.
ACBK1g01337,Mpyg-1-002846
ACBK1g01338,Mpyg-1-002844
ACBK1g01339,Mpyg-1-002843
ACBK1g01340,Mpyg-1-002842
ACBK1g01341,Mpyg-1-002841
ACBK1g01342,Mpyg-1-002840
ACBK1g01343,Mpyg-1-002839
ACBK1g01344,Mpyg-1-002838
ACBK1g01345,Mpyg-1-002837
ACBK1g01346,Mpyg-1-002835
ACBK1g01347,Mpyg-1-002834
ACBK1g01348,Mpyg-1-002833
ACBK1g01349,Mpyg-1-002832
ACBK1g01350,.
ACBK1g01351,.
ACBK1g01352,.
ACBK1g01353,Mpyg-1-002829
ACBK1g01354,Mpyg-1-002828
ACBK1g01355,Mpyg-1-002827
ACBK1g01356,.
ACBK1g01357,.
ACBK1g01358,Mpyg-1-002826
ACBK1g01359,Mpyg-1-002825
ACBK1g01360,Mpyg-1-002824
ACBK1g01361,Mpyg-1-002823
ACBK1g01362,.
ACBK1g01363,Mpyg-1-002822
ACBK1g01364,Mpyg-1-002821
ACBK1g01365,Mpyg-1-002820
ACBK1g01366,Mpyg-1-002818
ACBK1g01367,Mpyg-1-002817
ACBK1g01368,Mpyg-1-002816
ACBK1g01369,.
ACBK1g01370,.
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Mpyg-1-002813
ACBK1g01374,Mpyg-1-002812
ACBK1g01375,.
ACBK1g01376,Mpyg-1-002811
ACBK1g01377,Mpyg-1-002810
ACBK1g01378,Mpyg-1-002809
ACBK1g01379,Mpyg-1-002808
ACBK1g01380,Mpyg-1-002807
ACBK1g01381,Mpyg-1-002806
ACBK1g01382,Mpyg-1-002805
ACBK1g01383,Mpyg-1-002804
ACBK1g01384,.
ACBK1g01385,Mpyg-1-002803
ACBK1g01386,Mpyg-1-002802
ACBK1g01387,Mpyg-1-002801
ACBK1g01388,Mpyg-1-002800
ACBK1g01389,Mpyg-1-002799
ACBK1g01390,Mpyg-1-002798
ACBK1g01391,Mpyg-1-002797
ACBK1g01392,Mpyg-1-002796
ACBK1g01393,Mpyg-1-002794
ACBK1g01394,Mpyg-1-002793
ACBK1g01395,Mpyg-1-002792
ACBK1g01396,Mpyg-1-002791
ACBK1g01397,.
ACBK1g01398,Mpyg-1-002790
ACBK1g01399,.
ACBK1g01400,.
ACBK1g01401,Mpyg-1-002789
ACBK1g01402,Mpyg-1-002788
ACBK1g01403,Mpyg-1-002787
ACBK1g01404,Mpyg-1-002786
ACBK1g01405,Mpyg-1-002785
ACBK1g01406,Mpyg-1-002784
ACBK1g01407,Mpyg-1-002783
ACBK1g01408,Mpyg-1-002782
ACBK1g01409,Mpyg-1-002779
ACBK1g01410,Mpyg-1-002778
ACBK1g01411,.
ACBK1g01412,Mpyg-1-002776
ACBK1g01413,Mpyg-1-002775
ACBK1g01414,Mpyg-1-002774
ACBK1g01415,Mpyg-1-002773
ACBK1g01416,Mpyg-1-002772
ACBK1g01417,.
ACBK1g01418,Mpyg-1-002769
ACBK1g01419,Mpyg-1-002768
ACBK1g01420,Mpyg-1-002767
ACBK1g01421,.
ACBK1g01422,.
ACBK1g01423,Mpyg-1-002766
ACBK1g01424,.
ACBK1g01425,.
ACBK1g01426,Mpyg-1-002764
ACBK1g01427,Mpyg-1-002763
ACBK1g01428,.
ACBK1g01429,Mpyg-1-002762
ACBK1g01430,Mpyg-1-002761
ACBK1g01431,.
ACBK1g01432,.
ACBK1g01433,Mpyg-1-002760
ACBK1g01434,Mpyg-1-002759
ACBK1g01435,.
ACBK1g01436,Mpyg-1-002758
ACBK1g01437,Mpyg-1-002757
ACBK1g01438,Mpyg-1-002756
ACBK1g01439,Mpyg-1-002755
ACBK1g01440,Mpyg-1-002754
ACBK1g01441,Mpyg-1-002753
ACBK1g01442,Mpyg-1-002752
ACBK1g01443,Mpyg-1-002751
ACBK1g01444,Mpyg-1-002749
ACBK1g01445,Mpyg-1-002748
ACBK1g01446,.
ACBK1g01447,Mpyg-1-002745
ACBK1g01448,Mpyg-1-002743
ACBK1g01449,Mpyg-1-002742
ACBK1g01450,Mpyg-1-002741
ACBK1g01451,Mpyg-1-002740
ACBK1g01452,.
ACBK1g01453,.
ACBK1g01454,Mpyg-1-002739
ACBK1g01455,Mpyg-1-002738
ACBK1g01456,Mpyg-1-002737
ACBK1g01457,Mpyg-1-002736
ACBK1g01458,.
ACBK1g01459,Mpyg-1-002735
ACBK1g01460,.
ACBK1g01461,.
ACBK1g01462,Mpyg-1-002734
ACBK1g01463,.
ACBK1g01464,Mpyg-1-002732
ACBK1g01465,.
ACBK1g01466,Mpyg-1-002731
ACBK1g01467,.
ACBK1g01468,Mpyg-1-002730
ACBK1g01469,Mpyg-1-002729
ACBK1g01470,Mpyg-1-002727
ACBK1g01471,.
ACBK1g01472,Mpyg-1-002726
ACBK1g01473,.
ACBK1g01474,Mpyg-1-002725
ACBK1g01475,Mpyg-1-002724
ACBK1g01476,Mpyg-1-002722
ACBK1g01477,Mpyg-1-002721
ACBK1g01478,.
ACBK1g01479,.
ACBK1g01480,.
ACBK1g01481,.
ACBK1g01482,.
ACBK1g01483,.
ACBK1g01484,.
ACBK1g01485,Mpyg-1-002720
ACBK1g01486,Mpyg-1-002719
ACBK1g01487,Mpyg-1-002718
ACBK1g01488,Mpyg-1-002716
ACBK1g01489,.
ACBK1g01490,Mpyg-1-002715
ACBK1g01491,Mpyg-1-002714
ACBK1g01492,Mpyg-1-002713
ACBK1g01493,Mpyg-1-002712
ACBK1g01494,Mpyg-1-002711
ACBK1g01495,.
ACBK1g01496,.
ACBK1g01497,Mpyg-1-002710
ACBK1g01498,.
ACBK1g01499,.
ACBK1g01500,Mpyg-1-002709
ACBK1g01501,Mpyg-1-002708
ACBK1g01502,Mpyg-1-002707
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,.
ACBK1g01506,Mpyg-1-002704
ACBK1g01507,Mpyg-1-002700
ACBK1g01508,.
ACBK1g01509,Mpyg-1-002699
ACBK1g01510,.
ACBK1g01511,Mpyg-1-002696
ACBK1g01512,Mpyg-1-002695
ACBK1g01513,Mpyg-1-002694
ACBK1g01514,Mpyg-1-002693
ACBK1g01515,Mpyg-1-002691
ACBK1g01516,Mpyg-1-002690
ACBK1g01517,Mpyg-1-002689
ACBK1g01518,.
ACBK1g01519,Mpyg-1-002688
ACBK1g01520,.
ACBK1g01521,Mpyg-1-002686
ACBK1g01522,.
ACBK1g01523,Mpyg-1-002685
ACBK1g01524,Mpyg-1-002684
ACBK1g01525,Mpyg-1-002683
ACBK1g01526,Mpyg-1-002682
ACBK1g01527,Mpyg-1-002681
ACBK1g01528,Mpyg-1-002679
ACBK1g01529,.
ACBK1g01530,Mpyg-1-002678
ACBK1g01531,.
ACBK1g01532,Mpyg-1-002677
ACBK1g01533,Mpyg-1-002676
ACBK1g01534,Mpyg-1-002675
ACBK1g01535,Mpyg-1-002674
ACBK1g01536,Mpyg-1-002673
ACBK1g01537,Mpyg-1-002672
ACBK1g01538,Mpyg-1-002671
ACBK1g01539,Mpyg-1-002669
ACBK1g01540,Mpyg-1-002668
ACBK1g01541,Mpyg-1-002667
ACBK1g01542,Mpyg-1-002666
ACBK1g01543,Mpyg-1-002665
ACBK1g01544,.
ACBK1g01545,Mpyg-1-002664
ACBK1g01546,Mpyg-1-002663
ACBK1g01547,Mpyg-1-002662
ACBK1g01548,Mpyg-1-002661
ACBK1g01549,Mpyg-1-002660
ACBK1g01550,Mpyg-1-002659
ACBK1g01551,Mpyg-1-002658
ACBK1g01552,Mpyg-1-002657
ACBK1g01553,.
ACBK1g01554,Mpyg-1-002655
ACBK1g01555,Mpyg-1-002654
ACBK1g01556,.
ACBK1g01557,Mpyg-1-002653
ACBK1g01558,Mpyg-1-002652
ACBK1g01559,Mpyg-1-002651
ACBK1g01560,.
ACBK1g01561,Mpyg-1-002650
ACBK1g01562,Mpyg-1-002649
ACBK1g01563,.
ACBK1g01564,Mpyg-1-002648
ACBK1g01565,Mpyg-1-002647
ACBK1g01566,Mpyg-1-002646
ACBK1g01567,.
ACBK1g01568,.
ACBK1g01569,Mpyg-1-002644
ACBK1g01570,.
ACBK1g01571,Mpyg-1-002643
ACBK1g01572,Mpyg-1-002641
ACBK1g01573,Mpyg-1-002640
ACBK1g01574,Mpyg-1-002639
ACBK1g01575,.
ACBK1g01576,Mpyg-1-002638
ACBK1g01577,Mpyg-1-002637
ACBK1g01578,Mpyg-1-002636
ACBK1g01579,.
ACBK1g01580,Mpyg-1-002635
ACBK1g01581,Mpyg-1-002634
ACBK1g01582,Mpyg-1-002632
ACBK1g01583,Mpyg-1-002631
ACBK1g01584,Mpyg-1-002630
ACBK1g01585,Mpyg-1-002629
ACBK1g01586,.
ACBK1g01587,Mpyg-1-002626
ACBK1g01588,Mpyg-1-002625
ACBK1g01589,.
ACBK1g01590,Mpyg-1-002623
ACBK1g01591,Mpyg-1-002622
ACBK1g01592,Mpyg-1-002621
ACBK1g01593,Mpyg-1-002620
ACBK1g01594,Mpyg-1-002619
ACBK1g01595,Mpyg-1-002618
ACBK1g01596,Mpyg-1-002617
ACBK1g01597,Mpyg-1-002615
ACBK1g01598,.
ACBK1g01599,.
ACBK1g01600,Mpyg-1-002614
ACBK1g01601,Mpyg-1-002613
ACBK1g01602,Mpyg-1-002612
ACBK1g01603,Mpyg-1-002610
