ACBK1g00001,Aare-1-000009
ACBK1g00892,Aare-1-000886
ACBK1g00893,Aare-1-000887
ACBK1g00894,.
ACBK1g00895,Aare-1-000888
ACBK1g00896,Aare-1-000889
ACBK1g00897,Aare-1-000891
ACBK1g00898,.
ACBK1g00899,.
ACBK1g00900,.
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Aare-1-000895
ACBK1g00905,.
ACBK1g00906,Aare-1-000897
ACBK1g00907,.
ACBK1g00908,Aare-1-000899
ACBK1g00909,Aare-1-000900
ACBK1g00910,Aare-1-000901
ACBK1g00911,.
ACBK1g00912,Aare-1-000904
ACBK1g00913,.
ACBK1g00914,Aare-1-000905
ACBK1g00915,Aare-1-000906
ACBK1g00916,.
ACBK1g00917,Aare-1-000908
ACBK1g00918,Aare-1-000909
ACBK1g00919,Aare-1-000910
ACBK1g00920,.
ACBK1g00921,Aare-1-000911
ACBK1g00922,.
ACBK1g00923,.
ACBK1g00924,.
ACBK1g00925,Aare-1-000917
ACBK1g00926,.
ACBK1g00927,Aare-1-000918
ACBK1g00928,Aare-1-000919
ACBK1g00929,.
ACBK1g00930,Aare-1-000922
ACBK1g00931,Aare-1-000923
ACBK1g00932,.
ACBK1g00933,Aare-1-000924
ACBK1g00934,Aare-1-000925
ACBK1g00935,Aare-1-000926
ACBK1g00936,Aare-1-000927
ACBK1g00937,.
ACBK1g00938,Aare-1-000929
ACBK1g00939,Aare-1-000930
ACBK1g00940,Aare-1-000931
ACBK1g00941,Aare-1-000932
ACBK1g00942,Aare-1-000933
ACBK1g00943,Aare-1-000934
ACBK1g00944,Aare-1-000935
ACBK1g00945,Aare-1-000936
ACBK1g00946,.
ACBK1g00947,Aare-1-000938
ACBK1g00948,Aare-1-000939
ACBK1g00949,.
ACBK1g00950,Aare-1-000942
ACBK1g00951,Aare-1-000943
ACBK1g00952,Aare-1-000948
ACBK1g00953,Aare-1-000949
ACBK1g00954,Aare-1-000950
ACBK1g00955,Aare-1-000952
ACBK1g00956,Aare-1-000953
ACBK1g00957,.
ACBK1g00958,Aare-1-000955
ACBK1g00959,.
ACBK1g00960,Aare-1-000958
ACBK1g00961,Aare-1-000960
ACBK1g00962,Aare-1-000961
ACBK1g00963,.
ACBK1g00964,Aare-1-000962
ACBK1g00965,Aare-1-000963
ACBK1g00966,Aare-1-000964
ACBK1g00967,Aare-1-000965
ACBK1g00968,.
ACBK1g00969,.
ACBK1g00970,Aare-1-000968
ACBK1g00971,Aare-1-000970
ACBK1g00972,Aare-1-000973
ACBK1g00973,Aare-1-000974
ACBK1g00974,.
ACBK1g00975,.
ACBK1g00976,Aare-1-000976
ACBK1g00977,Aare-1-000977
ACBK1g00978,Aare-1-000978
ACBK1g00979,Aare-1-000979
ACBK1g00980,Aare-1-000980
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Aare-1-000981
ACBK1g00984,.
ACBK1g00985,Aare-1-000982
ACBK1g00986,.
ACBK1g00987,Aare-1-000984
ACBK1g00988,.
ACBK1g00989,Aare-1-000985
ACBK1g00990,.
ACBK1g00991,Aare-1-000987
ACBK1g00992,Aare-1-000988
ACBK1g00993,Aare-1-000989
ACBK1g00994,.
ACBK1g00995,.
ACBK1g00996,Aare-1-000992
ACBK1g00997,Aare-1-000994
ACBK1g00998,Aare-1-000995
ACBK1g00999,Aare-1-000996
ACBK1g01000,Aare-1-000997
ACBK1g01001,.
ACBK1g01002,Aare-1-001003
ACBK1g01003,Aare-1-001004
ACBK1g01004,Aare-1-001005
ACBK1g01005,Aare-1-001006
ACBK1g01006,Aare-1-001007
ACBK1g01007,.
ACBK1g01008,.
ACBK1g01009,Aare-1-001010
ACBK1g01010,Aare-1-001011
ACBK1g01011,Aare-1-001012
ACBK1g01012,.
ACBK1g01013,Aare-1-001013
ACBK1g01014,Aare-1-001014
ACBK1g01015,Aare-1-001015
ACBK1g01016,Aare-1-001016
ACBK1g01017,Aare-1-001017
ACBK1g01018,Aare-1-001018
ACBK1g01019,Aare-1-001019
ACBK1g01020,.
ACBK1g01021,.
ACBK1g01022,Aare-1-001023
ACBK1g01023,Aare-1-001024
ACBK1g01024,Aare-1-001025
ACBK1g01025,Aare-1-001026
ACBK1g01026,Aare-1-001027
ACBK1g01027,Aare-1-001029
ACBK1g01028,.
ACBK1g01029,.
ACBK1g01030,.
ACBK1g01031,.
ACBK1g01032,.
ACBK1g01033,Aare-1-001034
ACBK1g01034,Aare-1-001035
ACBK1g01035,Aare-1-001036
ACBK1g01036,.
ACBK1g01037,.
ACBK1g01038,Aare-1-001039
ACBK1g01039,.
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,Aare-1-001040
ACBK1g01043,.
ACBK1g01044,Aare-1-001041
ACBK1g01045,Aare-1-001046
ACBK1g01046,.
ACBK1g01047,.
ACBK1g01048,Aare-1-001050
ACBK1g01049,Aare-1-001051
ACBK1g01050,.
ACBK1g01051,.
ACBK1g01052,Aare-1-001054
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Aare-1-001055
ACBK1g01056,Aare-1-001056
ACBK1g01057,.
ACBK1g01058,.
ACBK1g01059,Aare-1-001060
ACBK1g01060,Aare-1-001061
ACBK1g01061,Aare-1-001062
ACBK1g01062,Aare-1-001065
ACBK1g01063,Aare-1-001071
ACBK1g01064,Aare-1-001072
ACBK1g01065,.
ACBK1g01066,.
ACBK1g01067,.
ACBK1g01068,Aare-1-001075
ACBK1g01069,Aare-1-001076
ACBK1g01070,Aare-1-001077
ACBK1g01071,Aare-1-001078
ACBK1g01072,.
ACBK1g01073,Aare-1-001079
ACBK1g01074,Aare-1-001080
ACBK1g01075,.
ACBK1g01076,Aare-1-001081
ACBK1g01077,.
ACBK1g01078,Aare-1-001084
ACBK1g01079,Aare-1-001085
ACBK1g01080,Aare-1-001086
ACBK1g01081,Aare-1-001089
ACBK1g01082,Aare-1-001090
ACBK1g01083,Aare-1-001091
ACBK1g01084,Aare-1-001092
ACBK1g01085,Aare-1-001093
ACBK1g01086,Aare-1-001094
ACBK1g01087,Aare-1-001095
ACBK1g01088,Aare-1-001096
ACBK1g01089,Aare-1-001097
ACBK1g01090,.
ACBK1g01091,.
ACBK1g01092,.
ACBK1g01093,Aare-1-001099
ACBK1g01094,Aare-1-001100
ACBK1g01095,Aare-1-001101
ACBK1g01096,Aare-1-001102
ACBK1g01097,.
ACBK1g01098,Aare-1-001104
ACBK1g01099,Aare-1-001105
ACBK1g01100,Aare-1-001106
ACBK1g01101,Aare-1-001107
ACBK1g01102,Aare-1-001108
ACBK1g01103,.
ACBK1g01104,.
ACBK1g01105,Aare-1-001112
ACBK1g01106,.
ACBK1g01107,Aare-1-001114
ACBK1g01108,.
ACBK1g01109,Aare-1-001116
ACBK1g01110,Aare-1-001117
ACBK1g01111,Aare-1-001118
ACBK1g01112,.
ACBK1g01113,Aare-1-001119
ACBK1g01114,Aare-1-001120
ACBK1g01115,Aare-1-001121
ACBK1g01116,.
ACBK1g01117,Aare-1-001123
ACBK1g01118,Aare-1-001124
ACBK1g01119,.
ACBK1g01120,.
ACBK1g01121,Aare-1-001127
ACBK1g01122,Aare-1-001128
ACBK1g01123,Aare-1-001129
ACBK1g01124,Aare-1-001130
ACBK1g01125,.
ACBK1g01126,Aare-1-001132
ACBK1g01127,Aare-1-001133
ACBK1g01128,Aare-1-001134
ACBK1g01129,Aare-1-001135
ACBK1g01130,.
ACBK1g01131,.
ACBK1g01132,Aare-1-001138
ACBK1g01133,.
ACBK1g01134,Aare-1-001141
ACBK1g01135,Aare-1-001142
ACBK1g01136,.
ACBK1g01137,.
ACBK1g01138,Aare-1-001144
ACBK1g01139,Aare-1-001146
ACBK1g01140,.
ACBK1g01141,Aare-1-001149
ACBK1g01142,.
ACBK1g01143,Aare-1-001151
ACBK1g01144,Aare-1-001152
ACBK1g01145,Aare-1-001153
ACBK1g01146,Aare-1-001154
ACBK1g01147,Aare-1-001155
ACBK1g01148,Aare-1-001156
ACBK1g01149,Aare-1-001157
ACBK1g01150,Aare-1-001158
ACBK1g01151,Aare-1-001162
ACBK1g01152,Aare-1-001163
ACBK1g01153,Aare-1-001164
ACBK1g01154,Aare-1-001165
ACBK1g01155,.
ACBK1g01156,.
ACBK1g01157,Aare-1-001168
ACBK1g01158,Aare-1-001169
ACBK1g01159,Aare-1-001170
ACBK1g01160,.
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,.
ACBK1g01167,Aare-1-001173
ACBK1g01168,.
ACBK1g01169,Aare-1-001175
ACBK1g01170,Aare-1-001177
ACBK1g01171,Aare-1-001178
ACBK1g01172,.
ACBK1g01173,Aare-1-001181
ACBK1g01174,Aare-1-001182
ACBK1g01175,Aare-1-001183
ACBK1g01176,Aare-1-001184
ACBK1g01177,Aare-1-001185
ACBK1g01178,Aare-1-001186
ACBK1g01179,Aare-1-001187
ACBK1g01180,Aare-1-001188
ACBK1g01181,.
ACBK1g01182,Aare-1-001190
ACBK1g01183,Aare-1-001192
ACBK1g01184,Aare-1-001195
ACBK1g01185,Aare-1-001196
ACBK1g01186,Aare-1-001197
ACBK1g01187,.
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,Aare-1-001203
ACBK1g01191,Aare-1-001206
ACBK1g01192,Aare-1-001207
ACBK1g01193,.
ACBK1g01194,.
ACBK1g01195,Aare-1-001210
ACBK1g01196,.
ACBK1g01197,Aare-1-001211
ACBK1g01198,Aare-1-001212
ACBK1g01199,Aare-1-001213
ACBK1g01200,.
ACBK1g01201,.
ACBK1g01202,Aare-1-001216
ACBK1g01203,Aare-1-001217
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,.
ACBK1g01207,Aare-1-001220
ACBK1g01208,Aare-1-001221
ACBK1g01209,Aare-1-001222
ACBK1g01210,.
ACBK1g01211,Aare-1-001223
ACBK1g01212,.
ACBK1g01213,Aare-1-001224
ACBK1g01214,.
ACBK1g01215,Aare-1-001225
ACBK1g01216,Aare-1-001226
ACBK1g01217,Aare-1-001227
ACBK1g01218,Aare-1-001228
ACBK1g01219,Aare-1-001229
ACBK1g01220,Aare-1-001230
ACBK1g01221,Aare-1-001231
ACBK1g01222,Aare-1-001232
ACBK1g01223,.
ACBK1g01224,Aare-1-001234
ACBK1g01225,Aare-1-001235
ACBK1g01226,Aare-1-001236
ACBK1g01227,Aare-1-001237
ACBK1g01228,Aare-1-001238
ACBK1g01229,.
ACBK1g01230,Aare-1-001240
ACBK1g01231,Aare-1-001241
ACBK1g01232,Aare-1-001243
ACBK1g01233,Aare-1-001246
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,.
ACBK1g01237,Aare-1-001249
ACBK1g01238,Aare-1-001250
ACBK1g01239,Aare-1-001252
ACBK1g01240,Aare-1-001253
ACBK1g01241,Aare-1-001254
ACBK1g01242,Aare-1-001255
ACBK1g01243,Aare-1-001256
ACBK1g01244,Aare-1-001258
ACBK1g01245,Aare-1-001259
ACBK1g01246,Aare-1-001260
ACBK1g01247,.
ACBK1g01248,Aare-1-001262
ACBK1g01249,Aare-1-001263
ACBK1g01250,Aare-1-001267
ACBK1g01251,Aare-1-001268
ACBK1g01252,Aare-1-001269
ACBK1g01253,Aare-1-001270
ACBK1g01254,Aare-1-001271
ACBK1g01255,Aare-1-001272
ACBK1g01256,Aare-1-001274
ACBK1g01257,Aare-1-001275
ACBK1g01258,Aare-1-001276
ACBK1g01259,Aare-1-001277
ACBK1g01260,Aare-1-001279
ACBK1g01261,.
ACBK1g01262,Aare-1-001281
ACBK1g01263,.
ACBK1g01264,Aare-1-001283
ACBK1g01265,Aare-1-001284
ACBK1g01266,.
ACBK1g01267,Aare-1-001286
ACBK1g01268,.
ACBK1g01269,Aare-1-001288
ACBK1g01270,.
ACBK1g01271,Aare-1-001290
ACBK1g01272,.
ACBK1g01273,Aare-1-001291
ACBK1g01274,Aare-1-001292
ACBK1g01275,Aare-1-001293
ACBK1g01276,Aare-1-001294
ACBK1g01277,Aare-1-001295
ACBK1g01278,Aare-1-001296
ACBK1g01279,.
ACBK1g01280,Aare-1-001297
ACBK1g01281,.
ACBK1g01282,Aare-1-001298
ACBK1g01283,Aare-1-001299
ACBK1g01284,Aare-1-001300
ACBK1g01285,Aare-1-001301
ACBK1g01286,Aare-1-001302
ACBK1g01287,Aare-1-001303
ACBK1g01288,.
ACBK1g01289,Aare-1-001304
ACBK1g01290,Aare-1-001305
ACBK1g01291,.
ACBK1g01292,Aare-1-001306
ACBK1g01293,Aare-1-001307
ACBK1g01294,.
ACBK1g01295,.
ACBK1g01296,Aare-1-001309
ACBK1g01297,Aare-1-001310
ACBK1g01298,.
ACBK1g01299,Aare-1-001315
ACBK1g01300,.
ACBK1g01301,Aare-1-001316
ACBK1g01302,Aare-1-001317
ACBK1g01303,Aare-1-001318
ACBK1g01304,Aare-1-001321
ACBK1g01305,Aare-1-001322
ACBK1g01306,Aare-1-001323
ACBK1g01307,.
ACBK1g01308,Aare-1-001325
ACBK1g01309,.
ACBK1g01310,Aare-1-001327
ACBK1g01311,.
ACBK1g01312,Aare-1-001328
ACBK1g01313,Aare-1-001329
ACBK1g01314,Aare-1-001330
ACBK1g01315,Aare-1-001331
ACBK1g01316,Aare-1-001332
ACBK1g01317,Aare-1-001334
ACBK1g01318,Aare-1-001335
ACBK1g01319,.
ACBK1g01320,Aare-1-001338
ACBK1g01321,.
ACBK1g01322,Aare-1-001340
ACBK1g01323,Aare-1-001341
ACBK1g01324,Aare-1-001342
ACBK1g01325,Aare-1-001344
ACBK1g01326,.
ACBK1g01327,.
ACBK1g01328,Aare-1-001347
ACBK1g01329,Aare-1-001348
ACBK1g01330,Aare-1-001349
ACBK1g01331,.
ACBK1g01332,Aare-1-001351
ACBK1g01333,.
ACBK1g01334,Aare-1-001352
ACBK1g01335,.
ACBK1g01336,.
ACBK1g01337,Aare-1-001354
ACBK1g01338,Aare-1-001355
ACBK1g01339,Aare-1-001357
ACBK1g01340,Aare-1-001359
ACBK1g01341,.
ACBK1g01342,.
ACBK1g01343,Aare-1-001361
ACBK1g01344,Aare-1-001362
ACBK1g01345,Aare-1-001363
ACBK1g01346,Aare-1-001365
ACBK1g01347,Aare-1-001366
ACBK1g01348,Aare-1-001367
ACBK1g01349,Aare-1-001368
ACBK1g01350,.
ACBK1g01351,Aare-1-001369
ACBK1g01352,Aare-1-001371
ACBK1g01353,.
ACBK1g01354,Aare-1-001372
ACBK1g01355,Aare-1-001373
ACBK1g01356,Aare-1-001374
ACBK1g01357,.
ACBK1g01358,Aare-1-001375
ACBK1g01359,Aare-1-001376
ACBK1g01360,Aare-1-001377
ACBK1g01361,.
ACBK1g01362,.
ACBK1g01363,Aare-1-001379
ACBK1g01364,Aare-1-001380
ACBK1g01365,Aare-1-001381
ACBK1g01366,Aare-1-001383
ACBK1g01367,Aare-1-001384
ACBK1g01368,Aare-1-001385
ACBK1g01369,.
ACBK1g01370,Aare-1-001387
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Aare-1-001389
ACBK1g01374,.
ACBK1g01375,Aare-1-001391
ACBK1g01376,Aare-1-001392
ACBK1g01377,Aare-1-001393
ACBK1g01378,.
ACBK1g01379,.
ACBK1g01380,Aare-1-001396
ACBK1g01381,Aare-1-001397
ACBK1g01382,Aare-1-001399
ACBK1g01383,Aare-1-001400
ACBK1g01384,Aare-1-001401
ACBK1g01385,Aare-1-001402
ACBK1g01386,.
ACBK1g01387,.
ACBK1g01388,Aare-1-001404
ACBK1g01389,.
ACBK1g01390,Aare-1-001406
ACBK1g01391,Aare-1-001407
ACBK1g01392,.
ACBK1g01393,Aare-1-001411
ACBK1g01394,Aare-1-001412
ACBK1g01395,.
ACBK1g01396,Aare-1-001414
ACBK1g01397,Aare-1-001415
ACBK1g01398,.
ACBK1g01399,Aare-1-001417
ACBK1g01400,Aare-1-001418
ACBK1g01401,Aare-1-001419
ACBK1g01402,Aare-1-001420
ACBK1g01403,Aare-1-001421
ACBK1g01404,Aare-1-001422
ACBK1g01405,.
ACBK1g01406,.
ACBK1g01407,Aare-1-001425
ACBK1g01408,Aare-1-001426
ACBK1g01409,.
ACBK1g01410,Aare-1-001428
ACBK1g01411,.
ACBK1g01412,Aare-1-001431
ACBK1g01413,.
ACBK1g01414,Aare-1-001432
ACBK1g01415,.
ACBK1g01416,Aare-1-001434
ACBK1g01417,.
ACBK1g01418,Aare-1-001436
ACBK1g01419,.
ACBK1g01420,Aare-1-001438
ACBK1g01421,.
ACBK1g01422,Aare-1-001440
ACBK1g01423,.
ACBK1g01424,Aare-1-001442
ACBK1g01425,.
ACBK1g01426,Aare-1-001444
ACBK1g01427,Aare-1-001445
ACBK1g01428,.
ACBK1g01429,Aare-1-001446
ACBK1g01430,Aare-1-001447
ACBK1g01431,Aare-1-001448
ACBK1g01432,Aare-1-001449
ACBK1g01433,.
ACBK1g01434,Aare-1-001451
ACBK1g01435,Aare-1-001453
ACBK1g01436,Aare-1-001454
ACBK1g01437,Aare-1-001455
ACBK1g01438,Aare-1-001456
ACBK1g01439,.
ACBK1g01440,Aare-1-001458
ACBK1g01441,Aare-1-001459
ACBK1g01442,Aare-1-001460
ACBK1g01443,Aare-1-001461
ACBK1g01444,Aare-1-001463
ACBK1g01445,.
ACBK1g01446,Aare-1-001464
ACBK1g01447,.
ACBK1g01448,Aare-1-001466
ACBK1g01449,Aare-1-001467
ACBK1g01450,Aare-1-001468
ACBK1g01451,Aare-1-001469
ACBK1g01452,Aare-1-001470
ACBK1g01453,.
ACBK1g01454,Aare-1-001471
ACBK1g01455,Aare-1-001472
ACBK1g01456,.
ACBK1g01457,.
ACBK1g01458,Aare-1-001475
ACBK1g01459,Aare-1-001476
ACBK1g01460,.
ACBK1g01461,.
ACBK1g01462,Aare-1-001478
ACBK1g01463,.
ACBK1g01464,Aare-1-001479
ACBK1g01465,Aare-1-001480
ACBK1g01466,Aare-1-001481
ACBK1g01467,Aare-1-001482
ACBK1g01468,Aare-1-001483
ACBK1g01469,Aare-1-001484
ACBK1g01470,Aare-1-001486
ACBK1g01471,Aare-1-001487
ACBK1g01472,Aare-1-001488
ACBK1g01473,Aare-1-001489
ACBK1g01474,.
ACBK1g01475,Aare-1-001491
ACBK1g01476,Aare-1-001492
ACBK1g01477,.
ACBK1g01478,Aare-1-001494
ACBK1g01479,.
ACBK1g01480,.
ACBK1g01481,.
ACBK1g01482,.
ACBK1g01483,.
ACBK1g01484,.
ACBK1g01485,.
ACBK1g01486,Aare-1-001497
ACBK1g01487,Aare-1-001498
ACBK1g01488,Aare-1-001499
ACBK1g01489,.
ACBK1g01490,Aare-1-001501
ACBK1g01491,.
ACBK1g01492,Aare-1-001503
ACBK1g01493,Aare-1-001506
ACBK1g01494,.
ACBK1g01495,.
ACBK1g01496,Aare-1-001507
ACBK1g01497,.
ACBK1g01498,.
ACBK1g01499,.
ACBK1g01500,Aare-1-001511
ACBK1g01501,.
ACBK1g01502,.
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,Aare-1-001516
ACBK1g01506,.
ACBK1g01507,Aare-1-001519
ACBK1g01508,Aare-1-001520
ACBK1g01509,Aare-1-001521
ACBK1g01510,Aare-1-001523
ACBK1g01511,Aare-1-001525
ACBK1g01512,Aare-1-001526
ACBK1g01513,Aare-1-001527
ACBK1g01514,Aare-1-001528
ACBK1g01515,.
ACBK1g01516,.
ACBK1g01517,Aare-1-001531
ACBK1g01518,Aare-1-001532
ACBK1g01519,.
ACBK1g01520,.
ACBK1g01521,Aare-1-001534
ACBK1g01522,Aare-1-001535
ACBK1g01523,Aare-1-001536
ACBK1g01524,Aare-1-001537
ACBK1g01525,Aare-1-001538
ACBK1g01526,Aare-1-001539
ACBK1g01527,Aare-1-001540
ACBK1g01528,.
ACBK1g01529,.
ACBK1g01530,Aare-1-001541
ACBK1g01531,Aare-1-001543
ACBK1g01532,Aare-1-001547
ACBK1g01533,Aare-1-001548
ACBK1g01534,Aare-1-001549
ACBK1g01535,Aare-1-001550
ACBK1g01536,Aare-1-001551
ACBK1g01537,.
ACBK1g01538,Aare-1-001552
ACBK1g01539,Aare-1-001554
ACBK1g01540,.
ACBK1g01541,Aare-1-001556
ACBK1g01542,Aare-1-001557
ACBK1g01543,.
ACBK1g01544,.
ACBK1g01545,Aare-1-001560
ACBK1g01546,.
ACBK1g01547,.
ACBK1g01548,Aare-1-001563
ACBK1g01549,Aare-1-001564
ACBK1g01550,Aare-1-001565
ACBK1g01551,.
ACBK1g01552,Aare-1-001566
ACBK1g01553,Aare-1-001567
ACBK1g01554,.
ACBK1g01555,.
ACBK1g01556,.
ACBK1g01557,Aare-1-001570
ACBK1g01558,Aare-1-001571
ACBK1g01559,.
ACBK1g01560,.
ACBK1g01561,Aare-1-001574
ACBK1g01562,Aare-1-001575
ACBK1g01563,Aare-1-001576
ACBK1g01564,Aare-1-001577
ACBK1g01565,Aare-1-001578
ACBK1g01566,.
ACBK1g01567,Aare-1-001580
ACBK1g01568,Aare-1-001581
ACBK1g01569,Aare-1-001583
ACBK1g01570,.
ACBK1g01571,Aare-1-001584
ACBK1g01572,Aare-1-001586
ACBK1g01573,Aare-1-001587
ACBK1g01574,Aare-1-001588
ACBK1g01575,Aare-1-001589
ACBK1g01576,Aare-1-001590
ACBK1g01577,Aare-1-001591
ACBK1g01578,Aare-1-001592
ACBK1g01579,.
ACBK1g01580,Aare-1-001594
ACBK1g01581,Aare-1-001595
ACBK1g01582,Aare-1-001597
ACBK1g01583,Aare-1-001598
ACBK1g01584,Aare-1-001616
ACBK1g01585,Aare-1-001617
ACBK1g01586,Aare-1-001620
ACBK1g01587,.
ACBK1g01588,Aare-1-001622
ACBK1g01589,.
ACBK1g01590,.
ACBK1g01591,Aare-1-001624
ACBK1g01592,Aare-1-001625
ACBK1g01593,Aare-1-001626
ACBK1g01594,Aare-1-001627
ACBK1g01595,Aare-1-001628
ACBK1g01596,Aare-1-001629
ACBK1g01597,Aare-1-001641
ACBK1g01598,Aare-1-001644
ACBK1g01599,.
ACBK1g01600,Aare-1-001646
ACBK1g01601,Aare-1-001648
ACBK1g01602,Aare-1-001649
ACBK1g01603,Aare-1-001650
ACBK1g01604,Aare-1-001651
ACBK1g01605,Aare-1-001652
ACBK1g01606,.
ACBK1g01607,Aare-1-001653
ACBK1g01608,Aare-1-001654
ACBK1g01609,Aare-1-001655
ACBK1g01610,Aare-1-001656
ACBK1g01611,.
ACBK1g01612,Aare-1-001658
ACBK1g01613,.
ACBK1g01614,Aare-1-001659
ACBK1g01615,.
ACBK1g01616,Aare-1-001661
ACBK1g01617,Aare-1-001662
ACBK1g01618,.
ACBK1g01619,Aare-1-001664
ACBK1g01620,.
ACBK1g01621,.
ACBK1g01622,Aare-1-001668
ACBK1g01623,Aare-1-001669
ACBK1g01624,Aare-1-001670
ACBK1g01625,Aare-1-001672
ACBK1g01626,Aare-1-001673
ACBK1g01627,Aare-1-001674
ACBK1g01628,.
ACBK1g01629,Aare-1-001676
ACBK1g01630,Aare-1-001679
ACBK1g01631,.
ACBK1g01632,.
ACBK1g01633,Aare-1-001681
ACBK1g01634,.
ACBK1g01635,Aare-1-001683
ACBK1g01636,Aare-1-001684
ACBK1g01637,Aare-1-001685
ACBK1g01638,Aare-1-001687
ACBK1g01639,Aare-1-001688
ACBK1g01640,.
ACBK1g01641,Aare-1-001689
ACBK1g01642,Aare-1-001690
ACBK1g01643,.
ACBK1g01644,.
ACBK1g01645,Aare-1-001692
ACBK1g01646,Aare-1-001693
ACBK1g01647,Aare-1-001694
ACBK1g01648,.
ACBK1g01649,Aare-1-001696
ACBK1g01650,Aare-1-001697
ACBK1g01651,Aare-1-001698
ACBK1g01652,Aare-1-001699
ACBK1g01653,Aare-1-001700
ACBK1g01654,.
ACBK1g01655,.
ACBK1g01656,Aare-1-001703
ACBK1g01657,Aare-1-001704
ACBK1g01658,Aare-1-001705
ACBK1g01659,.
ACBK1g01660,Aare-1-001707
ACBK1g01661,Aare-1-001709
ACBK1g01662,Aare-1-001711
ACBK1g01663,Aare-1-001714
ACBK1g01664,Aare-1-001715
ACBK1g01665,Aare-1-001718
ACBK1g01666,Aare-1-001719
ACBK1g01667,Aare-1-001720
ACBK1g01668,Aare-1-001721
ACBK1g01669,Aare-1-001723
ACBK1g01670,Aare-1-001724
ACBK1g01671,Aare-1-001725
ACBK1g01672,Aare-1-001726
ACBK1g01673,.
ACBK1g01674,.
ACBK1g01675,Aare-1-001729
ACBK1g01676,Aare-1-001730
ACBK1g01677,Aare-1-001731
ACBK1g01678,.
ACBK1g01679,.
ACBK1g01680,.
ACBK1g01681,Aare-1-001736
ACBK1g01682,.
ACBK1g01683,Aare-1-001737
ACBK1g01684,Aare-1-001738
ACBK1g01685,.
ACBK1g01686,Aare-1-001740
ACBK1g01687,.
ACBK1g01688,Aare-1-001741
ACBK1g01689,.
ACBK1g01690,Aare-1-001744
ACBK1g01691,.
ACBK1g01692,Aare-1-001750
ACBK1g01693,.
ACBK1g01694,Aare-1-001752
ACBK1g01695,.
ACBK1g01696,Aare-1-001754
ACBK1g01697,.
ACBK1g01698,.
ACBK1g01699,Aare-1-001757
ACBK1g01700,Aare-1-001758
ACBK1g01701,Aare-1-001759
ACBK1g01702,Aare-1-001760
ACBK1g01703,Aare-1-001761
ACBK1g01704,Aare-1-001762
ACBK1g01705,.
ACBK1g01706,Aare-1-001765
ACBK1g01707,Aare-1-001766
ACBK1g01708,Aare-1-001767
ACBK1g01709,.
ACBK1g01710,Aare-1-001770
ACBK1g01711,Aare-1-001771
ACBK1g01712,.
ACBK1g01713,Aare-1-001773
ACBK1g01714,.
ACBK1g01715,Aare-1-001775
ACBK1g01716,Aare-1-001776
ACBK1g01717,Aare-1-001777
ACBK1g01718,.
ACBK1g01719,.
ACBK1g01720,Aare-1-001779
ACBK1g01721,Aare-1-001780
ACBK1g01722,Aare-1-001781
ACBK1g01723,Aare-1-001782
ACBK1g01724,Aare-1-001783
ACBK1g01725,.
ACBK1g01726,Aare-1-001784
ACBK1g01727,Aare-1-001785
ACBK1g01728,Aare-1-001786
ACBK1g01729,.
ACBK1g01730,.
ACBK1g01731,.
ACBK1g01732,Aare-1-001790
ACBK1g01733,Aare-1-001791
ACBK1g01734,.
ACBK1g01735,.
ACBK1g01736,.
ACBK1g01737,Aare-1-001796
ACBK1g01738,Aare-1-001797
ACBK1g01739,Aare-1-001798
ACBK1g01740,Aare-1-001799
ACBK1g01741,Aare-1-001800
ACBK1g01742,.
ACBK1g01743,Aare-1-001801
ACBK1g01744,Aare-1-001802
ACBK1g01745,Aare-1-001803
ACBK1g01746,Aare-1-001804
ACBK1g01747,Aare-1-001806
ACBK1g01748,Aare-1-001807
ACBK1g01749,Aare-1-001808
ACBK1g01750,Aare-1-001809
ACBK1g01751,Aare-1-001810
ACBK1g01752,Aare-1-001811
ACBK1g01753,Aare-1-001812
ACBK1g01754,Aare-1-001813
ACBK1g01755,Aare-1-001814
ACBK1g01756,Aare-1-001815
ACBK1g01757,.
ACBK1g01758,Aare-1-001817
ACBK1g01759,.
ACBK1g01760,Aare-1-001818
ACBK1g01761,Aare-1-001819
ACBK1g01762,Aare-1-001820
ACBK1g01763,Aare-1-001821
ACBK1g01764,Aare-1-001822
ACBK1g01765,Aare-1-001823
ACBK1g01766,.
ACBK1g01767,Aare-1-001829
ACBK1g01768,Aare-1-001830
ACBK1g01769,Aare-1-001831
ACBK1g01770,Aare-1-001832
ACBK1g01771,.
ACBK1g01772,.
ACBK1g01773,Aare-1-001834
ACBK1g01774,Aare-1-001835
ACBK1g01775,Aare-1-001836
ACBK1g01776,.
ACBK1g01777,.
ACBK1g01778,Aare-1-001838
