ACBK1g00001,Bdiv-1-001721
ACBK1g00831,Bdiv-1-002487
ACBK1g00832,Bdiv-1-002488
ACBK1g00833,Bdiv-1-002490
ACBK1g00834,Bdiv-1-002492
ACBK1g00835,Bdiv-1-002493
ACBK1g00836,Bdiv-1-002494
ACBK1g00837,Bdiv-1-002495
ACBK1g00838,Bdiv-1-002496
ACBK1g00839,Bdiv-1-002497
ACBK1g00840,Bdiv-1-002498
ACBK1g00841,Bdiv-1-002499
ACBK1g00842,Bdiv-1-002500
ACBK1g00843,.
ACBK1g00844,.
ACBK1g00845,.
ACBK1g00846,.
ACBK1g00847,.
ACBK1g00848,.
ACBK1g00849,Bdiv-1-002511
ACBK1g00850,Bdiv-1-002512
ACBK1g00851,.
ACBK1g00852,Bdiv-1-002515
ACBK1g00853,.
ACBK1g00854,.
ACBK1g00855,Bdiv-1-002517
ACBK1g00856,Bdiv-1-002518
ACBK1g00857,.
ACBK1g00858,Bdiv-1-002520
ACBK1g00859,Bdiv-1-002521
ACBK1g00860,Bdiv-1-002522
ACBK1g00861,Bdiv-1-002523
ACBK1g00862,Bdiv-1-002524
ACBK1g00863,Bdiv-1-002525
ACBK1g00864,Bdiv-1-002526
ACBK1g00865,Bdiv-1-002527
ACBK1g00866,.
ACBK1g00867,Bdiv-1-002529
ACBK1g00868,Bdiv-1-002530
ACBK1g00869,Bdiv-1-002531
ACBK1g00870,Bdiv-1-002534
ACBK1g00871,Bdiv-1-002535
ACBK1g00872,Bdiv-1-002536
ACBK1g00873,Bdiv-1-002537
ACBK1g00874,Bdiv-1-002538
ACBK1g00875,Bdiv-1-002539
ACBK1g00876,Bdiv-1-002540
ACBK1g00877,Bdiv-1-002541
ACBK1g00878,Bdiv-1-002542
ACBK1g00879,Bdiv-1-002543
ACBK1g00880,.
ACBK1g00881,Bdiv-1-002546
ACBK1g00882,.
ACBK1g00883,Bdiv-1-002548
ACBK1g00884,Bdiv-1-002549
ACBK1g00885,Bdiv-1-002550
ACBK1g00886,Bdiv-1-002551
ACBK1g00887,Bdiv-1-002552
ACBK1g00888,Bdiv-1-002553
ACBK1g00889,Bdiv-1-002554
ACBK1g00890,.
ACBK1g00891,Bdiv-1-002555
ACBK1g00892,Bdiv-1-002557
ACBK1g00893,Bdiv-1-002558
ACBK1g00894,.
ACBK1g00895,Bdiv-1-002559
ACBK1g00896,Bdiv-1-002560
ACBK1g00897,Bdiv-1-002561
ACBK1g00898,Bdiv-1-002565
ACBK1g00899,.
ACBK1g00900,Bdiv-1-002567
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Bdiv-1-002568
ACBK1g00905,.
ACBK1g00906,Bdiv-1-002570
ACBK1g00907,.
ACBK1g00908,Bdiv-1-002572
ACBK1g00909,Bdiv-1-002573
ACBK1g00910,.
ACBK1g00911,.
ACBK1g00912,Bdiv-1-002577
ACBK1g00913,.
ACBK1g00914,Bdiv-1-002578
ACBK1g00915,Bdiv-1-002579
ACBK1g00916,.
ACBK1g00917,Bdiv-1-002582
ACBK1g00918,Bdiv-1-002583
ACBK1g00919,Bdiv-1-002584
ACBK1g00920,.
ACBK1g00921,Bdiv-1-002585
ACBK1g00922,.
ACBK1g00923,.
ACBK1g00924,Bdiv-1-002587
ACBK1g00925,Bdiv-1-002589
ACBK1g00926,.
ACBK1g00927,.
ACBK1g00928,Bdiv-1-002592
ACBK1g00929,.
ACBK1g00930,Bdiv-1-002595
ACBK1g00931,Bdiv-1-002596
ACBK1g00932,.
ACBK1g00933,.
ACBK1g00934,.
ACBK1g00935,Bdiv-1-002600
ACBK1g00936,.
ACBK1g00937,.
ACBK1g00938,Bdiv-1-002603
ACBK1g00939,Bdiv-1-002604
ACBK1g00940,Bdiv-1-002605
ACBK1g00941,Bdiv-1-002606
ACBK1g00942,Bdiv-1-002607
ACBK1g00943,.
ACBK1g00944,.
ACBK1g00945,Bdiv-1-002609
ACBK1g00946,.
ACBK1g00947,Bdiv-1-002620
ACBK1g00948,Bdiv-1-002621
ACBK1g00949,.
ACBK1g00950,Bdiv-1-002623
ACBK1g00951,Bdiv-1-002624
ACBK1g00952,.
ACBK1g00953,Bdiv-1-002629
ACBK1g00954,Bdiv-1-002630
ACBK1g00955,.
ACBK1g00956,Bdiv-1-002632
ACBK1g00957,.
ACBK1g00958,.
ACBK1g00959,.
ACBK1g00960,.
ACBK1g00961,Bdiv-1-002637
ACBK1g00962,Bdiv-1-002638
ACBK1g00963,.
ACBK1g00964,Bdiv-1-002639
ACBK1g00965,.
ACBK1g00966,.
ACBK1g00967,.
ACBK1g00968,.
ACBK1g00969,.
ACBK1g00970,Bdiv-1-002643
ACBK1g00971,Bdiv-1-002645
ACBK1g00972,Bdiv-1-002646
ACBK1g00973,Bdiv-1-002647
ACBK1g00974,Bdiv-1-002648
ACBK1g00975,.
ACBK1g00976,.
ACBK1g00977,Bdiv-1-002650
ACBK1g00978,Bdiv-1-002651
ACBK1g00979,.
ACBK1g00980,.
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Bdiv-1-002654
ACBK1g00984,.
ACBK1g00985,Bdiv-1-002655
ACBK1g00986,Bdiv-1-002656
ACBK1g00987,Bdiv-1-002657
ACBK1g00988,.
ACBK1g00989,Bdiv-1-002658
ACBK1g00990,.
ACBK1g00991,Bdiv-1-002660
ACBK1g00992,Bdiv-1-002661
ACBK1g00993,.
ACBK1g00994,.
ACBK1g00995,Bdiv-1-002663
ACBK1g00996,Bdiv-1-002664
ACBK1g00997,Bdiv-1-002666
ACBK1g00998,Bdiv-1-002667
ACBK1g00999,Bdiv-1-002668
ACBK1g01000,Bdiv-1-002669
ACBK1g01001,.
ACBK1g01002,.
ACBK1g01003,Bdiv-1-002677
ACBK1g01004,Bdiv-1-002678
ACBK1g01005,.
ACBK1g01006,Bdiv-1-002679
ACBK1g01007,.
ACBK1g01008,Bdiv-1-002681
ACBK1g01009,Bdiv-1-002682
ACBK1g01010,Bdiv-1-002683
ACBK1g01011,Bdiv-1-002684
ACBK1g01012,.
ACBK1g01013,.
ACBK1g01014,Bdiv-1-002686
ACBK1g01015,Bdiv-1-002687
ACBK1g01016,Bdiv-1-002688
ACBK1g01017,.
ACBK1g01018,Bdiv-1-002690
ACBK1g01019,Bdiv-1-002691
ACBK1g01020,Bdiv-1-002692
ACBK1g01021,.
ACBK1g01022,.
ACBK1g01023,.
ACBK1g01024,Bdiv-1-002696
ACBK1g01025,Bdiv-1-002697
ACBK1g01026,Bdiv-1-002698
ACBK1g01027,Bdiv-1-002699
ACBK1g01028,.
ACBK1g01029,.
ACBK1g01030,.
ACBK1g01031,Bdiv-1-002702
ACBK1g01032,.
ACBK1g01033,Bdiv-1-002703
ACBK1g01034,Bdiv-1-002705
ACBK1g01035,Bdiv-1-002711
ACBK1g01036,.
ACBK1g01037,.
ACBK1g01038,Bdiv-1-002713
ACBK1g01039,Bdiv-1-002714
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,Bdiv-1-002715
ACBK1g01043,.
ACBK1g01044,Bdiv-1-002716
ACBK1g01045,Bdiv-1-002717
ACBK1g01046,Bdiv-1-002720
ACBK1g01047,.
ACBK1g01048,Bdiv-1-002721
ACBK1g01049,Bdiv-1-002722
ACBK1g01050,.
ACBK1g01051,.
ACBK1g01052,Bdiv-1-002726
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Bdiv-1-002728
ACBK1g01056,Bdiv-1-002729
ACBK1g01057,Bdiv-1-002730
ACBK1g01058,.
ACBK1g01059,.
ACBK1g01060,Bdiv-1-002733
ACBK1g01061,.
ACBK1g01062,Bdiv-1-002735
ACBK1g01063,Bdiv-1-002736
ACBK1g01064,Bdiv-1-002738
ACBK1g01065,Bdiv-1-002739
ACBK1g01066,.
ACBK1g01067,.
ACBK1g01068,Bdiv-1-002740
ACBK1g01069,Bdiv-1-002741
ACBK1g01070,Bdiv-1-002742
ACBK1g01071,.
ACBK1g01072,.
ACBK1g01073,Bdiv-1-002744
ACBK1g01074,Bdiv-1-002745
ACBK1g01075,.
ACBK1g01076,Bdiv-1-002747
ACBK1g01077,.
ACBK1g01078,Bdiv-1-002749
ACBK1g01079,.
ACBK1g01080,.
ACBK1g01081,Bdiv-1-002752
ACBK1g01082,Bdiv-1-002753
ACBK1g01083,Bdiv-1-002754
ACBK1g01084,Bdiv-1-002755
ACBK1g01085,Bdiv-1-002756
ACBK1g01086,.
ACBK1g01087,Bdiv-1-002757
ACBK1g01088,Bdiv-1-002758
ACBK1g01089,Bdiv-1-002759
ACBK1g01090,.
ACBK1g01091,.
ACBK1g01092,.
ACBK1g01093,Bdiv-1-002761
ACBK1g01094,Bdiv-1-002762
ACBK1g01095,Bdiv-1-002763
ACBK1g01096,Bdiv-1-002764
ACBK1g01097,.
ACBK1g01098,.
ACBK1g01099,Bdiv-1-002766
ACBK1g01100,Bdiv-1-002767
ACBK1g01101,Bdiv-1-002768
ACBK1g01102,Bdiv-1-002769
ACBK1g01103,.
ACBK1g01104,Bdiv-1-002771
ACBK1g01105,Bdiv-1-002777
ACBK1g01106,.
ACBK1g01107,Bdiv-1-002778
ACBK1g01108,Bdiv-1-002779
ACBK1g01109,Bdiv-1-002780
ACBK1g01110,Bdiv-1-002781
ACBK1g01111,Bdiv-1-002782
ACBK1g01112,.
ACBK1g01113,.
ACBK1g01114,Bdiv-1-002785
ACBK1g01115,Bdiv-1-002786
ACBK1g01116,Bdiv-1-002787
ACBK1g01117,Bdiv-1-002788
ACBK1g01118,Bdiv-1-002789
ACBK1g01119,.
ACBK1g01120,Bdiv-1-002791
ACBK1g01121,Bdiv-1-002792
ACBK1g01122,Bdiv-1-002793
ACBK1g01123,.
ACBK1g01124,Bdiv-1-002795
ACBK1g01125,.
ACBK1g01126,Bdiv-1-002797
ACBK1g01127,.
ACBK1g01128,Bdiv-1-002798
ACBK1g01129,Bdiv-1-002799
ACBK1g01130,.
ACBK1g01131,.
ACBK1g01132,Bdiv-1-002802
ACBK1g01133,.
ACBK1g01134,Bdiv-1-002805
ACBK1g01135,Bdiv-1-002809
ACBK1g01136,.
ACBK1g01137,.
ACBK1g01138,.
ACBK1g01139,.
ACBK1g01140,.
ACBK1g01141,.
ACBK1g01142,.
ACBK1g01143,Bdiv-1-002815
ACBK1g01144,Bdiv-1-002816
ACBK1g01145,Bdiv-1-002817
ACBK1g01146,Bdiv-1-002818
ACBK1g01147,Bdiv-1-002819
ACBK1g01148,Bdiv-1-002820
ACBK1g01149,Bdiv-1-002821
ACBK1g01150,Bdiv-1-002822
ACBK1g01151,Bdiv-1-002824
ACBK1g01152,Bdiv-1-002827
ACBK1g01153,Bdiv-1-002828
ACBK1g01154,Bdiv-1-002829
ACBK1g01155,.
ACBK1g01156,Bdiv-1-002830
ACBK1g01157,Bdiv-1-002832
ACBK1g01158,Bdiv-1-002833
ACBK1g01159,Bdiv-1-002834
ACBK1g01160,Bdiv-1-002835
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,.
ACBK1g01167,Bdiv-1-002838
ACBK1g01168,Bdiv-1-002839
ACBK1g01169,Bdiv-1-002840
ACBK1g01170,.
ACBK1g01171,.
ACBK1g01172,.
ACBK1g01173,Bdiv-1-002844
ACBK1g01174,Bdiv-1-002845
ACBK1g01175,Bdiv-1-002846
ACBK1g01176,Bdiv-1-002848
ACBK1g01177,Bdiv-1-002850
ACBK1g01178,.
ACBK1g01179,Bdiv-1-002851
ACBK1g01180,Bdiv-1-002852
ACBK1g01181,.
ACBK1g01182,.
ACBK1g01183,.
ACBK1g01184,Bdiv-1-002855
ACBK1g01185,Bdiv-1-002856
ACBK1g01186,.
ACBK1g01187,.
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,Bdiv-1-002861
ACBK1g01191,Bdiv-1-002862
ACBK1g01192,Bdiv-1-002863
ACBK1g01193,.
ACBK1g01194,Bdiv-1-002865
ACBK1g01195,Bdiv-1-002866
ACBK1g01196,.
ACBK1g01197,Bdiv-1-002867
ACBK1g01198,.
ACBK1g01199,Bdiv-1-002869
ACBK1g01200,.
ACBK1g01201,.
ACBK1g01202,Bdiv-1-002873
ACBK1g01203,Bdiv-1-002874
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,.
ACBK1g01207,Bdiv-1-002877
ACBK1g01208,Bdiv-1-002878
ACBK1g01209,.
ACBK1g01210,.
ACBK1g01211,.
ACBK1g01212,.
ACBK1g01213,.
ACBK1g01214,.
ACBK1g01215,.
ACBK1g01216,.
ACBK1g01217,.
ACBK1g01218,.
ACBK1g01219,.
ACBK1g01220,.
ACBK1g01221,Bdiv-1-002882
ACBK1g01222,Bdiv-1-002883
ACBK1g01223,Bdiv-1-002884
ACBK1g01224,Bdiv-1-002885
ACBK1g01225,Bdiv-1-002886
ACBK1g01226,Bdiv-1-002887
ACBK1g01227,Bdiv-1-002888
ACBK1g01228,Bdiv-1-002889
ACBK1g01229,.
ACBK1g01230,Bdiv-1-002891
ACBK1g01231,Bdiv-1-002892
ACBK1g01232,Bdiv-1-002893
ACBK1g01233,.
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,Bdiv-1-002895
ACBK1g01237,Bdiv-1-002896
ACBK1g01238,Bdiv-1-002897
ACBK1g01239,Bdiv-1-002899
ACBK1g01240,.
ACBK1g01241,Bdiv-1-002902
ACBK1g01242,Bdiv-1-002903
ACBK1g01243,Bdiv-1-002904
ACBK1g01244,Bdiv-2-000704
ACBK1g01245,Bdiv-2-000705
ACBK1g01246,Bdiv-2-000706
ACBK1g01247,.
ACBK1g01248,Bdiv-2-000708
ACBK1g01249,Bdiv-2-000709
ACBK1g01250,Bdiv-2-000710
ACBK1g01251,Bdiv-2-000711
ACBK1g01252,Bdiv-2-000712
ACBK1g01253,Bdiv-2-000713
ACBK1g01254,Bdiv-2-000714
ACBK1g01255,Bdiv-2-000715
ACBK1g01256,Bdiv-2-000716
ACBK1g01257,Bdiv-2-000718
ACBK1g01258,.
ACBK1g01259,.
ACBK1g01260,.
ACBK1g01261,.
ACBK1g01262,.
ACBK1g01263,.
ACBK1g01264,Bdiv-1-002914
ACBK1g01265,Bdiv-1-002915
ACBK1g01266,.
ACBK1g01267,Bdiv-1-002920
ACBK1g01268,.
ACBK1g01269,.
ACBK1g01270,Bdiv-1-002921
ACBK1g01271,.
ACBK1g01272,.
ACBK1g01273,Bdiv-1-002924
ACBK1g01274,Bdiv-1-002925
ACBK1g01275,.
ACBK1g01276,Bdiv-1-002927
ACBK1g01277,Bdiv-1-002928
ACBK1g01278,.
ACBK1g01279,.
ACBK1g01280,Bdiv-1-002931
ACBK1g01281,.
ACBK1g01282,Bdiv-1-002932
ACBK1g01283,Bdiv-1-002933
ACBK1g01284,Bdiv-1-002934
ACBK1g01285,Bdiv-1-002935
ACBK1g01286,Bdiv-1-002936
ACBK1g01287,Bdiv-1-002937
ACBK1g01288,.
ACBK1g01289,.
ACBK1g01290,Bdiv-1-002941
ACBK1g01291,.
ACBK1g01292,Bdiv-1-002942
ACBK1g01293,Bdiv-1-002943
ACBK1g01294,.
ACBK1g01295,.
ACBK1g01296,Bdiv-1-002945
ACBK1g01297,Bdiv-1-002946
ACBK1g01298,Bdiv-1-002950
ACBK1g01299,Bdiv-1-002951
ACBK1g01300,.
ACBK1g01301,Bdiv-1-002952
ACBK1g01302,Bdiv-1-002953
ACBK1g01303,Bdiv-1-002954
ACBK1g01304,Bdiv-1-002956
ACBK1g01305,Bdiv-1-002957
ACBK1g01306,Bdiv-1-002958
ACBK1g01307,Bdiv-1-002959
ACBK1g01308,Bdiv-1-002960
ACBK1g01309,.
ACBK1g01310,Bdiv-1-002962
ACBK1g01311,.
ACBK1g01312,Bdiv-1-002963
ACBK1g01313,Bdiv-1-002964
ACBK1g01314,Bdiv-1-002965
ACBK1g01315,Bdiv-1-002966
ACBK1g01316,Bdiv-1-002967
ACBK1g01317,Bdiv-1-002969
ACBK1g01318,.
ACBK1g01319,Bdiv-1-002971
ACBK1g01320,Bdiv-1-002972
ACBK1g01321,.
ACBK1g01322,Bdiv-1-002973
ACBK1g01323,Bdiv-1-002975
ACBK1g01324,Bdiv-1-002976
ACBK1g01325,.
ACBK1g01326,.
ACBK1g01327,.
ACBK1g01328,.
ACBK1g01329,Bdiv-1-002983
ACBK1g01330,Bdiv-1-002984
ACBK1g01331,Bdiv-1-002985
ACBK1g01332,Bdiv-1-002986
ACBK1g01333,.
ACBK1g01334,Bdiv-1-002988
ACBK1g01335,.
ACBK1g01336,.
ACBK1g01337,.
ACBK1g01338,.
ACBK1g01339,Bdiv-1-002989
ACBK1g01340,Bdiv-1-002991
ACBK1g01341,.
ACBK1g01342,.
ACBK1g01343,Bdiv-1-002993
ACBK1g01344,Bdiv-1-002994
ACBK1g01345,.
ACBK1g01346,Bdiv-1-002996
ACBK1g01347,Bdiv-1-002997
ACBK1g01348,.
ACBK1g01349,Bdiv-1-002999
ACBK1g01350,.
ACBK1g01351,.
ACBK1g01352,Bdiv-1-003003
ACBK1g01353,.
ACBK1g01354,Bdiv-1-003005
ACBK1g01355,Bdiv-1-003006
ACBK1g01356,Bdiv-1-003007
ACBK1g01357,.
ACBK1g01358,Bdiv-1-003009
ACBK1g01359,Bdiv-1-003010
ACBK1g01360,Bdiv-1-003011
ACBK1g01361,.
ACBK1g01362,.
ACBK1g01363,Bdiv-1-003012
ACBK1g01364,Bdiv-1-003016
ACBK1g01365,.
ACBK1g01366,.
ACBK1g01367,Bdiv-1-003033
ACBK1g01368,.
ACBK1g01369,.
ACBK1g01370,.
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Bdiv-1-003039
ACBK1g01374,.
ACBK1g01375,.
ACBK1g01376,Bdiv-1-003041
ACBK1g01377,Bdiv-1-003042
ACBK1g01378,Bdiv-1-003043
ACBK1g01379,Bdiv-1-003044
ACBK1g01380,Bdiv-1-003045
ACBK1g01381,Bdiv-1-003046
ACBK1g01382,Bdiv-1-003055
ACBK1g01383,Bdiv-1-003056
ACBK1g01384,.
ACBK1g01385,.
ACBK1g01386,Bdiv-1-003058
ACBK1g01387,Bdiv-1-003059
ACBK1g01388,Bdiv-1-003060
ACBK1g01389,.
ACBK1g01390,Bdiv-1-003062
ACBK1g01391,Bdiv-1-003063
ACBK1g01392,.
ACBK1g01393,Bdiv-1-003067
ACBK1g01394,Bdiv-1-003068
ACBK1g01395,Bdiv-1-003069
ACBK1g01396,Bdiv-1-003070
ACBK1g01397,.
ACBK1g01398,.
ACBK1g01399,Bdiv-1-003073
ACBK1g01400,Bdiv-1-003074
ACBK1g01401,.
ACBK1g01402,Bdiv-1-003076
ACBK1g01403,.
ACBK1g01404,Bdiv-1-003078
ACBK1g01405,
ACBK1g01406,
ACBK1g01407,
ACBK1g01408,
ACBK1g01409,
ACBK1g01410,
ACBK1g01411,
ACBK1g01412,
ACBK1g01413,
ACBK1g01414,
ACBK1g01415,
ACBK1g01416,
ACBK1g01417,
ACBK1g01418,
ACBK1g01419,
ACBK1g01420,
ACBK1g01421,
ACBK1g01422,
ACBK1g01423,
ACBK1g01424,
ACBK1g01425,
ACBK1g01426,
ACBK1g01427,
ACBK1g01428,
ACBK1g01429,
ACBK1g01430,
ACBK1g01431,
ACBK1g01432,
ACBK1g01433,
ACBK1g01434,
ACBK1g01435,
ACBK1g01436,
ACBK1g01437,
ACBK1g01438,
ACBK1g01439,
ACBK1g01440,
ACBK1g01441,
ACBK1g01442,
ACBK1g01443,
ACBK1g01444,
ACBK1g01445,
ACBK1g01446,
ACBK1g01447,
ACBK1g01448,
ACBK1g01449,
ACBK1g01450,
ACBK1g01451,
ACBK1g01452,
ACBK1g01453,
ACBK1g01454,
ACBK1g01455,
ACBK1g01456,
ACBK1g01457,
ACBK1g01458,
ACBK1g01459,
ACBK1g01460,
ACBK1g01461,
ACBK1g01462,
ACBK1g01463,
ACBK1g01464,
ACBK1g01465,
ACBK1g01466,
ACBK1g01467,
ACBK1g01468,
ACBK1g01469,
ACBK1g01470,
ACBK1g01471,
ACBK1g01472,
ACBK1g01473,
ACBK1g01474,
ACBK1g01475,
ACBK1g01476,
ACBK1g01477,
ACBK1g01478,
ACBK1g01479,
ACBK1g01480,
ACBK1g01481,
ACBK1g01482,
ACBK1g01483,
ACBK1g01484,
ACBK1g01485,
ACBK1g01486,
ACBK1g01487,
ACBK1g01488,
ACBK1g01489,
ACBK1g01490,
ACBK1g01491,
ACBK1g01492,
ACBK1g01493,
ACBK1g01494,
ACBK1g01495,
ACBK1g01496,
ACBK1g01497,
ACBK1g01498,
ACBK1g01499,
ACBK1g01500,
ACBK1g01501,
ACBK1g01502,
ACBK1g01503,
ACBK1g01504,
ACBK1g01505,
ACBK1g01506,
ACBK1g01507,
ACBK1g01508,
ACBK1g01509,
ACBK1g01510,
ACBK1g01511,
ACBK1g01512,
ACBK1g01513,
ACBK1g01514,
ACBK1g01515,
ACBK1g01516,
ACBK1g01517,
ACBK1g01518,
ACBK1g01519,
ACBK1g01520,
ACBK1g01521,
ACBK1g01522,
ACBK1g01523,
ACBK1g01524,
ACBK1g01525,
ACBK1g01526,
ACBK1g01527,
ACBK1g01528,
ACBK1g01529,
ACBK1g01530,
ACBK1g01531,
ACBK1g01532,
ACBK1g01533,
ACBK1g01534,
ACBK1g01535,
ACBK1g01536,
ACBK1g01537,
ACBK1g01538,
ACBK1g01539,
ACBK1g01540,
ACBK1g01541,
ACBK1g01542,
ACBK1g01543,
ACBK1g01544,
ACBK1g01545,
ACBK1g01546,
ACBK1g01547,
ACBK1g01548,
ACBK1g01549,
ACBK1g01550,
ACBK1g01551,
ACBK1g01552,
ACBK1g01553,
ACBK1g01554,
ACBK1g01555,
ACBK1g01556,
ACBK1g01557,
ACBK1g01558,
ACBK1g01559,
ACBK1g01560,
ACBK1g01561,
ACBK1g01562,
ACBK1g01563,
ACBK1g01564,
ACBK1g01565,
ACBK1g01566,
ACBK1g01567,
ACBK1g01568,
ACBK1g01569,
ACBK1g01570,
ACBK1g01571,
ACBK1g01572,
ACBK1g01573,
ACBK1g01574,
ACBK1g01575,
ACBK1g01576,
ACBK1g01577,
ACBK1g01578,
ACBK1g01579,
ACBK1g01580,
ACBK1g01581,
ACBK1g01582,
ACBK1g01583,
ACBK1g01584,
ACBK1g01585,
ACBK1g01586,
ACBK1g01587,
ACBK1g01588,
ACBK1g01589,
ACBK1g01590,
ACBK1g01591,
ACBK1g01592,
ACBK1g01593,
ACBK1g01594,
ACBK1g01595,
ACBK1g01596,
ACBK1g01597,
ACBK1g01598,
ACBK1g01599,
ACBK1g01600,
ACBK1g01601,
ACBK1g01602,
ACBK1g01603,
ACBK1g01604,
ACBK1g01605,
ACBK1g01606,
ACBK1g01607,
ACBK1g01608,
ACBK1g01609,
ACBK1g01610,
ACBK1g01611,
ACBK1g01612,
ACBK1g01613,
ACBK1g01614,
ACBK1g01615,
ACBK1g01616,
ACBK1g01617,
ACBK1g01618,
ACBK1g01619,
ACBK1g01620,
ACBK1g01621,
ACBK1g01622,
ACBK1g01623,
ACBK1g01624,
ACBK1g01625,
ACBK1g01626,
ACBK1g01627,
ACBK1g01628,
ACBK1g01629,
ACBK1g01630,
ACBK1g01631,
ACBK1g01632,
ACBK1g01633,
ACBK1g01634,
ACBK1g01635,
ACBK1g01636,
ACBK1g01637,
ACBK1g01638,
ACBK1g01639,
ACBK1g01640,
ACBK1g01641,
ACBK1g01642,
ACBK1g01643,
ACBK1g01644,
ACBK1g01645,
ACBK1g01646,
ACBK1g01647,
ACBK1g01648,
ACBK1g01649,
ACBK1g01650,
ACBK1g01651,
ACBK1g01652,
ACBK1g01653,
ACBK1g01654,
ACBK1g01655,
ACBK1g01656,
ACBK1g01657,
ACBK1g01658,
ACBK1g01659,
ACBK1g01660,
ACBK1g01661,
ACBK1g01662,
ACBK1g01663,
ACBK1g01664,
ACBK1g01665,
ACBK1g01666,
ACBK1g01667,
ACBK1g01668,
ACBK1g01669,
ACBK1g01670,
ACBK1g01671,
ACBK1g01672,
ACBK1g01673,
ACBK1g01674,
ACBK1g01675,
ACBK1g01676,
ACBK1g01677,
ACBK1g01678,
ACBK1g01679,
ACBK1g01680,
ACBK1g01681,
ACBK1g01682,
ACBK1g01683,
ACBK1g01684,
ACBK1g01685,
ACBK1g01686,
ACBK1g01687,
ACBK1g01688,
ACBK1g01689,
ACBK1g01690,
ACBK1g01691,
ACBK1g01692,
ACBK1g01693,
ACBK1g01694,
ACBK1g01695,
ACBK1g01696,
ACBK1g01697,
ACBK1g01698,
ACBK1g01699,
ACBK1g01700,
ACBK1g01701,
ACBK1g01702,
ACBK1g01703,
ACBK1g01704,
ACBK1g01705,
ACBK1g01706,
ACBK1g01707,
ACBK1g01708,
ACBK1g01709,
ACBK1g01710,
ACBK1g01711,
ACBK1g01712,
ACBK1g01713,
ACBK1g01714,
ACBK1g01715,
ACBK1g01716,
ACBK1g01717,
ACBK1g01718,
ACBK1g01719,
ACBK1g01720,
ACBK1g01721,
ACBK1g01722,
ACBK1g01723,
ACBK1g01724,
ACBK1g01725,
ACBK1g01726,
ACBK1g01727,
ACBK1g01728,
ACBK1g01729,
ACBK1g01730,
ACBK1g01731,
ACBK1g01732,
ACBK1g01733,
ACBK1g01734,
ACBK1g01735,
ACBK1g01736,
ACBK1g01737,
ACBK1g01738,
ACBK1g01739,
ACBK1g01740,
ACBK1g01741,
ACBK1g01742,
ACBK1g01743,
ACBK1g01744,
ACBK1g01745,
ACBK1g01746,Bdiv-2-003426
ACBK1g01747,Bdiv-2-003424
ACBK1g01748,Bdiv-2-003423
ACBK1g01749,.
ACBK1g01750,Bdiv-2-003421
ACBK1g01751,.
ACBK1g01752,Bdiv-2-003419
ACBK1g01753,Bdiv-2-003418
ACBK1g01754,Bdiv-2-003417
ACBK1g01755,Bdiv-2-003416
ACBK1g01756,Bdiv-2-003415
ACBK1g01757,Bdiv-2-003414
ACBK1g01758,.
ACBK1g01759,Bdiv-2-003413
ACBK1g01760,.
ACBK1g01761,Bdiv-2-003411
ACBK1g01762,.
ACBK1g01763,.
ACBK1g01764,Bdiv-2-003404
ACBK1g01765,Bdiv-2-003403
ACBK1g01766,.
ACBK1g01767,Bdiv-2-003402
ACBK1g01768,Bdiv-2-003401
ACBK1g01769,.
ACBK1g01770,.
ACBK1g01771,.
ACBK1g01772,Bdiv-2-003399
ACBK1g01773,Bdiv-2-003398
ACBK1g01774,Bdiv-2-003397
ACBK1g01775,Bdiv-2-003396
ACBK1g01776,.
ACBK1g01777,Bdiv-2-003395
ACBK1g01778,Bdiv-2-003394
ACBK1g01779,Bdiv-2-003393
ACBK1g01780,Bdiv-2-003392
ACBK1g01781,.
ACBK1g01782,Bdiv-2-003391
ACBK1g01783,Bdiv-2-003390
ACBK1g01784,Bdiv-2-003389
ACBK1g01785,Bdiv-2-003388
ACBK1g01786,Bdiv-2-003387
ACBK1g01787,Bdiv-2-003383
ACBK1g01788,.
ACBK1g01789,.
ACBK1g01790,.
ACBK1g01791,.
ACBK1g01792,.
ACBK1g01793,.
ACBK1g01794,Bdiv-2-003377
ACBK1g01795,Bdiv-2-003376
ACBK1g01796,Bdiv-2-003375
ACBK1g01797,Bdiv-2-003373
ACBK1g01798,.
ACBK1g01799,Bdiv-2-003372
ACBK1g01800,Bdiv-2-003371
ACBK1g01801,.
ACBK1g01802,Bdiv-2-003370
ACBK1g01803,Bdiv-2-003369
ACBK1g01804,Bdiv-2-003367
ACBK1g01805,.
ACBK1g01806,.
ACBK1g01807,Bdiv-2-003363
ACBK1g01808,Bdiv-2-003362
ACBK1g01809,.
ACBK1g01810,.
ACBK1g01811,Bdiv-2-003359
ACBK1g01812,Bdiv-2-003358
