ACBK1g00001,Ath-1-000118
ACBK1g00815,Ath-1-000857
ACBK1g00816,.
ACBK1g00817,Ath-1-000858
ACBK1g00818,Ath-1-000860
ACBK1g00819,Ath-1-000861
ACBK1g00820,.
ACBK1g00821,Ath-1-000863
ACBK1g00822,Ath-1-000864
ACBK1g00823,Ath-1-000865
ACBK1g00824,Ath-1-000866
ACBK1g00825,.
ACBK1g00826,Ath-1-000867
ACBK1g00827,Ath-1-000868
ACBK1g00828,Ath-1-000869
ACBK1g00829,Ath-1-000870
ACBK1g00830,.
ACBK1g00831,Ath-1-000872
ACBK1g00832,Ath-1-000874
ACBK1g00833,Ath-1-000876
ACBK1g00834,Ath-1-000878
ACBK1g00835,Ath-1-000879
ACBK1g00836,Ath-1-000880
ACBK1g00837,Ath-1-000881
ACBK1g00838,Ath-1-000882
ACBK1g00839,Ath-1-000883
ACBK1g00840,Ath-1-000884
ACBK1g00841,Ath-1-000885
ACBK1g00842,Ath-1-000886
ACBK1g00843,Ath-1-000887
ACBK1g00844,.
ACBK1g00845,Ath-1-000890
ACBK1g00846,Ath-1-000891
ACBK1g00847,.
ACBK1g00848,Ath-1-000892
ACBK1g00849,Ath-1-000893
ACBK1g00850,Ath-1-000894
ACBK1g00851,Ath-1-000896
ACBK1g00852,Ath-1-000899
ACBK1g00853,Ath-1-000900
ACBK1g00854,Ath-1-000901
ACBK1g00855,Ath-1-000902
ACBK1g00856,Ath-1-000903
ACBK1g00857,Ath-1-000904
ACBK1g00858,Ath-1-000905
ACBK1g00859,Ath-1-000906
ACBK1g00860,Ath-1-000907
ACBK1g00861,Ath-1-000908
ACBK1g00862,Ath-1-000909
ACBK1g00863,Ath-1-000910
ACBK1g00864,Ath-1-000911
ACBK1g00865,Ath-1-000912
ACBK1g00866,Ath-1-000914
ACBK1g00867,Ath-1-000915
ACBK1g00868,Ath-1-000916
ACBK1g00869,Ath-1-000918
ACBK1g00870,Ath-1-000920
ACBK1g00871,Ath-1-000921
ACBK1g00872,Ath-1-000922
ACBK1g00873,Ath-1-000923
ACBK1g00874,Ath-1-000924
ACBK1g00875,Ath-1-000925
ACBK1g00876,Ath-1-000926
ACBK1g00877,Ath-1-000927
ACBK1g00878,Ath-1-000928
ACBK1g00879,Ath-1-000929
ACBK1g00880,Ath-1-000931
ACBK1g00881,Ath-1-000932
ACBK1g00882,Ath-1-000933
ACBK1g00883,Ath-1-000935
ACBK1g00884,Ath-1-000936
ACBK1g00885,Ath-1-000937
ACBK1g00886,Ath-1-000938
ACBK1g00887,Ath-1-000939
ACBK1g00888,Ath-1-000940
ACBK1g00889,Ath-1-000941
ACBK1g00890,Ath-1-000942
ACBK1g00891,Ath-1-000943
ACBK1g00892,Ath-1-000945
ACBK1g00893,Ath-1-000946
ACBK1g00894,Ath-1-000947
ACBK1g00895,Ath-1-000948
ACBK1g00896,Ath-1-000949
ACBK1g00897,Ath-1-000950
ACBK1g00898,Ath-1-000951
ACBK1g00899,Ath-1-000952
ACBK1g00900,Ath-1-000953
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Ath-1-000954
ACBK1g00905,Ath-1-000955
ACBK1g00906,Ath-1-000956
ACBK1g00907,.
ACBK1g00908,Ath-1-000959
ACBK1g00909,Ath-1-000960
ACBK1g00910,Ath-1-000961
ACBK1g00911,Ath-1-000963
ACBK1g00912,Ath-1-000964
ACBK1g00913,.
ACBK1g00914,Ath-1-000965
ACBK1g00915,Ath-1-000967
ACBK1g00916,Ath-1-000970
ACBK1g00917,Ath-1-000971
ACBK1g00918,Ath-1-000972
ACBK1g00919,Ath-1-000973
ACBK1g00920,Ath-1-000974
ACBK1g00921,Ath-1-000975
ACBK1g00922,Ath-1-000976
ACBK1g00923,.
ACBK1g00924,Ath-1-000978
ACBK1g00925,Ath-1-000980
ACBK1g00926,Ath-1-000981
ACBK1g00927,Ath-1-000982
ACBK1g00928,Ath-1-000983
ACBK1g00929,Ath-1-000985
ACBK1g00930,Ath-1-000986
ACBK1g00931,Ath-1-000987
ACBK1g00932,.
ACBK1g00933,Ath-1-000988
ACBK1g00934,.
ACBK1g00935,Ath-1-000989
ACBK1g00936,Ath-1-000990
ACBK1g00937,.
ACBK1g00938,Ath-1-000992
ACBK1g00939,Ath-1-000993
ACBK1g00940,Ath-1-000994
ACBK1g00941,Ath-1-000995
ACBK1g00942,Ath-1-000996
ACBK1g00943,Ath-1-000997
ACBK1g00944,.
ACBK1g00945,Ath-1-000998
ACBK1g00946,Ath-1-001000
ACBK1g00947,Ath-1-001001
ACBK1g00948,Ath-1-001002
ACBK1g00949,.
ACBK1g00950,Ath-1-001003
ACBK1g00951,Ath-1-001004
ACBK1g00952,Ath-1-001007
ACBK1g00953,Ath-1-001008
ACBK1g00954,Ath-1-001009
ACBK1g00955,Ath-1-001011
ACBK1g00956,Ath-1-001012
ACBK1g00957,Ath-1-001013
ACBK1g00958,Ath-1-001014
ACBK1g00959,Ath-1-001015
ACBK1g00960,Ath-1-001016
ACBK1g00961,Ath-1-001017
ACBK1g00962,Ath-1-001018
ACBK1g00963,Ath-1-001019
ACBK1g00964,Ath-1-001020
ACBK1g00965,Ath-1-001021
ACBK1g00966,Ath-1-001022
ACBK1g00967,Ath-1-001023
ACBK1g00968,Ath-1-001024
ACBK1g00969,Ath-1-001025
ACBK1g00970,Ath-1-001026
ACBK1g00971,Ath-1-001027
ACBK1g00972,Ath-1-001028
ACBK1g00973,Ath-1-001029
ACBK1g00974,Ath-1-001030
ACBK1g00975,.
ACBK1g00976,Ath-1-001031
ACBK1g00977,Ath-1-001032
ACBK1g00978,Ath-1-001033
ACBK1g00979,Ath-1-001034
ACBK1g00980,Ath-1-001035
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Ath-1-001036
ACBK1g00984,Ath-1-001037
ACBK1g00985,Ath-1-001039
ACBK1g00986,Ath-1-001040
ACBK1g00987,Ath-1-001041
ACBK1g00988,Ath-1-001042
ACBK1g00989,.
ACBK1g00990,Ath-1-001043
ACBK1g00991,Ath-1-001044
ACBK1g00992,Ath-1-001045
ACBK1g00993,Ath-1-001046
ACBK1g00994,Ath-1-001047
ACBK1g00995,Ath-1-001048
ACBK1g00996,Ath-1-001049
ACBK1g00997,Ath-1-001051
ACBK1g00998,Ath-1-001052
ACBK1g00999,Ath-1-001053
ACBK1g01000,Ath-1-001054
ACBK1g01001,Ath-1-001056
ACBK1g01002,.
ACBK1g01003,Ath-1-001060
ACBK1g01004,Ath-1-001061
ACBK1g01005,Ath-1-001062
ACBK1g01006,Ath-1-001063
ACBK1g01007,Ath-1-001064
ACBK1g01008,Ath-1-001065
ACBK1g01009,Ath-1-001066
ACBK1g01010,Ath-1-001067
ACBK1g01011,Ath-1-001068
ACBK1g01012,.
ACBK1g01013,Ath-1-001070
ACBK1g01014,Ath-1-001071
ACBK1g01015,Ath-1-001072
ACBK1g01016,Ath-1-001073
ACBK1g01017,Ath-1-001074
ACBK1g01018,Ath-1-001075
ACBK1g01019,Ath-1-001076
ACBK1g01020,Ath-1-001077
ACBK1g01021,Ath-1-001078
ACBK1g01022,Ath-1-001079
ACBK1g01023,Ath-1-001080
ACBK1g01024,Ath-1-001081
ACBK1g01025,Ath-1-001082
ACBK1g01026,Ath-1-001083
ACBK1g01027,.
ACBK1g01028,Ath-1-001084
ACBK1g01029,Ath-1-001085
ACBK1g01030,Ath-1-001086
ACBK1g01031,Ath-1-001087
ACBK1g01032,.
ACBK1g01033,Ath-1-001088
ACBK1g01034,Ath-1-001089
ACBK1g01035,Ath-1-001090
ACBK1g01036,Ath-1-001091
ACBK1g01037,Ath-1-001093
ACBK1g01038,Ath-1-001094
ACBK1g01039,.
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,.
ACBK1g01043,.
ACBK1g01044,Ath-1-001095
ACBK1g01045,Ath-1-001097
ACBK1g01046,Ath-1-001101
ACBK1g01047,.
ACBK1g01048,Ath-1-001102
ACBK1g01049,Ath-1-001103
ACBK1g01050,Ath-1-001104
ACBK1g01051,.
ACBK1g01052,Ath-1-001106
ACBK1g01053,.
ACBK1g01054,Ath-1-001108
ACBK1g01055,Ath-1-001109
ACBK1g01056,Ath-1-001110
ACBK1g01057,Ath-1-001111
ACBK1g01058,Ath-1-001112
ACBK1g01059,Ath-1-001114
ACBK1g01060,Ath-1-001115
ACBK1g01061,Ath-1-001116
ACBK1g01062,Ath-1-001119
ACBK1g01063,Ath-1-001120
ACBK1g01064,Ath-1-001121
ACBK1g01065,Ath-1-001122
ACBK1g01066,Ath-1-001123
ACBK1g01067,.
ACBK1g01068,Ath-1-001125
ACBK1g01069,Ath-1-001126
ACBK1g01070,Ath-1-001127
ACBK1g01071,Ath-1-001128
ACBK1g01072,Ath-1-001129
ACBK1g01073,Ath-1-001130
ACBK1g01074,Ath-1-001131
ACBK1g01075,.
ACBK1g01076,.
ACBK1g01077,.
ACBK1g01078,Ath-1-001135
ACBK1g01079,Ath-1-001136
ACBK1g01080,Ath-1-001138
ACBK1g01081,Ath-1-001140
ACBK1g01082,Ath-1-001141
ACBK1g01083,Ath-1-001142
ACBK1g01084,Ath-1-001143
ACBK1g01085,Ath-1-001144
ACBK1g01086,Ath-1-001146
ACBK1g01087,Ath-1-001147
ACBK1g01088,Ath-1-001148
ACBK1g01089,Ath-1-001149
ACBK1g01090,Ath-1-001150
ACBK1g01091,.
ACBK1g01092,Ath-1-001151
ACBK1g01093,Ath-1-001152
ACBK1g01094,Ath-1-001153
ACBK1g01095,Ath-1-001154
ACBK1g01096,Ath-1-001155
ACBK1g01097,Ath-1-001156
ACBK1g01098,Ath-1-001157
ACBK1g01099,Ath-1-001159
ACBK1g01100,Ath-1-001160
ACBK1g01101,Ath-1-001162
ACBK1g01102,Ath-1-001163
ACBK1g01103,.
ACBK1g01104,Ath-1-001165
ACBK1g01105,Ath-1-001166
ACBK1g01106,.
ACBK1g01107,Ath-1-001167
ACBK1g01108,Ath-1-001168
ACBK1g01109,Ath-1-001169
ACBK1g01110,Ath-1-001170
ACBK1g01111,Ath-1-001171
ACBK1g01112,.
ACBK1g01113,Ath-1-001172
ACBK1g01114,Ath-1-001173
ACBK1g01115,Ath-1-001174
ACBK1g01116,Ath-1-001175
ACBK1g01117,Ath-1-001176
ACBK1g01118,Ath-1-001177
ACBK1g01119,Ath-1-001178
ACBK1g01120,Ath-1-001181
ACBK1g01121,Ath-1-001182
ACBK1g01122,Ath-1-001183
ACBK1g01123,Ath-1-001184
ACBK1g01124,Ath-1-001185
ACBK1g01125,Ath-1-001186
ACBK1g01126,Ath-1-001187
ACBK1g01127,Ath-1-001188
ACBK1g01128,Ath-1-001189
ACBK1g01129,Ath-1-001190
ACBK1g01130,.
ACBK1g01131,Ath-1-001192
ACBK1g01132,Ath-1-001193
ACBK1g01133,Ath-1-001194
ACBK1g01134,Ath-1-001195
ACBK1g01135,Ath-1-001197
ACBK1g01136,.
ACBK1g01137,Ath-1-001198
ACBK1g01138,Ath-1-001199
ACBK1g01139,Ath-1-001200
ACBK1g01140,Ath-1-001202
ACBK1g01141,Ath-1-001203
ACBK1g01142,.
ACBK1g01143,Ath-1-001207
ACBK1g01144,Ath-1-001208
ACBK1g01145,Ath-1-001209
ACBK1g01146,Ath-1-001210
ACBK1g01147,Ath-1-001211
ACBK1g01148,Ath-1-001212
ACBK1g01149,Ath-1-001213
ACBK1g01150,Ath-1-001214
ACBK1g01151,Ath-1-001216
ACBK1g01152,Ath-1-001217
ACBK1g01153,Ath-1-001218
ACBK1g01154,Ath-1-001220
ACBK1g01155,Ath-1-001221
ACBK1g01156,Ath-1-001222
ACBK1g01157,Ath-1-001224
ACBK1g01158,Ath-1-001225
ACBK1g01159,Ath-1-001226
ACBK1g01160,Ath-1-001228
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,Ath-1-001229
ACBK1g01167,Ath-1-001230
ACBK1g01168,Ath-1-001231
ACBK1g01169,Ath-1-001232
ACBK1g01170,Ath-1-001233
ACBK1g01171,Ath-1-001234
ACBK1g01172,Ath-1-001236
ACBK1g01173,Ath-1-001237
ACBK1g01174,Ath-1-001238
ACBK1g01175,Ath-1-001239
ACBK1g01176,Ath-1-001240
ACBK1g01177,Ath-1-001241
ACBK1g01178,Ath-1-001242
ACBK1g01179,Ath-1-001243
ACBK1g01180,Ath-1-001244
ACBK1g01181,Ath-1-001245
ACBK1g01182,.
ACBK1g01183,Ath-1-001247
ACBK1g01184,Ath-1-001248
ACBK1g01185,Ath-1-001249
ACBK1g01186,Ath-1-001250
ACBK1g01187,Ath-1-001251
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,Ath-1-001255
ACBK1g01191,Ath-1-001256
ACBK1g01192,Ath-1-001257
ACBK1g01193,Ath-1-001258
ACBK1g01194,Ath-1-001259
ACBK1g01195,Ath-1-001260
ACBK1g01196,.
ACBK1g01197,Ath-1-001261
ACBK1g01198,Ath-1-001262
ACBK1g01199,Ath-1-001263
ACBK1g01200,Ath-1-001264
ACBK1g01201,Ath-1-001265
ACBK1g01202,Ath-1-001266
ACBK1g01203,Ath-1-001267
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,Ath-1-001269
ACBK1g01207,Ath-1-001270
ACBK1g01208,Ath-1-001271
ACBK1g01209,Ath-1-001272
ACBK1g01210,Ath-1-001273
ACBK1g01211,Ath-1-001274
ACBK1g01212,Ath-1-001275
ACBK1g01213,.
ACBK1g01214,Ath-1-001276
ACBK1g01215,Ath-1-001277
ACBK1g01216,Ath-1-001278
ACBK1g01217,Ath-1-001279
ACBK1g01218,Ath-1-001280
ACBK1g01219,Ath-1-001281
ACBK1g01220,Ath-1-001282
ACBK1g01221,Ath-1-001283
ACBK1g01222,Ath-1-001284
ACBK1g01223,Ath-1-001286
ACBK1g01224,Ath-1-001287
ACBK1g01225,Ath-1-001288
ACBK1g01226,Ath-1-001289
ACBK1g01227,Ath-1-001290
ACBK1g01228,Ath-1-001291
ACBK1g01229,.
ACBK1g01230,Ath-1-001293
ACBK1g01231,Ath-1-001294
ACBK1g01232,Ath-1-001295
ACBK1g01233,.
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,Ath-1-001299
ACBK1g01237,Ath-1-001300
ACBK1g01238,Ath-1-001301
ACBK1g01239,Ath-1-001303
ACBK1g01240,Ath-1-001304
ACBK1g01241,Ath-1-001305
ACBK1g01242,Ath-1-001306
ACBK1g01243,Ath-1-001307
ACBK1g01244,Ath-1-001309
ACBK1g01245,Ath-1-001310
ACBK1g01246,Ath-1-001311
ACBK1g01247,.
ACBK1g01248,Ath-1-001313
ACBK1g01249,Ath-1-001314
ACBK1g01250,Ath-1-001315
ACBK1g01251,Ath-1-001316
ACBK1g01252,Ath-1-001317
ACBK1g01253,Ath-1-001318
ACBK1g01254,Ath-1-001319
ACBK1g01255,Ath-1-001320
ACBK1g01256,Ath-1-001321
ACBK1g01257,Ath-1-001324
ACBK1g01258,Ath-1-001326
ACBK1g01259,Ath-1-001327
ACBK1g01260,Ath-1-001328
ACBK1g01261,Ath-1-001329
ACBK1g01262,Ath-1-001330
ACBK1g01263,Ath-1-001332
ACBK1g01264,Ath-1-001333
ACBK1g01265,Ath-1-001334
ACBK1g01266,.
ACBK1g01267,Ath-1-001335
ACBK1g01268,Ath-1-001336
ACBK1g01269,Ath-1-001341
ACBK1g01270,Ath-1-001342
ACBK1g01271,Ath-1-001343
ACBK1g01272,Ath-1-001344
ACBK1g01273,Ath-1-001345
ACBK1g01274,Ath-1-001346
ACBK1g01275,Ath-1-001347
ACBK1g01276,Ath-1-001348
ACBK1g01277,Ath-1-001349
ACBK1g01278,Ath-1-001350
ACBK1g01279,.
ACBK1g01280,.
ACBK1g01281,.
ACBK1g01282,Ath-1-001354
ACBK1g01283,Ath-1-001355
ACBK1g01284,Ath-1-001356
ACBK1g01285,Ath-1-001357
ACBK1g01286,Ath-1-001358
ACBK1g01287,Ath-1-001359
ACBK1g01288,.
ACBK1g01289,Ath-1-001360
ACBK1g01290,Ath-1-001361
ACBK1g01291,.
ACBK1g01292,Ath-1-001362
ACBK1g01293,Ath-1-001363
ACBK1g01294,Ath-1-001364
ACBK1g01295,.
ACBK1g01296,Ath-1-001365
ACBK1g01297,Ath-1-001366
ACBK1g01298,Ath-1-001370
ACBK1g01299,Ath-1-001372
ACBK1g01300,.
ACBK1g01301,Ath-1-001374
ACBK1g01302,Ath-1-001375
ACBK1g01303,Ath-1-001376
ACBK1g01304,Ath-1-001378
ACBK1g01305,Ath-1-001379
ACBK1g01306,Ath-1-001380
ACBK1g01307,Ath-1-001381
ACBK1g01308,Ath-1-001382
ACBK1g01309,Ath-1-001383
ACBK1g01310,Ath-1-001384
ACBK1g01311,Ath-1-001385
ACBK1g01312,Ath-1-001386
ACBK1g01313,Ath-1-001387
ACBK1g01314,Ath-1-001389
ACBK1g01315,Ath-1-001390
ACBK1g01316,Ath-1-001391
ACBK1g01317,Ath-1-001392
ACBK1g01318,Ath-1-001393
ACBK1g01319,Ath-1-001395
ACBK1g01320,Ath-1-001397
ACBK1g01321,Ath-1-001398
ACBK1g01322,Ath-1-001399
ACBK1g01323,.
ACBK1g01324,Ath-1-001400
ACBK1g01325,Ath-1-001401
ACBK1g01326,Ath-1-001402
ACBK1g01327,Ath-1-001403
ACBK1g01328,Ath-1-001404
ACBK1g01329,Ath-1-001405
ACBK1g01330,Ath-1-001406
ACBK1g01331,Ath-1-001408
ACBK1g01332,Ath-1-001409
ACBK1g01333,.
ACBK1g01334,Ath-1-001410
ACBK1g01335,Ath-1-001412
ACBK1g01336,Ath-1-001413
ACBK1g01337,Ath-1-001414
ACBK1g01338,Ath-1-001416
ACBK1g01339,Ath-1-001417
ACBK1g01340,Ath-1-001419
ACBK1g01341,Ath-1-001420
ACBK1g01342,Ath-1-001421
ACBK1g01343,Ath-1-001422
ACBK1g01344,Ath-1-001423
ACBK1g01345,Ath-1-001424
ACBK1g01346,Ath-1-001426
ACBK1g01347,Ath-1-001427
ACBK1g01348,Ath-1-001428
ACBK1g01349,Ath-1-001429
ACBK1g01350,.
ACBK1g01351,Ath-1-001430
ACBK1g01352,Ath-1-001432
ACBK1g01353,Ath-1-001433
ACBK1g01354,Ath-1-001434
ACBK1g01355,Ath-1-001435
ACBK1g01356,Ath-1-001436
ACBK1g01357,.
ACBK1g01358,Ath-1-001437
ACBK1g01359,Ath-1-001438
ACBK1g01360,Ath-1-001439
ACBK1g01361,.
ACBK1g01362,.
ACBK1g01363,Ath-1-001442
ACBK1g01364,Ath-1-001443
ACBK1g01365,Ath-1-001444
ACBK1g01366,Ath-1-001445
ACBK1g01367,Ath-1-001446
ACBK1g01368,Ath-1-001447
ACBK1g01369,.
ACBK1g01370,.
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Ath-1-001449
ACBK1g01374,Ath-1-001450
ACBK1g01375,Ath-1-001451
ACBK1g01376,Ath-1-001452
ACBK1g01377,Ath-1-001453
ACBK1g01378,Ath-1-001454
ACBK1g01379,Ath-1-001455
ACBK1g01380,Ath-1-001456
ACBK1g01381,Ath-1-001457
ACBK1g01382,Ath-1-001458
ACBK1g01383,Ath-1-001459
ACBK1g01384,Ath-1-001460
ACBK1g01385,Ath-1-001462
ACBK1g01386,Ath-1-001463
ACBK1g01387,Ath-1-001464
ACBK1g01388,Ath-1-001465
ACBK1g01389,Ath-1-001466
ACBK1g01390,Ath-1-001467
ACBK1g01391,Ath-1-001468
ACBK1g01392,Ath-1-001470
ACBK1g01393,Ath-1-001472
ACBK1g01394,Ath-1-001473
ACBK1g01395,Ath-1-001474
ACBK1g01396,Ath-1-001475
ACBK1g01397,.
ACBK1g01398,Ath-1-001476
ACBK1g01399,Ath-1-001477
ACBK1g01400,Ath-1-001478
ACBK1g01401,Ath-1-001479
ACBK1g01402,Ath-1-001480
ACBK1g01403,Ath-1-001481
ACBK1g01404,Ath-1-001483
ACBK1g01405,Ath-1-001484
ACBK1g01406,Ath-1-001485
ACBK1g01407,Ath-1-001486
ACBK1g01408,Ath-1-001487
ACBK1g01409,Ath-1-001488
ACBK1g01410,Ath-1-001489
ACBK1g01411,Ath-1-001491
ACBK1g01412,Ath-1-001492
ACBK1g01413,Ath-1-001493
ACBK1g01414,Ath-1-001494
ACBK1g01415,Ath-1-001495
ACBK1g01416,Ath-1-001496
ACBK1g01417,Ath-1-001497
ACBK1g01418,Ath-1-001499
ACBK1g01419,Ath-1-001500
ACBK1g01420,Ath-1-001501
ACBK1g01421,Ath-1-001502
ACBK1g01422,Ath-1-001503
ACBK1g01423,Ath-1-001505
ACBK1g01424,Ath-1-001506
ACBK1g01425,Ath-1-001508
ACBK1g01426,Ath-1-001509
ACBK1g01427,Ath-1-001510
ACBK1g01428,.
ACBK1g01429,Ath-1-001512
ACBK1g01430,Ath-1-001513
ACBK1g01431,Ath-1-001514
ACBK1g01432,Ath-1-001515
ACBK1g01433,Ath-1-001516
ACBK1g01434,Ath-1-001517
ACBK1g01435,Ath-1-001518
ACBK1g01436,Ath-1-001519
ACBK1g01437,Ath-1-001523
ACBK1g01438,Ath-1-001524
ACBK1g01439,Ath-1-001525
ACBK1g01440,Ath-1-001526
ACBK1g01441,Ath-1-001527
ACBK1g01442,Ath-1-001528
ACBK1g01443,Ath-1-001529
ACBK1g01444,Ath-1-001531
ACBK1g01445,Ath-1-001532
ACBK1g01446,Ath-1-001533
ACBK1g01447,Ath-1-001534
ACBK1g01448,Ath-1-001535
ACBK1g01449,Ath-1-001536
ACBK1g01450,Ath-1-001537
ACBK1g01451,Ath-1-001538
ACBK1g01452,Ath-1-001539
ACBK1g01453,.
ACBK1g01454,.
ACBK1g01455,Ath-1-001540
ACBK1g01456,Ath-1-001541
ACBK1g01457,Ath-1-001542
ACBK1g01458,Ath-1-001543
ACBK1g01459,Ath-1-001544
ACBK1g01460,Ath-1-001545
ACBK1g01461,.
ACBK1g01462,Ath-1-001546
ACBK1g01463,Ath-1-001547
ACBK1g01464,Ath-1-001548
ACBK1g01465,Ath-1-001549
ACBK1g01466,Ath-1-001550
ACBK1g01467,Ath-1-001551
ACBK1g01468,Ath-1-001552
ACBK1g01469,Ath-1-001553
ACBK1g01470,Ath-1-001555
ACBK1g01471,Ath-1-001556
ACBK1g01472,Ath-1-001557
ACBK1g01473,Ath-1-001558
ACBK1g01474,Ath-1-001559
ACBK1g01475,Ath-1-001560
ACBK1g01476,Ath-1-001561
ACBK1g01477,Ath-1-001562
ACBK1g01478,Ath-1-001563
ACBK1g01479,Ath-1-001564
ACBK1g01480,.
ACBK1g01481,.
ACBK1g01482,Ath-1-001565
ACBK1g01483,Ath-1-001566
ACBK1g01484,.
ACBK1g01485,Ath-1-001567
ACBK1g01486,Ath-1-001570
ACBK1g01487,Ath-1-001571
ACBK1g01488,Ath-1-001573
ACBK1g01489,Ath-1-001574
ACBK1g01490,Ath-1-001575
ACBK1g01491,Ath-1-001576
ACBK1g01492,Ath-1-001577
ACBK1g01493,Ath-1-001578
ACBK1g01494,Ath-1-001579
ACBK1g01495,Ath-1-001580
ACBK1g01496,Ath-1-001581
ACBK1g01497,.
ACBK1g01498,Ath-1-001582
ACBK1g01499,Ath-1-001583
ACBK1g01500,Ath-1-001584
ACBK1g01501,Ath-1-001586
ACBK1g01502,Ath-1-001587
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,.
ACBK1g01506,.
ACBK1g01507,Ath-1-001593
ACBK1g01508,Ath-1-001594
ACBK1g01509,Ath-1-001595
ACBK1g01510,Ath-1-001597
ACBK1g01511,Ath-1-001599
ACBK1g01512,Ath-1-001600
ACBK1g01513,Ath-1-001601
ACBK1g01514,Ath-1-001602
ACBK1g01515,Ath-1-001603
ACBK1g01516,Ath-1-001604
ACBK1g01517,Ath-1-001605
ACBK1g01518,Ath-1-001606
ACBK1g01519,Ath-1-001607
ACBK1g01520,Ath-1-001608
ACBK1g01521,Ath-1-001610
ACBK1g01522,Ath-1-001611
ACBK1g01523,Ath-1-001612
ACBK1g01524,Ath-1-001613
ACBK1g01525,Ath-1-001614
ACBK1g01526,Ath-1-001615
ACBK1g01527,Ath-1-001616
ACBK1g01528,Ath-1-001617
ACBK1g01529,Ath-1-001618
ACBK1g01530,Ath-1-001620
ACBK1g01531,Ath-1-001622
ACBK1g01532,Ath-1-001624
ACBK1g01533,Ath-1-001625
ACBK1g01534,Ath-1-001627
ACBK1g01535,Ath-1-001628
ACBK1g01536,Ath-1-001631
ACBK1g01537,Ath-1-001632
ACBK1g01538,Ath-1-001633
ACBK1g01539,Ath-1-001635
ACBK1g01540,Ath-1-001636
ACBK1g01541,Ath-1-001637
ACBK1g01542,Ath-1-001638
ACBK1g01543,Ath-1-001639
ACBK1g01544,Ath-1-001640
ACBK1g01545,Ath-1-001641
ACBK1g01546,Ath-1-001642
ACBK1g01547,Ath-1-001643
ACBK1g01548,Ath-1-001644
ACBK1g01549,Ath-1-001645
ACBK1g01550,Ath-1-001646
ACBK1g01551,Ath-1-001647
ACBK1g01552,Ath-1-001648
ACBK1g01553,Ath-1-001649
ACBK1g01554,Ath-1-001650
ACBK1g01555,Ath-1-001651
ACBK1g01556,Ath-1-001652
ACBK1g01557,Ath-1-001653
ACBK1g01558,Ath-1-001654
ACBK1g01559,Ath-1-001655
ACBK1g01560,.
ACBK1g01561,Ath-1-001656
ACBK1g01562,Ath-1-001657
ACBK1g01563,Ath-1-001658
ACBK1g01564,Ath-1-001659
ACBK1g01565,Ath-1-001660
ACBK1g01566,Ath-1-001661
ACBK1g01567,.
ACBK1g01568,Ath-1-001662
ACBK1g01569,Ath-1-001664
ACBK1g01570,.
ACBK1g01571,Ath-1-001665
ACBK1g01572,Ath-1-001666
ACBK1g01573,Ath-1-001667
ACBK1g01574,Ath-1-001668
ACBK1g01575,Ath-1-001669
ACBK1g01576,Ath-1-001670
ACBK1g01577,Ath-1-001671
ACBK1g01578,Ath-1-001672
ACBK1g01579,Ath-1-001673
ACBK1g01580,Ath-1-001674
ACBK1g01581,Ath-1-001675
ACBK1g01582,Ath-1-001677
ACBK1g01583,Ath-1-001678
ACBK1g01584,Ath-1-001679
ACBK1g01585,Ath-1-001680
ACBK1g01586,Ath-1-001682
ACBK1g01587,Ath-1-001683
ACBK1g01588,Ath-1-001684
ACBK1g01589,.
ACBK1g01590,Ath-1-001686
ACBK1g01591,Ath-1-001687
ACBK1g01592,Ath-1-001688
ACBK1g01593,Ath-1-001689
ACBK1g01594,Ath-1-001690
ACBK1g01595,Ath-1-001691
ACBK1g01596,Ath-1-001692
ACBK1g01597,Ath-1-001694
ACBK1g01598,Ath-1-001697
ACBK1g01599,Ath-1-001698
ACBK1g01600,Ath-1-001699
ACBK1g01601,Ath-1-001702
ACBK1g01602,Ath-1-001703
ACBK1g01603,Ath-1-001704
ACBK1g01604,Ath-1-001705
ACBK1g01605,Ath-1-001707
ACBK1g01606,.
ACBK1g01607,Ath-1-001708
ACBK1g01608,Ath-1-001709
ACBK1g01609,Ath-1-001710
ACBK1g01610,Ath-1-001711
ACBK1g01611,.
ACBK1g01612,Ath-1-001713
ACBK1g01613,Ath-1-001714
ACBK1g01614,Ath-1-001715
ACBK1g01615,.
ACBK1g01616,Ath-1-001716
ACBK1g01617,Ath-1-001717
ACBK1g01618,Ath-1-001718
ACBK1g01619,Ath-1-001719
ACBK1g01620,.
ACBK1g01621,Ath-1-001722
ACBK1g01622,Ath-1-001723
ACBK1g01623,Ath-1-001724
ACBK1g01624,Ath-1-001725
ACBK1g01625,Ath-1-001726
ACBK1g01626,Ath-1-001727
ACBK1g01627,Ath-1-001728
ACBK1g01628,Ath-1-001729
ACBK1g01629,Ath-1-001730
