,Aare-4-000003,Aha-4-000001,Alsp-4-000002,Aru-a04-002343,,Asu-2-001210,Asu-9-000006,Ath-2-001391,,,Cen-7-002886,Cen-10-002845,Cfle-4-002886,Chivh-2-004894,Cla-7-02636,Cne-2-003890,Cpl-320-000004,Crub-4-000001,Csa-9-003557,Csa-7-002974,Csa-16-002824,Eche-7-002234,Esal-3-000009,Iind-5-003179,Mpe-12-000003,Mpyg-2-000094,Spar-4-000006,Tar-4-002763,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000062,.,.,.,.,.,.,.,.,.,.,,,
Aara-7-001366,Aare-4-000076,.,Alsp-4-000073,.,Aru-b04-002291,Asu-2-001283,Asu-9-000079,Ath-2-001465,.,.,Cen-7-002944,Cen-10-002919,.,Chivh-2-004953,Cla-7-02572,Cne-2-003947,Cpl-320-000057,Crub-4-000063,Csa-9-003621,Csa-7-003030,Csa-16-002881,.,Esal-3-000072,Iind-5-003098,Mpe-12-000067,Mpyg-2-000037,Spar-4-000056,Tar-4-002693,,,
Aara-7-001365,Aare-4-000077,Aha-4-000066,Alsp-4-000074,Aru-a04-002296,Aru-b04-002290,Asu-2-001284,Asu-9-000080,Ath-2-001466,Bdiv-4-002874,Bst-4-000103,Cen-7-002945,Cen-10-002920,Cfle-4-002819,Chivh-2-004954,Cla-7-02571,Cne-2-003948,Cpl-320-000058,Crub-4-000064,Csa-9-003623,Csa-7-003031,Csa-16-002882,.,Esal-3-000073,.,Mpe-12-000068,Mpyg-2-000036,Spar-4-000057,Tar-4-002692,,,
Aara-7-001364,.,.,Alsp-4-000075,.,Aru-b04-002289,Asu-2-001285,.,Ath-2-001467,.,.,.,Cen-10-002921,.,Chivh-2-004955,Cla-7-02570,Cne-2-003949,.,Crub-4-000065,Csa-9-003624,Csa-7-003032,Csa-16-002883,Eche-7-002298,Esal-3-000074,Iind-5-003097,Mpe-12-000069,Mpyg-2-000035,.,Tar-4-002691,,,
.,Aare-4-000079,Aha-4-000067,Alsp-4-000076,.,.,Asu-2-001286,Asu-9-000081,Ath-2-001468,Bdiv-4-002872,Bst-4-000105,.,.,.,.,Cla-7-02568,Cne-2-003950,.,Crub-4-000066,Csa-9-003625,Csa-7-003033,Csa-16-002884,Eche-7-002299,.,.,Mpe-12-000070,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000067,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000068,.,.,.,.,.,.,.,.,.,.,,,
Aara-7-001363,Aare-4-000080,Aha-4-000068,Alsp-4-000077,Aru-a04-002293,Aru-b04-002288,Asu-2-001287,Asu-9-000083,Ath-2-001469,.,Bst-4-000106,Cen-7-002947,Cen-10-002923,Cfle-4-002817,Chivh-2-004957,Cla-7-02567,Cne-2-003951,Cpl-320-000060,Crub-4-000069,Csa-9-003626,Csa-7-003034,Csa-16-002885,Eche-7-002301,Esal-3-000075,Iind-5-003095,Mpe-12-000071,Mpyg-2-000034,Spar-4-000059,Tar-4-002689,,,
Aara-7-001362,.,Aha-4-000069,Alsp-4-000078,Aru-a04-002292,Aru-b04-002287,Asu-2-001289,Asu-9-000084,Ath-2-001471,.,.,Cen-7-002948,Cen-10-002924,Cfle-4-002816,Chivh-2-004958,Cla-7-02566,.,Cpl-320-000061,Crub-4-000070,Csa-9-003627,Csa-7-003035,Csa-16-002886,Eche-7-002302,Esal-3-000076,Iind-5-003094,Mpe-12-000072,Mpyg-2-000033,Spar-4-000060,Tar-4-002688,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cla-7-02565,.,.,Crub-4-000071,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,Alsp-4-000080,.,Aru-b04-002286,Asu-2-001290,Asu-9-000085,Ath-2-001472,.,.,Cen-3-000219,.,Cfle-4-002815,Chivh-2-004959,Cla-7-02564,.,.,Crub-4-000072,Csa-9-003628,.,.,.,Esal-3-000078,.,.,Mpyg-2-000032,Spar-4-000061,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000073,.,.,.,.,.,.,.,.,.,.,,,
.,.,Aha-4-000071,Alsp-4-000083,Aru-a04-002288,Aru-b04-002283,Asu-2-001292,Asu-9-000087,Ath-2-001474,.,Bst-4-000113,Cen-3-000217,Cen-10-002928,Cfle-4-002814,Chivh-2-004960,Cla-7-02563,.,.,Crub-4-000074,Csa-9-003629,Csa-7-003036,Csa-16-002888,Eche-7-002303,Esal-3-000084,Iind-5-003089,Mpe-12-000075,Mpyg-2-000031,Spar-4-000062,Tar-4-002687,,,
.,Aare-4-000083,.,Alsp-4-000084,Aru-a04-002286,.,Asu-2-001293,Asu-9-000089,Ath-2-001475,Bdiv-4-002862,Bst-4-000114,Cen-3-000213,Cen-10-002931,.,Chivh-2-004962,Cla-7-02562,Cne-2-003954,.,Crub-4-000075,Csa-9-003631,.,Csa-16-002889,.,Esal-3-000085,Iind-5-003085,Mpe-12-000078,Mpyg-2-000029,.,Tar-4-002685,,,
.,Aare-4-000084,.,Alsp-4-000085,.,.,Asu-2-001294,Asu-9-000090,Ath-2-001476,.,Bst-4-000115,.,.,.,Chivh-2-004963,.,Cne-2-003955,.,Crub-4-000076,Csa-9-003632,Csa-7-003038,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000077,.,.,.,.,.,.,.,.,.,.,,,
Aara-7-001359,Aare-4-000087,Aha-4-000075,Alsp-4-000088,Aru-a04-002285,Aru-b04-002280,Asu-2-001296,Asu-9-000093,Ath-2-001478,.,.,Cen-3-000212,Cen-10-002935,.,Chivh-2-004966,Cla-7-02560,Cne-2-003957,.,Crub-4-000078,Csa-9-003634,Csa-7-003039,Csa-16-002891,.,.,Iind-5-003082,Mpe-12-000079,Mpyg-2-000026,Spar-4-000066,Tar-4-002684,,,
.,Aare-4-000088,.,Alsp-4-000089,.,.,Asu-2-001297,Asu-9-000094,Ath-2-001479,Bdiv-4-002859,Bst-4-000118,.,.,Cfle-4-002807,Chivh-2-004967,Cla-7-02559,Cne-2-003958,Cpl-320-000067,Crub-4-000079,Csa-9-003635,Csa-7-003040,Csa-16-002892,.,Esal-3-000087,Iind-5-003080,Mpe-12-000082,Mpyg-2-000025,Spar-4-000067,Tar-4-002683,,,
.,Aare-4-000089,Aha-4-000076,Alsp-4-000090,.,.,Asu-2-001298,Asu-9-000095,Ath-2-001480,Bdiv-4-002856,Bst-4-000119,.,.,.,Chivh-2-004968,Cla-7-02558,Cne-2-003959,.,Crub-4-000080,Csa-9-003636,Csa-7-003041,.,.,.,Iind-5-003079,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000081,.,.,.,.,.,.,.,.,.,.,,,
Aara-7-001357,Aare-4-000091,Aha-4-000078,Alsp-4-000093,Aru-a04-002284,Aru-b04-002279,Asu-2-001301,Asu-9-000098,Ath-2-001483,Bdiv-4-002854,Bst-4-000121,Cen-3-000210,Cen-10-002937,Cfle-4-002805,Chivh-2-004970,Cla-7-02556,Cne-2-003962,Cpl-320-000069,Crub-4-000082,Csa-9-003638,Csa-7-003044,Csa-16-002894,Eche-7-002308,Esal-3-000091,Iind-5-003074,Mpe-12-000084,Mpyg-2-000023,Spar-4-000069,Tar-4-002681,,,
.,.,Aha-4-000079,Alsp-4-000094,.,Aru-b04-002278,Asu-2-001302,Asu-9-000099,Ath-2-001484,.,.,Cen-3-000209,.,Cfle-4-002804,Chivh-2-004972,Cla-7-02555,.,.,Crub-4-000083,.,Csa-7-003046,Csa-16-002895,Eche-7-002309,Esal-3-000092,Iind-5-003071,Mpe-12-000087,.,.,Tar-4-002680,,,
.,Aare-4-000094,Aha-4-000083,Alsp-4-000096,.,.,Asu-2-001304,Asu-9-000101,Ath-2-001486,.,.,.,.,.,Chivh-2-004973,.,Cne-2-003964,.,Crub-4-000084,Csa-9-003639,Csa-7-003047,Csa-16-002896,.,.,.,.,.,.,.,,,
.,.,Aha-4-000084,Alsp-4-000098,.,.,Asu-2-001305,Asu-9-000102,Ath-2-001487,.,.,Cen-3-000208,.,.,Chivh-2-004974,Cla-7-02554,Cne-2-003965,.,Crub-4-000085,Csa-9-003640,Csa-7-003048,Csa-16-002897,.,.,Iind-5-003070,Mpe-12-000088,.,.,.,,,
.,Aare-4-000096,Aha-4-000087,Alsp-4-000099,.,.,Asu-2-001307,Asu-9-000103,Ath-2-001489,.,.,.,.,.,Chivh-2-004977,Cla-7-02553,Cne-2-003966,.,Crub-4-000086,Csa-9-003641,Csa-7-003049,Csa-16-002898,.,Esal-3-000093,.,.,.,.,.,,,
Aara-7-001356,Aare-4-000097,Aha-4-000088,Alsp-4-000100,Aru-a04-002283,Aru-b04-002277,Asu-2-001308,Asu-9-000104,Ath-2-001490,.,Bst-4-000125,Cen-3-000207,Cen-10-002939,Cfle-4-002802,Chivh-2-004978,Cla-7-02552,.,Cpl-320-000074,Crub-4-000087,Csa-9-003642,Csa-7-003050,Csa-16-002900,.,Esal-3-000094,Iind-5-003068,Mpe-12-000089,Mpyg-2-000021,Spar-4-000070,Tar-4-002675,,,
Aara-7-001354,Aare-4-000098,Aha-4-000096,Alsp-4-000101,.,Aru-b04-002276,Asu-2-001309,Asu-9-000105,Ath-2-001491,.,Bst-4-000126,Cen-3-000206,Cen-10-002942,Cfle-4-002799,Chivh-2-004979,Cla-7-02551,Cne-2-003967,Cpl-320-000075,Crub-4-000088,Csa-9-003643,Csa-7-003051,Csa-16-002901,Eche-7-002312,Esal-3-000095,Iind-5-003064,Mpe-12-000090,Mpyg-2-000020,Spar-4-000071,.,,,
Aara-7-001353,Aare-4-000099,Aha-4-000097,Alsp-4-000102,Aru-a04-002282,Aru-b04-002275,Asu-2-001310,Asu-9-000107,Ath-2-001492,.,Bst-4-000128,.,Cen-10-002943,Cfle-4-002797,Chivh-2-004980,Cla-7-02550,Cne-2-003968,Cpl-320-000076,Crub-4-000089,Csa-9-003644,Csa-7-003053,Csa-16-002903,Eche-7-002313,Esal-3-000096,Iind-5-003063,Mpe-12-000091,Mpyg-2-000018,.,Tar-4-002674,,,
Aara-7-001352,.,Aha-4-000098,Alsp-4-000105,Aru-a04-002281,Aru-b04-002274,Asu-2-001312,Asu-9-000108,Ath-2-001494,Bdiv-4-002842,Bst-4-000129,.,Cen-10-002944,Cfle-4-002796,Chivh-2-004981,Cla-7-02549,Cne-2-003969,Cpl-320-000077,Crub-4-000090,Csa-9-003645,Csa-7-003054,Csa-16-002904,Eche-7-002314,Esal-3-000098,Iind-5-003062,Mpe-12-000092,Mpyg-2-000017,Spar-4-000073,Tar-4-002673,,,
.,Aare-4-000105,Aha-4-000100,Alsp-4-000107,.,.,Asu-2-001313,Asu-9-000109,Ath-2-001495,Bdiv-4-002841,Bst-4-000130,Cen-3-000205,Cen-10-002945,Cfle-4-002795,Chivh-2-004982,Cla-7-02548,Cne-2-003970,Cpl-320-000078,Crub-4-000091,.,Csa-7-003055,Csa-16-002905,Eche-7-002315,.,.,Mpe-12-000093,Mpyg-2-000016,.,Tar-4-002671,,,
.,.,.,.,.,.,Asu-2-001314,.,Ath-2-001496,.,.,.,Cen-10-002946,.,.,Cla-7-02547,.,.,Crub-4-000092,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000093,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000094,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000095,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000096,.,.,.,.,.,.,.,.,.,.,,,
.,Aare-4-000106,.,Alsp-4-000108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000097,.,.,.,.,.,.,.,Mpyg-2-000015,.,.,,,
.,Aare-4-000107,Aha-4-000104,Alsp-4-000111,.,Aru-b04-002273,.,.,.,.,.,.,.,.,Chivh-2-004988,Cla-7-02546,Cne-2-003973,.,Crub-4-000098,Csa-9-003647,Csa-7-003057,Csa-16-002906,Eche-7-002317,.,.,.,Mpyg-2-000014,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000099,.,.,.,.,.,.,.,.,.,.,,,
.,Aare-4-000108,.,.,.,.,.,.,.,Bdiv-4-002840,.,.,.,.,Chivh-2-004989,.,.,.,Crub-4-000100,Csa-9-003648,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000101,.,.,.,.,.,.,.,.,.,.,,,
.,Aare-4-000110,.,Alsp-4-000112,Aru-a04-002280,Aru-b04-002272,Asu-2-001315,.,Ath-2-001497,.,.,.,.,.,Chivh-2-004990,.,Cne-2-003975,.,Crub-4-000102,Csa-9-003650,Csa-7-003058,Csa-16-002907,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000103,Csa-9-003652,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,Chivh-2-004991,.,.,.,Crub-4-000104,Csa-9-003653,.,.,.,.,.,.,.,.,.,,,
.,Aare-4-000111,.,Alsp-4-000113,.,.,.,Asu-9-000110,.,.,.,.,.,.,Chivh-2-004993,.,Cne-2-003976,.,Crub-4-000105,Csa-9-003654,.,.,.,.,.,.,.,.,.,,,
Aara-7-001351,Aare-4-000114,Aha-4-000105,Alsp-4-000114,Aru-a04-002279,Aru-b04-002271,Asu-2-001316,Asu-9-000111,Ath-2-001498,.,.,Cen-3-000203,Cen-10-002948,Cfle-4-002790,Chivh-2-004994,Cla-7-02545,Cne-2-003978,Cpl-320-000079,Crub-4-000106,Csa-9-003656,Csa-7-003059,Csa-16-002908,Eche-7-002318,Esal-3-000099,Iind-5-003060,Mpe-12-000094,Mpyg-2-000013,.,Tar-4-002670,,,
Aara-7-001350,Aare-4-000115,.,Alsp-4-000115,Aru-a04-002278,Aru-b04-002270,Asu-2-001317,Asu-9-000112,Ath-2-001499,Bdiv-4-002838,Bst-4-000133,Cen-3-000202,Cen-10-002949,Cfle-4-002789,Chivh-2-004995,Cla-7-02544,Cne-2-003979,Cpl-320-000080,Crub-4-000107,Csa-9-003657,Csa-7-003060,.,Eche-7-002319,Esal-3-000100,Iind-5-003059,Mpe-12-000095,.,Spar-4-000075,.,,,
Aara-7-001349,Aare-4-000116,Aha-4-000106,Alsp-4-000116,Aru-a04-002277,Aru-b04-002269,Asu-2-001318,Asu-9-000113,Ath-2-001500,.,Bst-4-000134,Cen-3-000201,Cen-10-002950,Cfle-4-002788,Chivh-2-004996,Cla-7-02543,Cne-2-003980,Cpl-320-000081,Crub-4-000108,Csa-9-003658,Csa-7-003061,Csa-16-002909,Eche-7-002320,Esal-3-000101,Iind-5-003058,Mpe-12-000096,Mpyg-2-000012,.,Tar-4-002669,,,
.,.,.,Alsp-4-000117,.,Aru-b04-002268,Asu-2-001319,Asu-9-000114,Ath-2-001501,Bdiv-4-002837,.,Cen-3-000200,Cen-10-002951,Cfle-4-002787,.,Cla-7-02542,Cne-2-003981,Cpl-320-000082,Crub-4-000109,Csa-9-003659,Csa-7-003062,Csa-16-002910,.,.,Iind-5-003057,.,.,Spar-4-000077,Tar-4-002668,,,
.,.,.,Alsp-4-000118,.,.,.,.,.,.,.,.,.,.,Chivh-2-004997,.,Cne-2-003982,.,Crub-4-000110,Csa-9-003660,.,.,.,.,.,.,.,.,.,,,
Aara-7-001348,Aare-4-000122,Aha-4-000107,Alsp-4-000119,.,.,Asu-2-001321,Asu-9-000116,Ath-2-001503,Bdiv-4-002835,Bst-4-000136,Cen-3-000199,Cen-10-002952,Cfle-4-002786,Chivh-2-004998,Cla-7-02534,Cne-2-003983,Cpl-320-000083,Crub-4-000111,Csa-9-003661,Csa-7-003063,Csa-16-002911,Eche-7-002321,Esal-3-000102,Iind-5-003056,Mpe-12-000097,Mpyg-2-000010,Spar-4-000078,Tar-4-002667,,,
.,.,Aha-4-000108,.,.,.,.,.,.,.,.,.,.,.,Chivh-2-004999,.,Cne-2-003984,Cpl-320-000084,Crub-4-000112,Csa-9-003662,Csa-7-003064,Csa-16-002912,.,.,.,.,.,.,.,,,
Aara-7-001345,Aare-4-000124,Aha-4-000109,Alsp-4-000121,Aru-a04-002276,Aru-b04-002266,Asu-2-001323,Asu-9-000118,Ath-2-001505,.,.,Cen-3-000197,Cen-10-002954,.,Chivh-2-005000,Cla-7-02532,.,Cpl-320-000086,Crub-4-000113,Csa-9-003663,Csa-7-003065,Csa-16-002913,.,Esal-3-000104,Iind-5-003046,Mpe-12-000099,Mpyg-2-002754,Spar-4-000080,Tar-4-002666,,,
.,.,.,.,Aru-a04-002275,.,Asu-2-001324,.,Ath-2-001506,.,.,Cen-3-000194,Cen-10-002955,.,Chivh-2-005002,Cla-7-02531,Cne-2-003986,.,Crub-4-000114,Csa-9-003664,.,Csa-16-002914,.,Esal-3-000105,Iind-5-003042,.,.,.,.,,,
.,.,.,Alsp-4-000122,.,.,.,Asu-9-000119,.,.,.,.,.,.,Chivh-2-005004,.,.,.,Crub-4-000115,Csa-9-003665,.,Csa-16-002915,.,Esal-3-000107,Iind-5-003041,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000116,.,.,.,.,.,.,.,.,.,.,,,
.,Aare-4-000126,Aha-4-000110,Alsp-4-000123,Aru-a04-002274,.,Asu-2-001325,Asu-9-000120,Ath-2-001507,.,.,.,Cen-10-002956,.,Chivh-2-005005,.,Cne-2-003988,.,Crub-4-000117,Csa-9-003666,Csa-7-003066,Csa-16-002916,.,.,.,Mpe-12-000102,.,.,Tar-4-002665,,,
.,.,Aha-4-000111,Alsp-4-000124,.,.,Asu-2-001326,Asu-9-000121,Ath-2-001510,.,.,.,.,.,.,.,.,.,Crub-4-000118,.,.,.,.,.,Iind-5-003040,Mpe-12-000104,.,.,Tar-4-002661,,,
Aara-7-001344,Aare-4-000128,Aha-4-000112,Alsp-4-000126,.,.,Asu-2-001329,Asu-9-000123,Ath-2-001511,Bdiv-4-002829,Bst-4-000143,Cen-3-000193,Cen-10-002962,Cfle-4-002776,Chivh-2-005006,Cla-7-02530,Cne-2-003989,.,Crub-4-000119,Csa-9-003667,Csa-7-003067,Csa-16-002917,Eche-7-002325,Esal-3-000108,Iind-5-003039,Mpe-12-000106,Mpyg-2-002756,.,Tar-4-002659,,,
.,.,.,.,.,.,Asu-2-001330,Asu-9-000124,Ath-2-001512,.,.,.,.,.,.,.,.,.,Crub-4-000120,Csa-9-003668,.,Csa-16-002919,.,.,.,.,.,.,.,,,
Aara-7-001342,.,Aha-4-000114,Alsp-4-000128,Aru-a04-002271,Aru-b04-002264,.,Asu-9-000125,Ath-2-001514,Bdiv-4-002826,Bst-4-000144,Cen-3-000191,Cen-10-002964,.,Chivh-2-005008,Cla-7-02528,Cne-2-003992,Cpl-320-000089,Crub-4-000121,Csa-9-003669,Csa-7-003069,Csa-16-002921,.,.,Iind-5-003038,Mpe-12-000107,Mpyg-2-002757,Spar-4-000084,Tar-4-002658,,,
Aara-7-001341,Aare-4-000131,Aha-4-000115,Alsp-4-000129,Aru-a04-002270,Aru-b04-002263,Asu-2-001332,Asu-9-000126,Ath-2-001515,Bdiv-4-002825,Bst-4-000145,Cen-3-000190,Cen-10-002965,Cfle-4-002773,Chivh-2-005009,Cla-7-02527,Cne-2-003993,Cpl-320-000090,Crub-4-000122,Csa-9-003670,Csa-7-003070,Csa-16-002922,Eche-7-002328,Esal-3-000110,Iind-5-003037,Mpe-12-000108,Mpyg-2-002758,Spar-4-000085,.,,,
Aara-7-001340,.,Aha-4-000116,Alsp-4-000130,Aru-a04-002269,Aru-b04-002262,Asu-2-001333,Asu-9-000127,Ath-2-001516,.,.,Cen-3-000189,Cen-10-002966,Cfle-4-002772,Chivh-2-005010,Cla-7-02525,Cne-2-003994,Cpl-320-000091,Crub-4-000123,Csa-9-003671,Csa-7-003071,.,Eche-7-002329,Esal-3-000111,Iind-5-003036,Mpe-12-000109,Mpyg-2-002759,Spar-4-000086,Tar-4-002657,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Aara-7-001339,Aare-4-000134,Aha-4-000125,Alsp-4-000134,Aru-a04-002268,Aru-b04-002261,Asu-2-001336,Asu-9-000130,Ath-2-001519,.,Bst-4-000150,Cen-3-000188,Cen-10-002968,Cfle-4-002770,Chivh-2-005012,Cla-7-02523,Cne-2-003998,Cpl-320-000093,Crub-4-000125,Csa-9-003673,Csa-7-003073,Csa-16-002924,Eche-7-002330,Esal-3-000113,Iind-5-003035,Mpe-12-000111,Mpyg-2-002746,Spar-4-000088,Tar-4-002654,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000126,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000127,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000128,.,.,.,.,.,.,.,.,.,.,,,
Aara-7-001338,Aare-4-000136,.,Alsp-4-000137,Aru-a04-002267,.,Asu-2-001337,Asu-9-000132,Ath-2-001520,Bdiv-4-002823,Bst-4-000154,.,Cen-10-002969,Cfle-4-002766,Chivh-2-005014,Cla-7-02522,Cne-2-004001,.,Crub-4-000129,Csa-9-003674,Csa-7-003075,Csa-16-002926,.,Esal-3-000114,Iind-5-003032,Mpe-12-000114,Mpyg-2-002745,.,Tar-4-002652,,,
.,.,Aha-4-000126,Alsp-4-000138,.,.,Asu-2-001338,Asu-9-000133,Ath-2-001521,.,.,.,.,.,.,.,.,.,Crub-4-000130,.,.,Csa-16-002927,.,.,.,.,.,.,.,,,
Aara-7-001337,Aare-4-000137,Aha-4-000136,Alsp-4-000145,Aru-a04-002266,Aru-b04-002260,Asu-2-001341,Asu-9-000135,Ath-2-001524,.,Bst-4-000155,Cen-3-000187,Cen-10-002970,Cfle-4-002765,Chivh-2-005017,Cla-7-02521,.,Cpl-320-000095,Crub-4-000131,Csa-9-003675,Csa-7-003076,Csa-16-002928,Eche-7-002337,Esal-3-000119,.,Mpe-12-000115,Mpyg-2-002744,Spar-4-000090,Tar-4-002647,,,
Aara-7-001336,Aare-4-000138,Aha-4-000137,Alsp-4-000146,.,.,Asu-2-001342,Asu-9-000136,Ath-2-001525,.,Bst-4-000156,Cen-3-000186,Cen-10-002971,Cfle-4-002764,Chivh-2-005018,Cla-7-02520,Cne-2-004003,Cpl-320-000096,Crub-4-000132,Csa-9-003676,Csa-7-003077,Csa-16-002929,Eche-7-002338,Esal-3-000123,Iind-5-003031,Mpe-12-000116,Mpyg-2-002743,Spar-4-000091,Tar-4-002646,,,
Aara-7-001335,Aare-4-000139,Aha-4-000138,Alsp-4-000147,Aru-a04-002265,Aru-b04-002259,Asu-2-001343,Asu-9-000137,Ath-2-001526,Bdiv-4-002822,Bst-4-000157,Cen-3-000185,.,.,Chivh-2-005019,Cla-7-02519,.,Cpl-320-000097,Crub-4-000133,Csa-9-003677,Csa-7-003079,Csa-16-002930,.,Esal-3-000124,Iind-5-003029,Mpe-12-000117,Mpyg-2-002742,Spar-4-000092,Tar-4-002645,,,
Aara-7-001334,.,Aha-4-000139,Alsp-4-000148,.,.,Asu-2-001344,Asu-9-000138,Ath-2-001527,Bdiv-4-002818,Bst-4-000160,Cen-3-000183,.,Cfle-4-002760,Chivh-2-005020,.,Cne-2-004006,.,Crub-4-000134,Csa-9-003679,Csa-7-003080,Csa-16-002931,.,Esal-3-000125,Iind-5-003026,Mpe-12-000119,.,.,Tar-4-002644,,,
.,Aare-4-000141,Aha-4-000140,Alsp-4-000149,Aru-a04-002263,Aru-b04-002257,Asu-2-001346,Asu-9-000139,Ath-2-001528,.,Bst-4-000161,Cen-3-000182,Cen-10-002973,Cfle-4-002759,Chivh-2-005021,Cla-7-02518,Cne-2-004007,Cpl-320-000098,Crub-4-000135,Csa-9-003680,Csa-7-003081,Csa-16-002932,Eche-7-002341,Esal-3-000128,Iind-5-003025,Mpe-12-000120,.,Spar-4-000093,Tar-4-002643,,,
Aara-7-001332,.,Aha-4-000141,Alsp-4-000152,.,.,Asu-2-001349,Asu-9-000141,Ath-2-001531,Bdiv-4-002814,Bst-4-000163,Cen-3-000180,Cen-10-002975,Cfle-4-002754,Chivh-2-005023,Cla-7-02516,Cne-2-004009,Cpl-320-000100,Crub-4-000136,Csa-9-003682,Csa-7-003083,Csa-16-002934,Eche-7-002344,Esal-3-000131,Iind-5-003022,Mpe-12-000123,Mpyg-2-002737,Spar-4-000095,.,,,
.,.,Aha-4-000142,Alsp-4-000153,.,Aru-b04-002255,Asu-2-001350,Asu-9-000142,Ath-2-001532,Bdiv-4-002813,Bst-4-000164,Cen-3-000179,Cen-10-002976,.,.,Cla-7-02515,.,.,Crub-4-000137,Csa-9-003683,Csa-7-003084,.,.,Esal-3-000132,Iind-5-003021,Mpe-12-000124,Mpyg-2-002736,.,.,,,
.,.,.,.,.,.,.,.,.,Bdiv-4-002812,.,.,.,.,Chivh-2-005025,.,Cne-2-004012,.,Crub-4-000138,Csa-9-003684,Csa-7-003085,Csa-16-002935,.,.,.,.,.,.,.,,,
Aara-7-001331,Aare-4-000144,Aha-4-000143,Alsp-4-000154,Aru-a04-002259,Aru-b04-002254,Asu-2-001351,Asu-9-000144,Ath-2-001533,Bdiv-4-002811,Bst-4-000166,Cen-3-000178,.,.,Chivh-2-005027,Cla-7-02514,Cne-2-004013,.,Crub-4-000139,Csa-9-003685,Csa-7-003087,Csa-16-002936,Eche-7-002346,Esal-3-000133,Iind-5-003020,Mpe-12-000125,Mpyg-2-002735,.,Tar-4-002635,,,
.,Aare-4-000145,Aha-4-000144,Alsp-4-000155,Aru-a04-002258,.,Asu-2-001352,Asu-9-000145,Ath-2-001534,Bdiv-4-002810,Bst-4-000167,Cen-3-000177,.,Cfle-4-002751,Chivh-2-005028,Cla-7-02513,Cne-2-004014,Cpl-320-000103,Crub-4-000140,Csa-9-003686,.,Csa-16-002937,Eche-7-002348,.,Iind-5-003019,Mpe-12-000126,Mpyg-2-002733,Spar-4-000097,Tar-4-002636,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,Chivh-2-005029,.,.,.,Crub-4-000141,Csa-9-003687,Csa-7-003088,Csa-16-002938,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-000142,.,.,.,.,.,.,.,.,.,.,,,
.,.,Aha-4-000145,Alsp-4-000156,Aru-a04-002256,Aru-b04-002252,Asu-2-001353,.,Ath-2-001535,.,.,Cen-3-000175,Cen-10-002978,.,.,Cla-7-02510,Cne-2-004016,Cpl-320-000104,Crub-4-000143,Csa-9-003688,Csa-7-003089,Csa-16-002939,Eche-7-002349,Esal-3-000134,Iind-5-003018,Mpe-12-000128,.,.,Tar-4-002637,,,
