,Aare-2-000003,Aha-2-000001,Alsp-2-000002,Aru-a02-002015,Aru-b02-000006,Asu-1-005099,Asu-7-000002,Ath-1-005393,Bdiv-1-001742,Bst-1-003188,,Cen-14-002794,Cfle-7-002488,Chivh-2-006206,Cla-5-02337,Cne-2-005372,Cpl-481-000002,Crub-2-000001,Csa-9-004813,,Csa-16-004146,Eche-4-000017,Esal-2-003258,Iind-1-003667,Mpe-14-000712,,Spar-2-000001,,,,
Aara-2-000104,Aare-2-000079,Aha-2-000068,Alsp-2-000091,Aru-a02-001968,Aru-b02-000060,Asu-1-005023,Asu-7-000076,Ath-1-005321,Bdiv-1-001999,Bst-1-003090,Cen-6-000059,Cen-14-002729,Cfle-7-002424,Chivh-2-006132,Cla-5-02273,Cne-2-005300,Cpl-396-001136,Crub-2-000069,Csa-9-004743,Csa-7-004259,Csa-16-004080,Eche-4-000054,Esal-2-003179,Iind-1-003593,Mpe-14-000645,Mpyg-6-002001,Spar-2-000057,Tar-2-003139,,,
.,.,Aha-2-000069,.,.,.,Asu-1-005022,.,Ath-1-005320,.,Bst-1-003089,.,.,.,.,Cla-5-02272,.,.,Crub-2-000070,.,Csa-7-004258,Csa-16-004079,.,.,.,.,Mpyg-6-001913,.,.,,,
Aara-2-000103,.,Aha-2-000070,Alsp-2-000092,.,Aru-b02-000061,Asu-1-005021,Asu-7-000077,Ath-1-005319,Bdiv-1-001997,Bst-1-003088,Cen-6-000060,Cen-14-002728,.,Chivh-2-006130,Cla-5-02271,Cne-2-005298,.,Crub-2-000071,Csa-9-004742,Csa-7-004257,Csa-16-004078,Eche-4-000056,Esal-2-003174,Iind-1-003592,Mpe-14-000644,.,.,Tar-2-003138,,,
Aara-2-000102,Aare-2-000081,Aha-2-000071,Alsp-2-000093,Aru-a02-001967,Aru-b02-000062,Asu-1-005020,Asu-7-000078,Ath-1-005318,Bdiv-1-001996,Bst-1-003087,Cen-6-000062,Cen-14-002727,.,.,Cla-5-02269,.,Cpl-396-001137,Crub-2-000072,Csa-9-004741,Csa-7-004256,Csa-16-004077,Eche-4-000057,Esal-2-003173,Iind-1-003591,Mpe-14-000643,Mpyg-6-002000,Spar-2-000058,Tar-2-003137,,,
Aara-2-000101,.,Aha-2-000075,Alsp-2-000094,Aru-a02-001966,Aru-b02-000063,Asu-1-005019,Asu-7-000079,Ath-1-005317,.,.,Cen-6-000063,Cen-14-002726,Cfle-7-002421,Chivh-2-006129,Cla-5-02264,.,Cpl-396-001138,Crub-2-000073,Csa-9-004740,Csa-7-004255,Csa-16-004076,Eche-4-000058,Esal-2-003172,Iind-1-003589,Mpe-14-000642,Mpyg-6-001999,.,Tar-2-003136,,,
Aara-2-000100,Aare-2-000082,Aha-2-000080,Alsp-2-000095,Aru-a02-001965,Aru-b02-000064,Asu-1-005018,Asu-7-000081,Ath-1-005316,Bdiv-1-001994,Bst-1-003086,.,Cen-14-002725,Cfle-7-002420,Chivh-2-006128,Cla-5-02263,Cne-2-005297,Cpl-396-001139,Crub-2-000074,Csa-9-004739,Csa-7-004254,Csa-16-004075,Eche-4-000059,Esal-2-003171,Iind-1-003588,Mpe-14-000641,Mpyg-6-001998,Spar-2-000060,Tar-2-003135,,,
.,Aare-2-000083,.,Alsp-2-000096,Aru-a02-001964,Aru-b02-000065,Asu-1-005017,Asu-7-000082,Ath-1-005315,.,Bst-1-003080,.,Cen-14-002724,.,Chivh-2-006125,.,Cne-2-005293,.,Crub-2-000075,Csa-9-004738,Csa-7-004253,.,.,Esal-2-003168,Iind-1-003587,Mpe-14-000640,Mpyg-6-001997,.,Tar-2-003134,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000076,.,.,.,.,.,.,.,.,.,.,,,
.,Aare-2-000085,.,Alsp-2-000097,Aru-a02-001963,.,.,Asu-7-000083,Ath-1-005314,.,Bst-1-003079,.,.,.,Chivh-2-006122,.,Cne-2-005290,.,Crub-2-000077,Csa-9-004736,Csa-7-004249,.,Eche-4-000060,Esal-2-003166,Iind-1-003586,.,.,.,Tar-2-003133,,,
.,Aare-2-000087,.,Alsp-2-000098,.,.,.,Asu-7-000084,.,.,.,.,.,.,Chivh-2-006121,.,Cne-2-005288,.,Crub-2-000078,Csa-9-004735,Csa-7-004248,.,.,.,Iind-1-003585,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000079,.,.,.,.,.,.,.,Mpyg-6-001996,.,.,,,
.,.,Aha-2-000082,Alsp-2-000099,Aru-a02-001962,.,Asu-1-005016,Asu-7-000088,Ath-1-005313,.,.,.,.,.,Chivh-2-006119,Cla-5-02262,Cne-2-005287,.,Crub-2-000080,Csa-9-004734,Csa-7-004246,Csa-16-004074,Eche-4-000062,Esal-2-003165,Iind-1-003584,.,Mpyg-6-001995,.,Tar-2-003131,,,
.,.,Aha-2-000083,Alsp-2-000100,.,.,.,Asu-7-000089,.,.,.,.,.,.,.,.,.,.,Crub-2-000081,.,.,.,.,.,.,.,.,.,.,,,
Aara-2-000098,Aare-2-000089,Aha-2-000084,Alsp-2-000101,.,.,Asu-1-005015,Asu-7-000090,Ath-1-005312,.,Bst-1-003077,Cen-6-000064,Cen-14-002721,Cfle-7-002414,Chivh-2-006117,Cla-5-02261,Cne-2-005286,.,Crub-2-000082,Csa-9-004733,Csa-7-004244,Csa-16-004073,Eche-4-000065,Esal-2-003162,Iind-1-003583,Mpe-14-000639,.,.,Tar-2-003130,,,
.,Aare-2-000090,Aha-2-000085,Alsp-2-000102,Aru-a02-001960,.,Asu-1-005014,Asu-7-000091,Ath-1-005311,.,.,Cen-6-000065,Cen-14-002720,.,.,.,.,.,Crub-2-000083,Csa-9-004732,Csa-7-004243,Csa-16-004072,.,Esal-2-003161,Iind-1-003582,.,.,.,Tar-2-003129,,,
Aara-2-000097,.,.,Alsp-2-000103,Aru-a02-001959,Aru-b02-000067,Asu-1-005013,Asu-7-000092,Ath-1-005310,.,Bst-1-003076,Cen-6-000066,Cen-14-002719,.,Chivh-2-006116,Cla-5-02260,Cne-2-005285,Cpl-396-001141,Crub-2-000084,Csa-9-004731,Csa-7-004242,Csa-16-004071,Eche-4-000068,Esal-2-003160,Iind-1-003581,Mpe-14-000638,Mpyg-6-001994,Spar-2-000061,Tar-2-003128,,,
Aara-2-000096,Aare-2-000091,Aha-2-000086,Alsp-2-000104,Aru-a02-001958,Aru-b02-000068,Asu-1-005012,Asu-7-000093,Ath-1-005309,.,.,Cen-6-000067,Cen-14-002718,Cfle-7-002412,Chivh-2-006115,Cla-5-02254,.,Cpl-396-001142,Crub-2-000085,Csa-9-004730,Csa-7-004241,Csa-16-004070,Eche-4-000069,Esal-2-003159,Iind-1-003580,Mpe-14-000637,Mpyg-6-001993,Spar-2-000062,Tar-2-003127,,,
.,.,Aha-2-000087,Alsp-2-000105,.,.,Asu-1-005011,Asu-7-000094,Ath-1-005308,.,.,Cen-6-000068,Cen-14-002717,.,Chivh-2-006114,Cla-5-02253,Cne-2-005283,Cpl-396-001143,Crub-2-000086,Csa-9-004729,Csa-7-004239,Csa-16-004069,.,Esal-2-003158,.,.,Mpyg-6-001992,.,.,,,
.,Aare-2-000093,Aha-2-000088,Alsp-2-000106,Aru-a02-001956,.,Asu-1-005010,.,Ath-1-005307,.,Bst-1-003072,.,.,.,.,.,Cne-2-005282,.,Crub-2-000087,.,Csa-7-004238,Csa-16-004068,Eche-4-000071,.,.,.,.,.,.,,,
Aara-2-000095,Aare-2-000094,Aha-2-000089,Alsp-2-000107,Aru-a02-001954,Aru-b02-000070,Asu-1-005009,Asu-7-000096,Ath-1-005306,.,Bst-1-003071,Cen-6-000070,Cen-14-002715,Cfle-7-002410,Chivh-2-006112,Cla-5-02252,Cne-2-005281,Cpl-396-001144,Crub-2-000088,Csa-9-004728,Csa-7-004237,Csa-16-004067,Eche-4-000072,Esal-2-003157,Iind-1-003579,Mpe-14-000634,Mpyg-6-001991,Spar-2-000064,Tar-2-003124,,,
Aara-2-000094,Aare-2-000095,Aha-2-000090,Alsp-2-000108,.,Aru-b02-000071,Asu-1-005008,Asu-7-000097,Ath-1-005305,.,Bst-1-003069,Cen-6-000071,Cen-14-002714,Cfle-7-002409,Chivh-2-006110,Cla-5-02251,Cne-2-005278,Cpl-396-001145,Crub-2-000089,Csa-9-004727,Csa-7-004235,Csa-16-004066,Eche-4-000073,Esal-2-003156,Iind-1-003578,Mpe-14-000633,Mpyg-6-001990,Spar-2-000065,.,,,
Aara-2-000093,Aare-2-000096,Aha-2-000092,Alsp-2-000109,Aru-a02-001953,Aru-b02-000072,Asu-1-005007,Asu-7-000098,Ath-1-005304,Bdiv-1-001865,Bst-1-003068,Cen-6-000072,Cen-14-002713,Cfle-7-002408,Chivh-2-006109,Cla-5-02250,Cne-2-005277,Cpl-396-001146,Crub-2-000090,Csa-9-004726,Csa-7-004234,Csa-16-004065,Eche-4-000074,Esal-2-003155,Iind-1-003577,Mpe-14-000632,Mpyg-6-001989,Spar-2-000066,Tar-2-003123,,,
.,.,Aha-2-000093,Alsp-2-000110,.,.,Asu-1-005006,Asu-7-000100,.,.,.,Cen-6-000073,.,Cfle-7-002406,.,Cla-5-02249,.,.,Crub-2-000091,Csa-9-004725,.,.,.,.,.,Mpe-14-000629,Mpyg-6-001988,Spar-2-000067,.,,,
.,Aare-2-000098,Aha-2-000094,Alsp-2-000112,.,Aru-b02-000074,Asu-1-005005,Asu-7-000102,Ath-1-005303,Bdiv-1-001866,Bst-1-003067,Cen-6-000074,Cen-14-002712,Cfle-7-002404,Chivh-2-006107,Cla-5-02248,Cne-2-005275,Cpl-396-001148,Crub-2-000092,Csa-9-004724,Csa-7-004233,Csa-16-004064,Eche-4-000075,Esal-2-003153,.,Mpe-14-000627,Mpyg-6-001986,Spar-2-000068,Tar-2-003121,,,
.,Aare-2-000100,Aha-2-000099,.,Aru-a02-001952,Aru-b02-000075,.,.,Ath-1-005301,.,.,.,.,.,.,.,.,.,Crub-2-000093,.,.,.,.,.,.,.,.,.,Tar-2-003120,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000094,.,.,.,.,.,.,.,.,.,.,,,
.,.,Aha-2-000100,Alsp-2-000113,Aru-a02-001947,Aru-b02-000077,Asu-1-005004,.,Ath-1-005300,Bdiv-1-001872,Bst-1-003065,Cen-6-000075,Cen-14-002709,Cfle-7-002403,Chivh-2-006105,.,Cne-2-005274,.,Crub-2-000095,Csa-9-004723,Csa-7-004232,Csa-16-004063,Eche-4-000076,Esal-2-003151,.,Mpe-14-000625,Mpyg-6-001985,Spar-2-000069,.,,,
.,.,.,.,.,Aru-b02-000079,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000096,.,.,.,.,.,.,Mpe-14-000622,.,.,.,,,
Aara-2-000092,Aare-2-000103,Aha-2-000102,Alsp-2-000115,.,Aru-b02-000080,Asu-1-005001,Asu-7-000104,Ath-1-005299,.,Bst-1-003063,Cen-6-000077,.,.,Chivh-2-006104,Cla-5-02246,Cne-2-005272,Cpl-396-001152,Crub-2-000097,Csa-9-004721,Csa-7-004230,Csa-16-004061,.,Esal-2-003145,.,Mpe-14-000620,Mpyg-6-001978,.,Tar-2-003113,,,
Aara-2-000091,Aare-2-000104,Aha-2-000103,Alsp-2-000116,Aru-a02-001945,Aru-b02-000081,Asu-1-005000,Asu-7-000105,Ath-1-005298,Bdiv-1-001876,Bst-1-003052,Cen-6-000078,Cen-14-002708,Cfle-7-002399,Chivh-2-006101,Cla-5-02245,Cne-2-005271,.,Crub-2-000098,Csa-9-004720,Csa-7-004229,Csa-16-004060,Eche-4-000078,Esal-2-003144,Iind-1-003575,Mpe-14-000619,Mpyg-6-001977,.,Tar-2-003112,,,
.,.,Aha-2-000104,Alsp-2-000118,.,Aru-b02-000082,Asu-1-004999,Asu-7-000106,Ath-1-005297,.,Bst-1-003051,Cen-6-000079,.,.,Chivh-2-006100,Cla-5-02244,Cne-2-005270,Cpl-396-001154,Crub-2-000099,Csa-9-004719,Csa-7-004228,Csa-16-004059,Eche-4-000079,Esal-2-003142,.,Mpe-14-000618,Mpyg-6-001976,Spar-2-000073,Tar-2-003111,,,
Aara-2-000090,Aare-2-000108,Aha-2-000106,Alsp-2-000120,Aru-a02-001944,Aru-b02-000084,Asu-1-004998,Asu-7-000108,Ath-1-005296,Bdiv-1-001877,Bst-1-003050,Cen-6-000080,Cen-14-002706,Cfle-7-002396,Chivh-2-006097,Cla-5-02243,Cne-2-005268,Cpl-396-001155,Crub-2-000100,Csa-9-004717,Csa-7-004225,Csa-16-004058,Eche-4-000080,Esal-2-003140,Iind-1-003574,Mpe-14-000617,Mpyg-6-001975,Spar-2-000074,Tar-2-003110,,,
Aara-2-000089,.,Aha-2-000107,Alsp-2-000121,Aru-a02-001943,Aru-b02-000085,Asu-1-004997,Asu-7-000109,Ath-1-005295,.,Bst-1-003047,Cen-6-000081,.,Cfle-7-002395,.,Cla-5-02242,.,Cpl-396-001158,Crub-2-000101,Csa-9-004716,Csa-7-004224,Csa-16-004057,Eche-4-000081,Esal-2-003136,Iind-1-003570,Mpe-14-000614,Mpyg-6-001974,Spar-2-000077,Tar-2-003106,,,
.,.,Aha-2-000110,Alsp-2-000122,Aru-a02-001942,Aru-b02-000086,Asu-1-004996,Asu-7-000110,Ath-1-005294,.,.,Cen-6-000082,Cen-14-002705,.,.,Cla-5-02241,Cne-2-005267,.,Crub-2-000102,Csa-9-004715,Csa-7-004223,Csa-16-004056,Eche-4-000082,.,.,.,Mpyg-6-001973,.,.,,,
Aara-2-000087,Aare-2-000109,Aha-2-000111,Alsp-2-000125,Aru-a02-001941,Aru-b02-000087,Asu-1-004995,Asu-7-000112,Ath-1-005293,Bdiv-1-001901,Bst-1-003043,.,Cen-14-002704,Cfle-7-002394,Chivh-2-006096,.,Cne-2-005266,.,Crub-2-000103,Csa-9-004714,Csa-7-004222,Csa-16-004055,Eche-4-000084,.,.,.,Mpyg-6-001972,.,.,,,
Aara-2-000086,Aare-2-000110,Aha-2-000112,Alsp-2-000126,Aru-a02-001940,Aru-b02-000088,Asu-1-004994,Asu-7-000113,Ath-1-005292,Bdiv-1-001902,Bst-1-003042,.,Cen-14-002703,Cfle-7-002393,Chivh-2-006095,Cla-5-02240,Cne-2-005265,Cpl-396-001159,Crub-2-000104,Csa-9-004713,Csa-7-004221,Csa-16-004054,Eche-4-000085,Esal-2-003135,Iind-1-003569,Mpe-14-000613,Mpyg-6-001971,Spar-2-000078,Tar-2-003105,,,
Aara-2-000085,Aare-2-000111,Aha-2-000113,Alsp-2-000127,Aru-a02-001939,Aru-b02-000089,Asu-1-004993,Asu-7-000114,Ath-1-005291,.,Bst-1-003040,Cen-6-000084,Cen-14-002702,.,Chivh-2-006094,Cla-5-02239,Cne-2-005264,Cpl-396-001160,Crub-2-000105,Csa-9-004712,Csa-7-004220,Csa-16-004053,Eche-4-000086,Esal-2-003134,Iind-1-003568,Mpe-14-000612,Mpyg-6-001970,Spar-2-000079,Tar-2-003102,,,
.,.,.,Alsp-2-000128,.,Aru-b02-000092,Asu-1-004992,Asu-7-000115,Ath-1-005290,.,.,.,.,.,.,.,.,.,Crub-2-000106,.,Csa-7-004219,.,Eche-4-000088,.,.,.,.,.,.,,,
.,Aare-2-000112,Aha-2-000114,Alsp-2-000129,.,Aru-b02-000094,Asu-1-004991,Asu-7-000116,Ath-1-005289,.,.,Cen-6-000085,.,.,Chivh-2-006092,.,Cne-2-005262,.,Crub-2-000107,Csa-9-004709,Csa-7-004218,.,.,.,.,Mpe-14-000611,.,.,Tar-2-003101,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000109,.,.,.,.,.,.,.,.,.,.,,,
Aara-2-000084,Aare-2-000114,Aha-2-000115,Alsp-2-000132,Aru-a02-001938,Aru-b02-000096,Asu-1-004989,Asu-7-000120,Ath-1-005287,Bdiv-1-001908,Bst-1-003035,Cen-6-000088,Cen-14-002699,.,Chivh-2-006089,Cla-5-02236,Cne-2-005261,.,Crub-2-000110,Csa-9-004708,Csa-7-004215,Csa-16-004051,Eche-4-000091,Esal-2-003131,Iind-1-003567,Mpe-14-000610,Mpyg-6-001966,Spar-2-000081,Tar-2-003098,,,
Aara-2-000083,Aare-2-000118,.,Alsp-2-000136,.,Aru-b02-000097,Asu-1-004988,Asu-7-000123,Ath-1-005286,Bdiv-1-001910,Bst-1-003033,.,.,Cfle-7-002386,Chivh-2-006086,Cla-5-02233,Cne-2-005258,Cpl-396-001164,Crub-2-000111,Csa-9-004705,Csa-7-004212,Csa-16-004049,.,Esal-2-003128,Iind-1-003565,Mpe-14-000609,Mpyg-6-001965,.,Tar-2-003095,,,
Aara-2-000082,Aare-2-000119,Aha-2-000117,Alsp-2-000137,Aru-a02-001937,Aru-b02-000099,Asu-1-004987,Asu-7-000125,Ath-1-005285,Bdiv-1-001911,Bst-1-003032,Cen-6-000089,Cen-14-002698,Cfle-7-002385,Chivh-2-006085,Cla-5-02232,Cne-2-005257,Cpl-396-001165,Crub-2-000112,Csa-9-004704,Csa-7-004211,Csa-16-004048,Eche-4-000094,Esal-2-003126,Iind-1-003564,Mpe-14-000608,Mpyg-6-001964,Spar-2-000083,Tar-2-003094,,,
Aara-2-000080,Aare-2-000120,.,Alsp-2-000138,Aru-a02-001936,Aru-b02-000100,Asu-1-004986,Asu-7-000126,Ath-1-005284,Bdiv-1-001912,Bst-1-003031,Cen-6-000090,Cen-14-002697,Cfle-7-002384,Chivh-2-006084,Cla-5-02231,Cne-2-005256,Cpl-396-001166,Crub-2-000113,Csa-9-004703,Csa-7-004210,Csa-16-004047,.,Esal-2-003124,Iind-1-003562,Mpe-14-000607,Mpyg-6-001963,Spar-2-000084,Tar-2-003091,,,
Aara-2-000079,Aare-2-000121,Aha-2-000132,Alsp-2-000139,Aru-a02-001935,Aru-b02-000101,Asu-1-004985,Asu-7-000127,Ath-1-005283,.,Bst-1-003030,Cen-6-000091,Cen-14-002696,Cfle-7-002383,Chivh-2-006083,Cla-5-02230,Cne-2-005255,Cpl-396-001167,Crub-2-000114,.,Csa-7-004209,Csa-16-004046,.,Esal-2-003123,Iind-1-003561,Mpe-14-000606,Mpyg-6-001962,Spar-2-000085,Tar-2-003090,,,
Aara-2-000078,Aare-2-000122,Aha-2-000133,Alsp-2-000140,Aru-a02-001934,Aru-b02-000102,Asu-1-004984,Asu-7-000128,Ath-1-005282,Bdiv-1-001914,Bst-1-003029,Cen-6-000092,Cen-14-002695,Cfle-7-002382,Chivh-2-006082,Cla-5-02229,Cne-2-005254,Cpl-396-001168,Crub-2-000115,Csa-9-004702,Csa-7-004208,Csa-16-004045,.,Esal-2-003122,Iind-1-003560,Mpe-14-000605,Mpyg-6-001961,.,Tar-2-003089,,,
Aara-2-000077,Aare-2-000123,Aha-2-000134,Alsp-2-000141,.,.,Asu-1-004983,Asu-7-000129,Ath-1-005281,Bdiv-1-001915,Bst-1-003028,Cen-6-000093,Cen-14-002694,.,Chivh-2-006081,Cla-5-02228,Cne-2-005253,Cpl-396-001169,Crub-2-000116,Csa-9-004701,Csa-7-004207,Csa-16-004044,Eche-4-000097,Esal-2-003121,Iind-1-003559,Mpe-14-000604,Mpyg-6-001960,Spar-2-000087,Tar-2-003088,,,
Aara-2-000076,Aare-2-000124,Aha-2-000135,Alsp-2-000142,Aru-a02-001933,Aru-b02-000103,Asu-1-004982,Asu-7-000130,Ath-1-005280,Bdiv-1-001917,Bst-1-003027,Cen-6-000094,Cen-14-002693,Cfle-7-002380,Chivh-2-006080,Cla-5-02227,Cne-2-005252,Cpl-396-001170,Crub-2-000117,Csa-9-004700,Csa-7-004206,Csa-16-004043,Eche-4-000098,Esal-2-003120,Iind-1-003558,Mpe-14-000603,Mpyg-6-001958,Spar-2-000088,Tar-2-003087,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000118,.,.,.,.,.,.,.,.,.,.,,,
Aara-2-000075,Aare-2-000125,Aha-2-000136,Alsp-2-000143,Aru-a02-001932,Aru-b02-000104,Asu-1-004981,Asu-7-000132,Ath-1-005279,Bdiv-1-001918,Bst-1-003026,Cen-6-000095,Cen-14-002692,Cfle-7-002379,.,Cla-5-02225,Cne-2-005251,Cpl-396-001171,Crub-2-000119,Csa-9-004699,Csa-7-004205,Csa-16-004042,.,Esal-2-003119,.,Mpe-14-000602,Mpyg-6-001957,Spar-2-000089,Tar-2-003086,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000120,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-000121,.,.,.,.,.,.,.,.,.,.,,,
.,.,Aha-2-000124,.,.,.,.,Asu-7-000133,.,.,.,.,.,.,.,.,.,.,Crub-2-000122,Csa-9-004697,.,.,.,.,.,.,.,.,.,,,
.,Aare-2-000129,Aha-2-000126,Alsp-2-000145,Aru-a02-001930,Aru-b02-000106,Asu-1-004979,Asu-7-000134,Ath-1-005276,Bdiv-1-001922,.,Cen-6-000096,Cen-14-002691,Cfle-7-002375,Chivh-2-006077,Cla-5-02221,Cne-2-005249,.,Crub-2-000123,Csa-9-004696,Csa-7-004203,Csa-16-004040,.,.,.,.,.,.,.,,,
.,.,.,.,Aru-a02-001929,Aru-b02-000108,.,.,.,Bdiv-1-001926,Bst-1-003015,Cen-6-000097,Cen-14-002688,Cfle-7-002374,Chivh-2-006076,.,Cne-2-005248,.,Crub-2-000124,Csa-9-004695,Csa-7-004202,Csa-16-004039,.,.,Iind-1-003556,Mpe-14-000600,.,.,Tar-2-003084,,,
.,Aare-2-000131,Aha-2-000138,.,Aru-a02-001928,.,Asu-1-004978,Asu-7-000135,Ath-1-005275,Bdiv-1-001936,.,.,Cen-14-002686,.,Chivh-2-006075,Cla-5-02218,Cne-2-005247,.,Crub-2-000125,Csa-9-004694,Csa-7-004201,Csa-16-004038,Eche-4-000102,.,Iind-1-003555,Mpe-14-000599,.,.,.,,,
.,Aare-2-000132,Aha-2-000139,.,Aru-a02-001927,.,Asu-1-004977,Asu-7-000136,Ath-1-005274,Bdiv-1-001938,Bst-1-003013,.,Cen-14-002685,.,Chivh-2-006074,.,Cne-2-005246,.,Crub-2-000126,Csa-9-004693,Csa-7-004200,Csa-16-004037,.,.,.,Mpe-14-000598,.,.,.,,,
.,Aare-2-000133,Aha-2-000143,Alsp-2-000146,.,.,Asu-1-004976,Asu-7-000137,Ath-1-005273,Bdiv-1-001944,Bst-1-003010,.,.,.,.,.,Cne-2-005244,.,Crub-2-000127,Csa-9-004690,Csa-7-004199,Csa-16-004036,Eche-4-000105,Esal-2-003118,.,.,.,.,.,,,
.,.,Aha-2-000144,Alsp-2-000147,Aru-a02-001926,Aru-b02-000109,Asu-1-004975,Asu-7-000140,Ath-1-005272,Bdiv-1-001946,.,Cen-6-000098,Cen-14-002683,.,.,Cla-5-02217,.,Cpl-396-001174,Crub-2-000128,.,.,.,Eche-4-000106,Esal-2-003117,Iind-1-003554,Mpe-14-000597,Mpyg-6-001956,Spar-2-000091,.,,,
.,Aare-2-000135,Aha-2-000145,Alsp-2-000148,.,.,.,Asu-7-000141,Ath-1-005271,Bdiv-1-001948,.,.,.,.,Chivh-2-006071,.,Cne-2-005242,.,Crub-2-000129,Csa-9-004688,Csa-7-004198,Csa-16-004035,Eche-4-000107,Esal-2-003116,.,.,.,.,Tar-2-003083,,,
.,Aare-2-000137,Aha-2-000148,Alsp-2-000150,.,Aru-b02-000110,Asu-1-004974,Asu-7-000142,Ath-1-005270,.,.,Cen-6-000099,.,.,Chivh-2-006069,Cla-5-02216,.,Cpl-396-001176,Crub-2-000130,Csa-9-004686,Csa-7-004196,Csa-16-004033,.,Esal-2-003111,.,.,Mpyg-6-001955,.,.,,,
.,Aare-2-000138,Aha-2-000149,Alsp-2-000151,.,.,Asu-1-004973,Asu-7-000143,Ath-1-005267,Bdiv-1-001950,Bst-1-003004,.,.,Cfle-7-002368,Chivh-2-006068,.,Cne-2-005241,.,Crub-2-000131,Csa-9-004685,Csa-7-004195,Csa-16-004031,Eche-4-000109,Esal-2-003110,.,.,.,.,.,,,
Aara-2-000074,Aare-2-000141,Aha-2-000150,Alsp-2-000154,Aru-a02-001923,Aru-b02-000111,Asu-1-004972,Asu-7-000146,Ath-1-005266,Bdiv-1-001951,.,Cen-6-000100,Cen-14-002682,Cfle-7-002367,Chivh-2-006067,Cla-5-02215,Cne-2-005238,Cpl-396-001177,Crub-2-000132,Csa-9-004683,Csa-7-004193,Csa-16-004030,Eche-4-000110,Esal-2-003109,Iind-1-003549,Mpe-14-000594,Mpyg-6-001954,Spar-2-000093,Tar-2-003079,,,
Aara-2-000072,Aare-2-000142,Aha-2-000151,Alsp-2-000155,.,.,Asu-1-004971,Asu-7-000147,Ath-1-005265,Bdiv-1-001952,Bst-1-003002,Cen-6-000101,Cen-14-002680,.,.,Cla-5-02214,Cne-2-005237,Cpl-396-001178,Crub-2-000133,Csa-9-004682,Csa-7-004192,Csa-16-004029,Eche-4-000111,Esal-2-003108,Iind-1-003548,Mpe-14-000593,Mpyg-6-001953,Spar-2-000094,Tar-2-003077,,,
Aara-2-000071,Aare-2-000143,Aha-2-000152,Alsp-2-000156,.,Aru-b02-000113,Asu-1-004970,Asu-7-000148,Ath-1-005264,Bdiv-1-001953,Bst-1-003001,Cen-6-000102,Cen-14-002679,.,Chivh-2-006065,Cla-5-02213,Cne-2-005236,Cpl-396-001179,Crub-2-000134,Csa-9-004681,Csa-7-004191,Csa-16-004028,Eche-4-000112,Esal-2-003107,Iind-1-003547,Mpe-14-000592,Mpyg-6-001952,.,Tar-2-003076,,,
.,Aare-2-000144,Aha-2-000153,Alsp-2-000157,.,.,Asu-1-004969,.,Ath-1-005263,Bdiv-1-001954,.,.,.,.,Chivh-2-006064,.,Cne-2-005235,.,Crub-2-000135,Csa-9-004680,Csa-7-004190,Csa-16-004027,Eche-4-000113,.,.,.,.,.,.,,,
Aara-2-000070,Aare-2-000145,Aha-2-000154,Alsp-2-000158,Aru-a02-001921,Aru-b02-000114,Asu-1-004968,Asu-7-000149,Ath-1-005262,Bdiv-1-001955,Bst-1-002999,Cen-6-000103,Cen-14-002678,Cfle-7-002364,Chivh-2-006063,Cla-5-02212,Cne-2-005234,Cpl-396-001180,Crub-2-000136,Csa-9-004679,Csa-7-004189,Csa-16-004026,Eche-4-000114,Esal-2-003106,Iind-1-003546,Mpe-14-000591,Mpyg-6-001951,Spar-2-000096,Tar-2-003075,,,
.,.,.,.,.,.,.,.,.,Bdiv-1-001956,Bst-1-002998,.,.,.,Chivh-2-006062,.,Cne-2-005233,.,Crub-2-000137,Csa-9-004678,Csa-7-004188,Csa-16-004025,.,.,.,.,.,.,.,,,
Aara-2-000069,Aare-2-000146,Aha-2-000155,Alsp-2-000159,Aru-a02-001920,Aru-b02-000115,Asu-1-004967,Asu-7-000150,Ath-1-005261,Bdiv-1-001960,Bst-1-002987,Cen-6-000104,Cen-14-002677,.,Chivh-2-006061,.,Cne-2-005232,Cpl-396-001181,Crub-2-000138,Csa-9-004677,Csa-7-004187,Csa-16-004024,Eche-4-000115,Esal-2-003105,Iind-1-003545,.,Mpyg-6-001950,Spar-2-000097,Tar-2-003073,,,
