ACBK1g00001,Tar-1-004059
ACBK1g00864,Tar-1-003285
ACBK1g00865,.
ACBK1g00866,Tar-1-003284
ACBK1g00867,Tar-1-003283
ACBK1g00868,Tar-1-003282
ACBK1g00869,.
ACBK1g00870,Tar-1-003281
ACBK1g00871,Tar-1-003280
ACBK1g00872,Tar-1-003279
ACBK1g00873,Tar-1-003278
ACBK1g00874,Tar-1-003277
ACBK1g00875,Tar-1-003276
ACBK1g00876,Tar-1-003275
ACBK1g00877,Tar-1-003273
ACBK1g00878,Tar-1-003272
ACBK1g00879,Tar-1-003271
ACBK1g00880,Tar-1-003269
ACBK1g00881,.
ACBK1g00882,Tar-1-003268
ACBK1g00883,Tar-1-003266
ACBK1g00884,Tar-1-003265
ACBK1g00885,Tar-1-003264
ACBK1g00886,Tar-1-003263
ACBK1g00887,Tar-1-003262
ACBK1g00888,.
ACBK1g00889,Tar-1-003261
ACBK1g00890,Tar-1-003260
ACBK1g00891,Tar-1-003259
ACBK1g00892,Tar-1-003257
ACBK1g00893,Tar-1-003256
ACBK1g00894,Tar-1-003255
ACBK1g00895,.
ACBK1g00896,Tar-1-003254
ACBK1g00897,.
ACBK1g00898,Tar-1-003253
ACBK1g00899,Tar-1-003252
ACBK1g00900,Tar-1-003251
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Tar-1-003250
ACBK1g00905,Tar-1-003249
ACBK1g00906,Tar-1-003248
ACBK1g00907,Tar-1-003247
ACBK1g00908,Tar-1-003246
ACBK1g00909,Tar-1-003245
ACBK1g00910,Tar-1-003244
ACBK1g00911,Tar-1-003242
ACBK1g00912,Tar-1-003241
ACBK1g00913,.
ACBK1g00914,Tar-1-003240
ACBK1g00915,.
ACBK1g00916,Tar-1-003238
ACBK1g00917,Tar-1-003237
ACBK1g00918,Tar-1-003234
ACBK1g00919,Tar-1-003233
ACBK1g00920,Tar-1-003232
ACBK1g00921,Tar-1-003231
ACBK1g00922,Tar-1-003230
ACBK1g00923,.
ACBK1g00924,Tar-1-003229
ACBK1g00925,Tar-1-003227
ACBK1g00926,.
ACBK1g00927,.
ACBK1g00928,Tar-1-003226
ACBK1g00929,Tar-1-003223
ACBK1g00930,Tar-1-003222
ACBK1g00931,Tar-1-003221
ACBK1g00932,.
ACBK1g00933,Tar-1-003220
ACBK1g00934,Tar-1-003219
ACBK1g00935,Tar-1-003216
ACBK1g00936,.
ACBK1g00937,.
ACBK1g00938,Tar-1-003214
ACBK1g00939,Tar-1-003213
ACBK1g00940,Tar-1-003212
ACBK1g00941,Tar-1-003211
ACBK1g00942,Tar-1-003210
ACBK1g00943,Tar-1-003209
ACBK1g00944,.
ACBK1g00945,Tar-1-003208
ACBK1g00946,.
ACBK1g00947,Tar-1-003207
ACBK1g00948,Tar-1-003206
ACBK1g00949,Tar-1-003204
ACBK1g00950,Tar-1-003203
ACBK1g00951,Tar-1-003201
ACBK1g00952,Tar-1-003200
ACBK1g00953,Tar-1-003198
ACBK1g00954,Tar-1-003197
ACBK1g00955,Tar-1-003195
ACBK1g00956,Tar-1-003194
ACBK1g00957,Tar-1-003193
ACBK1g00958,Tar-1-003192
ACBK1g00959,Tar-1-003191
ACBK1g00960,Tar-1-003190
ACBK1g00961,.
ACBK1g00962,Tar-1-003187
ACBK1g00963,Tar-1-003186
ACBK1g00964,Tar-1-003185
ACBK1g00965,Tar-1-003184
ACBK1g00966,.
ACBK1g00967,Tar-1-003183
ACBK1g00968,.
ACBK1g00969,Tar-1-003182
ACBK1g00970,Tar-1-003181
ACBK1g00971,.
ACBK1g00972,Tar-1-003179
ACBK1g00973,Tar-1-003177
ACBK1g00974,Tar-1-003176
ACBK1g00975,.
ACBK1g00976,Tar-1-003175
ACBK1g00977,Tar-1-003174
ACBK1g00978,Tar-1-003173
ACBK1g00979,.
ACBK1g00980,Tar-1-003172
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Tar-1-003171
ACBK1g00984,.
ACBK1g00985,Tar-1-003165
ACBK1g00986,Tar-1-003164
ACBK1g00987,Tar-1-003163
ACBK1g00988,.
ACBK1g00989,.
ACBK1g00990,.
ACBK1g00991,Tar-1-003158
ACBK1g00992,Tar-1-003157
ACBK1g00993,Tar-1-003156
ACBK1g00994,Tar-1-003155
ACBK1g00995,Tar-1-003154
ACBK1g00996,.
ACBK1g00997,Tar-1-003153
ACBK1g00998,Tar-1-003152
ACBK1g00999,.
ACBK1g01000,Tar-1-003151
ACBK1g01001,Tar-1-003147
ACBK1g01002,.
ACBK1g01003,Tar-1-003144
ACBK1g01004,Tar-1-003143
ACBK1g01005,.
ACBK1g01006,Tar-1-003142
ACBK1g01007,.
ACBK1g01008,Tar-1-003141
ACBK1g01009,Tar-1-003140
ACBK1g01010,Tar-1-003139
ACBK1g01011,.
ACBK1g01012,.
ACBK1g01013,Tar-1-003138
ACBK1g01014,Tar-1-003137
ACBK1g01015,Tar-1-003136
ACBK1g01016,Tar-1-003134
ACBK1g01017,Tar-1-003133
ACBK1g01018,Tar-1-003132
ACBK1g01019,Tar-1-003131
ACBK1g01020,Tar-1-003130
ACBK1g01021,.
ACBK1g01022,.
ACBK1g01023,Tar-1-003129
ACBK1g01024,Tar-1-003128
ACBK1g01025,Tar-1-003126
ACBK1g01026,Tar-1-003125
ACBK1g01027,Tar-1-003124
ACBK1g01028,.
ACBK1g01029,Tar-1-003121
ACBK1g01030,Tar-1-003119
ACBK1g01031,Tar-1-003118
ACBK1g01032,.
ACBK1g01033,Tar-1-003117
ACBK1g01034,Tar-1-003116
ACBK1g01035,Tar-1-003115
ACBK1g01036,Tar-1-003114
ACBK1g01037,Tar-1-003113
ACBK1g01038,Tar-1-003112
ACBK1g01039,Tar-1-003111
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,Tar-1-003110
ACBK1g01043,.
ACBK1g01044,Tar-1-003108
ACBK1g01045,Tar-1-003106
ACBK1g01046,Tar-1-003101
ACBK1g01047,.
ACBK1g01048,Tar-1-003099
ACBK1g01049,Tar-1-003098
ACBK1g01050,Tar-1-003097
ACBK1g01051,.
ACBK1g01052,.
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Tar-1-003096
ACBK1g01056,Tar-1-003095
ACBK1g01057,Tar-1-003094
ACBK1g01058,Tar-1-003093
ACBK1g01059,.
ACBK1g01060,Tar-1-003091
ACBK1g01061,.
ACBK1g01062,.
ACBK1g01063,Tar-1-003088
ACBK1g01064,Tar-1-003087
ACBK1g01065,Tar-1-003086
ACBK1g01066,Tar-1-003085
ACBK1g01067,.
ACBK1g01068,Tar-1-003084
ACBK1g01069,Tar-1-003083
ACBK1g01070,Tar-1-003082
ACBK1g01071,Tar-1-003081
ACBK1g01072,.
ACBK1g01073,Tar-1-003079
ACBK1g01074,Tar-1-003078
ACBK1g01075,.
ACBK1g01076,Tar-1-003077
ACBK1g01077,Tar-1-003076
ACBK1g01078,Tar-1-003074
ACBK1g01079,Tar-1-003073
ACBK1g01080,.
ACBK1g01081,Tar-1-003071
ACBK1g01082,Tar-1-003068
ACBK1g01083,Tar-1-003067
ACBK1g01084,Tar-1-003066
ACBK1g01085,Tar-1-003065
ACBK1g01086,Tar-1-003064
ACBK1g01087,Tar-1-003063
ACBK1g01088,Tar-1-003062
ACBK1g01089,Tar-1-003061
ACBK1g01090,Tar-1-003060
ACBK1g01091,Tar-1-003058
ACBK1g01092,Tar-1-003057
ACBK1g01093,Tar-1-003056
ACBK1g01094,Tar-1-003055
ACBK1g01095,Tar-1-003054
ACBK1g01096,Tar-1-003053
ACBK1g01097,Tar-1-003052
ACBK1g01098,Tar-1-003051
ACBK1g01099,Tar-1-003050
ACBK1g01100,.
ACBK1g01101,Tar-1-003049
ACBK1g01102,Tar-1-003048
ACBK1g01103,.
ACBK1g01104,Tar-1-003046
ACBK1g01105,Tar-1-003044
ACBK1g01106,.
ACBK1g01107,Tar-1-003043
ACBK1g01108,Tar-1-003042
ACBK1g01109,Tar-1-003041
ACBK1g01110,Tar-1-003040
ACBK1g01111,.
ACBK1g01112,.
ACBK1g01113,Tar-1-003034
ACBK1g01114,Tar-1-003033
ACBK1g01115,Tar-1-003032
ACBK1g01116,Tar-1-003031
ACBK1g01117,Tar-1-003030
ACBK1g01118,Tar-1-003029
ACBK1g01119,Tar-1-003028
ACBK1g01120,Tar-1-003027
ACBK1g01121,Tar-1-003026
ACBK1g01122,Tar-1-003025
ACBK1g01123,Tar-1-003024
ACBK1g01124,Tar-1-003023
ACBK1g01125,Tar-1-003022
ACBK1g01126,Tar-1-003021
ACBK1g01127,Tar-1-003020
ACBK1g01128,.
ACBK1g01129,Tar-1-003019
ACBK1g01130,.
ACBK1g01131,Tar-1-003018
ACBK1g01132,Tar-1-003017
ACBK1g01133,Tar-1-003016
ACBK1g01134,Tar-1-003015
ACBK1g01135,.
ACBK1g01136,Tar-1-003014
ACBK1g01137,Tar-1-003013
ACBK1g01138,.
ACBK1g01139,.
ACBK1g01140,.
ACBK1g01141,Tar-1-003012
ACBK1g01142,.
ACBK1g01143,Tar-1-003010
ACBK1g01144,Tar-1-003009
ACBK1g01145,.
ACBK1g01146,Tar-1-003008
ACBK1g01147,Tar-1-003007
ACBK1g01148,Tar-1-003006
ACBK1g01149,.
ACBK1g01150,Tar-1-003005
ACBK1g01151,Tar-1-003003
ACBK1g01152,Tar-1-003002
ACBK1g01153,Tar-1-003001
ACBK1g01154,.
ACBK1g01155,Tar-1-003000
ACBK1g01156,Tar-1-002999
ACBK1g01157,Tar-1-002995
ACBK1g01158,.
ACBK1g01159,Tar-1-002994
ACBK1g01160,Tar-1-002993
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,Tar-1-002992
ACBK1g01167,Tar-1-002991
ACBK1g01168,Tar-1-002990
ACBK1g01169,Tar-1-002989
ACBK1g01170,Tar-1-002988
ACBK1g01171,Tar-1-002987
ACBK1g01172,Tar-1-002986
ACBK1g01173,.
ACBK1g01174,.
ACBK1g01175,Tar-1-002985
ACBK1g01176,Tar-1-002984
ACBK1g01177,Tar-1-002983
ACBK1g01178,Tar-1-002981
ACBK1g01179,Tar-1-002980
ACBK1g01180,Tar-1-002979
ACBK1g01181,Tar-1-002978
ACBK1g01182,.
ACBK1g01183,.
ACBK1g01184,Tar-1-002977
ACBK1g01185,Tar-1-002976
ACBK1g01186,Tar-1-002975
ACBK1g01187,Tar-1-002974
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,Tar-1-002969
ACBK1g01191,.
ACBK1g01192,.
ACBK1g01193,.
ACBK1g01194,Tar-1-002968
ACBK1g01195,Tar-1-002967
ACBK1g01196,.
ACBK1g01197,Tar-1-002966
ACBK1g01198,Tar-1-002965
ACBK1g01199,.
ACBK1g01200,Tar-1-002964
ACBK1g01201,Tar-1-002963
ACBK1g01202,Tar-1-002962
ACBK1g01203,Tar-1-002961
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,Tar-1-002959
ACBK1g01207,Tar-1-002958
ACBK1g01208,Tar-1-002957
ACBK1g01209,.
ACBK1g01210,Tar-1-002956
ACBK1g01211,.
ACBK1g01212,Tar-1-002955
ACBK1g01213,.
ACBK1g01214,.
ACBK1g01215,Tar-1-002954
ACBK1g01216,Tar-1-002953
ACBK1g01217,Tar-1-002952
ACBK1g01218,.
ACBK1g01219,.
ACBK1g01220,Tar-1-002951
ACBK1g01221,Tar-1-002950
ACBK1g01222,Tar-1-002949
ACBK1g01223,Tar-1-002948
ACBK1g01224,Tar-1-002947
ACBK1g01225,Tar-1-002946
ACBK1g01226,Tar-1-002945
ACBK1g01227,Tar-1-002944
ACBK1g01228,Tar-1-002943
ACBK1g01229,.
ACBK1g01230,.
ACBK1g01231,Tar-1-002941
ACBK1g01232,Tar-1-002940
ACBK1g01233,Tar-1-002939
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,Tar-1-002934
ACBK1g01237,Tar-1-002933
ACBK1g01238,Tar-1-002931
ACBK1g01239,Tar-1-002930
ACBK1g01240,Tar-1-002929
ACBK1g01241,Tar-1-002928
ACBK1g01242,Tar-1-002927
ACBK1g01243,Tar-1-002925
ACBK1g01244,Tar-1-002922
ACBK1g01245,Tar-1-002921
ACBK1g01246,Tar-1-002920
ACBK1g01247,.
ACBK1g01248,Tar-1-002919
ACBK1g01249,Tar-1-002918
ACBK1g01250,Tar-1-002917
ACBK1g01251,.
ACBK1g01252,Tar-1-002916
ACBK1g01253,Tar-1-002915
ACBK1g01254,Tar-1-002914
ACBK1g01255,Tar-1-002913
ACBK1g01256,Tar-1-002912
ACBK1g01257,Tar-1-002910
ACBK1g01258,Tar-1-002909
ACBK1g01259,Tar-1-002908
ACBK1g01260,Tar-1-002907
ACBK1g01261,Tar-1-002906
ACBK1g01262,.
ACBK1g01263,Tar-1-002905
ACBK1g01264,Tar-1-002904
ACBK1g01265,Tar-1-002903
ACBK1g01266,.
ACBK1g01267,Tar-1-002902
ACBK1g01268,Tar-1-002901
ACBK1g01269,Tar-1-002900
ACBK1g01270,Tar-1-002899
ACBK1g01271,.
ACBK1g01272,Tar-1-002898
ACBK1g01273,Tar-1-002897
ACBK1g01274,Tar-1-002896
ACBK1g01275,Tar-1-002895
ACBK1g01276,Tar-1-002893
ACBK1g01277,Tar-1-002892
ACBK1g01278,.
ACBK1g01279,.
ACBK1g01280,Tar-1-002890
ACBK1g01281,Tar-1-002889
ACBK1g01282,Tar-1-002888
ACBK1g01283,Tar-1-002887
ACBK1g01284,Tar-1-002886
ACBK1g01285,Tar-1-002885
ACBK1g01286,.
ACBK1g01287,Tar-1-002881
ACBK1g01288,Tar-1-002880
ACBK1g01289,.
ACBK1g01290,Tar-1-002879
ACBK1g01291,.
ACBK1g01292,Tar-1-002878
ACBK1g01293,Tar-1-002877
ACBK1g01294,Tar-1-002876
ACBK1g01295,.
ACBK1g01296,Tar-1-002875
ACBK1g01297,Tar-1-002874
ACBK1g01298,Tar-1-002869
ACBK1g01299,Tar-1-002868
ACBK1g01300,.
ACBK1g01301,Tar-1-002867
ACBK1g01302,Tar-1-002866
ACBK1g01303,Tar-1-002865
ACBK1g01304,Tar-1-002864
ACBK1g01305,Tar-1-002862
ACBK1g01306,Tar-1-002861
ACBK1g01307,Tar-1-002860
ACBK1g01308,.
ACBK1g01309,Tar-1-002859
ACBK1g01310,.
ACBK1g01311,Tar-1-002858
ACBK1g01312,Tar-1-002857
ACBK1g01313,Tar-1-002856
ACBK1g01314,Tar-1-002849
ACBK1g01315,Tar-1-002850
ACBK1g01316,Tar-1-002851
ACBK1g01317,Tar-1-002852
ACBK1g01318,Tar-1-002853
ACBK1g01319,Tar-1-002855
ACBK1g01320,Tar-1-002847
ACBK1g01321,.
ACBK1g01322,Tar-1-002846
ACBK1g01323,Tar-1-002845
ACBK1g01324,Tar-1-002844
ACBK1g01325,.
ACBK1g01326,Tar-1-002843
ACBK1g01327,.
ACBK1g01328,Tar-1-002842
ACBK1g01329,.
ACBK1g01330,Tar-1-002841
ACBK1g01331,Tar-1-002839
ACBK1g01332,Tar-1-002838
ACBK1g01333,.
ACBK1g01334,Tar-1-002835
ACBK1g01335,Tar-1-002834
ACBK1g01336,Tar-1-002833
ACBK1g01337,Tar-1-002832
ACBK1g01338,Tar-1-002829
ACBK1g01339,Tar-1-002828
ACBK1g01340,Tar-1-002827
ACBK1g01341,Tar-1-002826
ACBK1g01342,Tar-1-002825
ACBK1g01343,Tar-1-002824
ACBK1g01344,Tar-1-002823
ACBK1g01345,Tar-1-002822
ACBK1g01346,Tar-1-002819
ACBK1g01347,Tar-1-002818
ACBK1g01348,Tar-1-002817
ACBK1g01349,Tar-1-002815
ACBK1g01350,.
ACBK1g01351,Tar-1-002813
ACBK1g01352,Tar-1-002811
ACBK1g01353,Tar-1-002810
ACBK1g01354,Tar-1-002809
ACBK1g01355,Tar-1-002807
ACBK1g01356,Tar-1-002806
ACBK1g01357,.
ACBK1g01358,Tar-1-002805
ACBK1g01359,Tar-1-002804
ACBK1g01360,.
ACBK1g01361,Tar-1-002802
ACBK1g01362,.
ACBK1g01363,Tar-1-002801
ACBK1g01364,.
ACBK1g01365,Tar-1-002800
ACBK1g01366,.
ACBK1g01367,Tar-1-002799
ACBK1g01368,Tar-1-002797
ACBK1g01369,Tar-1-002796
ACBK1g01370,Tar-1-002795
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Tar-1-002793
ACBK1g01374,Tar-1-002791
ACBK1g01375,.
ACBK1g01376,Tar-1-002790
ACBK1g01377,Tar-1-002789
ACBK1g01378,Tar-1-002788
ACBK1g01379,Tar-1-002786
ACBK1g01380,Tar-1-002785
ACBK1g01381,Tar-1-002784
ACBK1g01382,Tar-1-002783
ACBK1g01383,Tar-1-002782
ACBK1g01384,.
ACBK1g01385,Tar-1-002781
ACBK1g01386,Tar-1-002780
ACBK1g01387,Tar-1-002779
ACBK1g01388,Tar-1-002778
ACBK1g01389,.
ACBK1g01390,Tar-1-002777
ACBK1g01391,Tar-1-002776
ACBK1g01392,Tar-1-002775
ACBK1g01393,Tar-1-002773
ACBK1g01394,Tar-1-002772
ACBK1g01395,Tar-1-002769
ACBK1g01396,Tar-1-002768
ACBK1g01397,Tar-1-002767
ACBK1g01398,Tar-1-002766
ACBK1g01399,.
ACBK1g01400,Tar-1-002765
ACBK1g01401,Tar-1-002764
ACBK1g01402,Tar-1-002763
ACBK1g01403,Tar-1-002762
ACBK1g01404,Tar-1-002761
ACBK1g01405,.
ACBK1g01406,Tar-1-002760
ACBK1g01407,Tar-1-002759
ACBK1g01408,Tar-1-002758
ACBK1g01409,Tar-1-002757
ACBK1g01410,Tar-1-002756
ACBK1g01411,Tar-1-002754
ACBK1g01412,Tar-1-002753
ACBK1g01413,Tar-1-002752
ACBK1g01414,Tar-1-002751
ACBK1g01415,Tar-1-002750
ACBK1g01416,Tar-1-002749
ACBK1g01417,.
ACBK1g01418,Tar-1-002746
ACBK1g01419,.
ACBK1g01420,Tar-1-002745
ACBK1g01421,Tar-1-002744
ACBK1g01422,Tar-1-002743
ACBK1g01423,Tar-1-002742
ACBK1g01424,Tar-1-002741
ACBK1g01425,Tar-1-002739
ACBK1g01426,Tar-1-002738
ACBK1g01427,Tar-1-002737
ACBK1g01428,.
ACBK1g01429,Tar-1-002736
ACBK1g01430,Tar-1-002732
ACBK1g01431,Tar-1-002731
ACBK1g01432,Tar-1-002730
ACBK1g01433,Tar-1-002729
ACBK1g01434,Tar-1-002728
ACBK1g01435,.
ACBK1g01436,Tar-1-002727
ACBK1g01437,Tar-1-002726
ACBK1g01438,Tar-1-002725
ACBK1g01439,Tar-1-002724
ACBK1g01440,Tar-1-002723
ACBK1g01441,Tar-1-002722
ACBK1g01442,Tar-1-002721
ACBK1g01443,Tar-1-002720
ACBK1g01444,Tar-1-002718
ACBK1g01445,.
ACBK1g01446,Tar-1-002717
ACBK1g01447,Tar-1-002716
ACBK1g01448,.
ACBK1g01449,Tar-1-002714
ACBK1g01450,Tar-1-002713
ACBK1g01451,Tar-1-002712
ACBK1g01452,Tar-1-002711
ACBK1g01453,.
ACBK1g01454,Tar-1-002710
ACBK1g01455,Tar-1-002709
ACBK1g01456,Tar-1-002708
ACBK1g01457,Tar-1-002707
ACBK1g01458,.
ACBK1g01459,Tar-1-002705
ACBK1g01460,Tar-1-002704
ACBK1g01461,.
ACBK1g01462,Tar-1-002702
ACBK1g01463,.
ACBK1g01464,Tar-1-002700
ACBK1g01465,Tar-1-002699
ACBK1g01466,Tar-1-002698
ACBK1g01467,Tar-1-002697
ACBK1g01468,Tar-1-002696
ACBK1g01469,Tar-1-002695
ACBK1g01470,Tar-1-002694
ACBK1g01471,.
ACBK1g01472,Tar-1-002693
ACBK1g01473,Tar-1-002692
ACBK1g01474,Tar-1-002691
ACBK1g01475,Tar-1-002690
ACBK1g01476,Tar-1-002689
ACBK1g01477,Tar-1-002688
ACBK1g01478,Tar-1-002687
ACBK1g01479,.
ACBK1g01480,.
ACBK1g01481,.
ACBK1g01482,.
ACBK1g01483,.
ACBK1g01484,.
ACBK1g01485,.
ACBK1g01486,Tar-1-002686
ACBK1g01487,Tar-1-002685
ACBK1g01488,Tar-1-002684
ACBK1g01489,Tar-1-002683
ACBK1g01490,Tar-1-002682
ACBK1g01491,.
ACBK1g01492,Tar-1-002681
ACBK1g01493,Tar-1-002680
ACBK1g01494,Tar-1-002679
ACBK1g01495,.
ACBK1g01496,Tar-1-002678
ACBK1g01497,.
ACBK1g01498,Tar-1-002677
ACBK1g01499,.
ACBK1g01500,Tar-1-002676
ACBK1g01501,Tar-1-002674
ACBK1g01502,Tar-1-002673
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,.
ACBK1g01506,Tar-1-002671
ACBK1g01507,Tar-1-002670
ACBK1g01508,Tar-1-002669
ACBK1g01509,Tar-1-002668
ACBK1g01510,Tar-1-002667
ACBK1g01511,Tar-1-002663
ACBK1g01512,Tar-1-002662
ACBK1g01513,Tar-1-002661
ACBK1g01514,Tar-1-002660
ACBK1g01515,Tar-1-002659
ACBK1g01516,Tar-1-002658
ACBK1g01517,Tar-1-002657
ACBK1g01518,Tar-1-002656
ACBK1g01519,Tar-1-002655
ACBK1g01520,.
ACBK1g01521,Tar-1-002654
ACBK1g01522,Tar-1-002653
ACBK1g01523,Tar-1-002652
ACBK1g01524,Tar-1-002651
ACBK1g01525,Tar-1-002650
ACBK1g01526,Tar-1-002649
ACBK1g01527,Tar-1-002648
ACBK1g01528,Tar-1-002647
ACBK1g01529,.
ACBK1g01530,Tar-1-002645
ACBK1g01531,Tar-1-002644
ACBK1g01532,Tar-1-002642
ACBK1g01533,.
ACBK1g01534,Tar-1-002641
ACBK1g01535,Tar-1-002640
ACBK1g01536,Tar-1-002639
ACBK1g01537,.
ACBK1g01538,Tar-1-002638
ACBK1g01539,Tar-1-002636
ACBK1g01540,Tar-1-002635
ACBK1g01541,Tar-1-002634
ACBK1g01542,Tar-1-002633
ACBK1g01543,Tar-1-002632
ACBK1g01544,.
ACBK1g01545,Tar-1-002631
ACBK1g01546,Tar-1-002630
ACBK1g01547,Tar-1-002629
ACBK1g01548,Tar-1-002628
ACBK1g01549,Tar-1-002627
ACBK1g01550,.
ACBK1g01551,Tar-1-002626
ACBK1g01552,Tar-1-002625
ACBK1g01553,.
ACBK1g01554,Tar-1-002624
ACBK1g01555,Tar-1-002623
ACBK1g01556,Tar-1-002622
ACBK1g01557,Tar-1-002621
ACBK1g01558,.
ACBK1g01559,Tar-1-002619
ACBK1g01560,.
ACBK1g01561,Tar-1-002618
ACBK1g01562,.
ACBK1g01563,.
ACBK1g01564,Tar-1-002616
ACBK1g01565,Tar-1-002615
ACBK1g01566,Tar-1-002614
ACBK1g01567,.
ACBK1g01568,Tar-1-002612
ACBK1g01569,Tar-1-002610
ACBK1g01570,Tar-1-002609
ACBK1g01571,Tar-1-002608
ACBK1g01572,Tar-1-002607
ACBK1g01573,Tar-1-002606
ACBK1g01574,Tar-1-002605
ACBK1g01575,Tar-1-002604
ACBK1g01576,Tar-1-002603
ACBK1g01577,.
ACBK1g01578,Tar-1-002602
ACBK1g01579,.
ACBK1g01580,.
ACBK1g01581,.
ACBK1g01582,Tar-1-002599
ACBK1g01583,Tar-1-002598
ACBK1g01584,Tar-1-002597
ACBK1g01585,.
ACBK1g01586,Tar-1-002595
ACBK1g01587,Tar-1-002594
ACBK1g01588,Tar-1-002593
ACBK1g01589,.
ACBK1g01590,Tar-1-002592
ACBK1g01591,Tar-1-002591
ACBK1g01592,Tar-1-002590
ACBK1g01593,Tar-1-002589
ACBK1g01594,Tar-1-002588
ACBK1g01595,Tar-1-002587
ACBK1g01596,Tar-1-002586
ACBK1g01597,Tar-1-002584
ACBK1g01598,Tar-1-002583
ACBK1g01599,Tar-1-002582
ACBK1g01600,Tar-1-002580
ACBK1g01601,Tar-1-002579
ACBK1g01602,Tar-1-002577
ACBK1g01603,Tar-1-002576
ACBK1g01604,Tar-1-002575
ACBK1g01605,Tar-1-002571
ACBK1g01606,.
ACBK1g01607,Tar-1-002570
ACBK1g01608,Tar-1-002569
ACBK1g01609,Tar-1-002568
ACBK1g01610,Tar-1-002567
ACBK1g01611,Tar-1-002566
ACBK1g01612,Tar-1-002564
ACBK1g01613,Tar-1-002563
ACBK1g01614,.
ACBK1g01615,.
ACBK1g01616,Tar-1-002562
ACBK1g01617,Tar-1-002561
ACBK1g01618,Tar-1-002560
ACBK1g01619,Tar-1-002559
ACBK1g01620,.
ACBK1g01621,.
ACBK1g01622,Tar-1-002556
ACBK1g01623,Tar-1-002554
ACBK1g01624,Tar-1-002553
ACBK1g01625,Tar-1-002552
ACBK1g01626,Tar-1-002551
ACBK1g01627,Tar-1-002550
ACBK1g01628,Tar-1-002549
ACBK1g01629,Tar-1-002548
ACBK1g01630,Tar-1-002547
ACBK1g01631,.
ACBK1g01632,.
ACBK1g01633,Tar-1-002545
ACBK1g01634,Tar-1-002544
ACBK1g01635,Tar-1-002543
ACBK1g01636,Tar-1-002542
ACBK1g01637,Tar-1-002541
ACBK1g01638,Tar-1-002540
ACBK1g01639,Tar-1-002539
ACBK1g01640,Tar-1-002538
ACBK1g01641,Tar-1-002537
ACBK1g01642,Tar-1-002536
ACBK1g01643,Tar-1-002535
ACBK1g01644,.
ACBK1g01645,Tar-1-002534
ACBK1g01646,Tar-1-002533
ACBK1g01647,Tar-1-002531
ACBK1g01648,Tar-1-002530
ACBK1g01649,Tar-1-002528
ACBK1g01650,Tar-1-002527
ACBK1g01651,Tar-1-002526
ACBK1g01652,Tar-1-002525
ACBK1g01653,Tar-1-002524
ACBK1g01654,Tar-1-002523
ACBK1g01655,Tar-1-002522
ACBK1g01656,Tar-1-002521
ACBK1g01657,.
ACBK1g01658,Tar-1-002519
ACBK1g01659,Tar-1-002518
ACBK1g01660,Tar-1-002517
ACBK1g01661,Tar-1-002515
ACBK1g01662,Tar-1-002514
ACBK1g01663,Tar-1-002513
ACBK1g01664,Tar-1-002512
ACBK1g01665,Tar-1-002511
ACBK1g01666,Tar-1-002510
ACBK1g01667,Tar-1-002509
ACBK1g01668,Tar-1-002508
ACBK1g01669,Tar-1-002506
ACBK1g01670,Tar-1-002505
ACBK1g01671,Tar-1-002504
ACBK1g01672,Tar-1-002503
ACBK1g01673,Tar-1-002502
ACBK1g01674,Tar-1-002501
ACBK1g01675,Tar-1-002500
ACBK1g01676,Tar-1-002498
ACBK1g01677,Tar-1-002497
ACBK1g01678,Tar-1-002495
ACBK1g01679,Tar-1-002494
ACBK1g01680,.
ACBK1g01681,Tar-1-002492
ACBK1g01682,Tar-1-002491
ACBK1g01683,Tar-1-002490
ACBK1g01684,.
ACBK1g01685,Tar-1-002489
ACBK1g01686,Tar-1-002488
ACBK1g01687,.
ACBK1g01688,.
ACBK1g01689,Tar-1-002487
ACBK1g01690,Tar-1-002486
ACBK1g01691,Tar-1-002485
ACBK1g01692,.
ACBK1g01693,Tar-1-002484
ACBK1g01694,Tar-1-002483
ACBK1g01695,Tar-1-002482
ACBK1g01696,Tar-1-002481
ACBK1g01697,.
ACBK1g01698,Tar-1-002480
ACBK1g01699,Tar-1-002479
ACBK1g01700,Tar-1-002478
ACBK1g01701,Tar-1-002477
ACBK1g01702,Tar-1-002476
ACBK1g01703,Tar-1-002475
ACBK1g01704,Tar-1-002474
ACBK1g01705,Tar-1-002473
ACBK1g01706,Tar-1-002472
ACBK1g01707,Tar-1-002470
ACBK1g01708,Tar-1-002469
ACBK1g01709,Tar-1-002468
ACBK1g01710,Tar-1-002466
ACBK1g01711,Tar-1-002465
ACBK1g01712,Tar-1-002464
ACBK1g01713,Tar-1-002463
ACBK1g01714,.
