ACBK1g00001,Iind-3-000007
ACBK1g00867,Iind-3-000790
ACBK1g00868,Iind-3-000791
ACBK1g00869,Iind-3-000792
ACBK1g00870,Iind-3-000793
ACBK1g00871,Iind-3-000794
ACBK1g00872,Iind-3-000795
ACBK1g00873,Iind-3-000798
ACBK1g00874,Iind-3-000799
ACBK1g00875,Iind-3-000800
ACBK1g00876,Iind-3-000801
ACBK1g00877,Iind-3-000802
ACBK1g00878,.
ACBK1g00879,Iind-3-000803
ACBK1g00880,Iind-3-000804
ACBK1g00881,.
ACBK1g00882,Iind-3-000805
ACBK1g00883,Iind-3-000807
ACBK1g00884,Iind-3-000808
ACBK1g00885,Iind-3-000809
ACBK1g00886,Iind-3-000810
ACBK1g00887,Iind-3-000811
ACBK1g00888,Iind-3-000812
ACBK1g00889,Iind-3-000813
ACBK1g00890,.
ACBK1g00891,Iind-3-000814
ACBK1g00892,Iind-3-000815
ACBK1g00893,Iind-3-000817
ACBK1g00894,Iind-3-000818
ACBK1g00895,Iind-3-000819
ACBK1g00896,Iind-3-000820
ACBK1g00897,.
ACBK1g00898,Iind-3-000821
ACBK1g00899,Iind-3-000822
ACBK1g00900,Iind-3-000823
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Iind-3-000824
ACBK1g00905,Iind-3-000825
ACBK1g00906,Iind-3-000826
ACBK1g00907,Iind-3-000827
ACBK1g00908,Iind-3-000829
ACBK1g00909,Iind-3-000830
ACBK1g00910,.
ACBK1g00911,Iind-3-000832
ACBK1g00912,Iind-3-000833
ACBK1g00913,Iind-3-000834
ACBK1g00914,Iind-3-000835
ACBK1g00915,.
ACBK1g00916,Iind-3-000839
ACBK1g00917,Iind-3-000840
ACBK1g00918,Iind-3-000841
ACBK1g00919,.
ACBK1g00920,Iind-3-000842
ACBK1g00921,Iind-3-000843
ACBK1g00922,Iind-3-000844
ACBK1g00923,.
ACBK1g00924,Iind-3-000845
ACBK1g00925,Iind-3-000847
ACBK1g00926,.
ACBK1g00927,.
ACBK1g00928,Iind-3-000849
ACBK1g00929,Iind-3-000850
ACBK1g00930,Iind-3-000851
ACBK1g00931,Iind-3-000852
ACBK1g00932,.
ACBK1g00933,.
ACBK1g00934,.
ACBK1g00935,Iind-3-000853
ACBK1g00936,Iind-3-000855
ACBK1g00937,.
ACBK1g00938,.
ACBK1g00939,Iind-3-000857
ACBK1g00940,Iind-3-000858
ACBK1g00941,Iind-3-000859
ACBK1g00942,Iind-3-000861
ACBK1g00943,Iind-3-000862
ACBK1g00944,.
ACBK1g00945,Iind-3-000863
ACBK1g00946,Iind-3-000864
ACBK1g00947,Iind-3-000865
ACBK1g00948,.
ACBK1g00949,Iind-3-000867
ACBK1g00950,Iind-3-000868
ACBK1g00951,Iind-3-000870
ACBK1g00952,Iind-3-000872
ACBK1g00953,Iind-3-000873
ACBK1g00954,Iind-3-000874
ACBK1g00955,Iind-3-000877
ACBK1g00956,Iind-3-000878
ACBK1g00957,Iind-3-000879
ACBK1g00958,Iind-3-000880
ACBK1g00959,Iind-3-000881
ACBK1g00960,Iind-3-000882
ACBK1g00961,Iind-3-000883
ACBK1g00962,Iind-3-000884
ACBK1g00963,Iind-3-000885
ACBK1g00964,.
ACBK1g00965,Iind-3-000886
ACBK1g00966,.
ACBK1g00967,Iind-3-000887
ACBK1g00968,Iind-3-000888
ACBK1g00969,Iind-3-000889
ACBK1g00970,Iind-3-000890
ACBK1g00971,Iind-3-000891
ACBK1g00972,.
ACBK1g00973,Iind-3-000893
ACBK1g00974,Iind-3-000894
ACBK1g00975,.
ACBK1g00976,Iind-3-000895
ACBK1g00977,Iind-3-000896
ACBK1g00978,Iind-3-000897
ACBK1g00979,.
ACBK1g00980,Iind-3-000902
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Iind-3-000903
ACBK1g00984,.
ACBK1g00985,Iind-3-000904
ACBK1g00986,Iind-3-000905
ACBK1g00987,Iind-3-000906
ACBK1g00988,.
ACBK1g00989,.
ACBK1g00990,.
ACBK1g00991,Iind-3-000907
ACBK1g00992,Iind-3-000908
ACBK1g00993,Iind-3-000909
ACBK1g00994,Iind-3-000910
ACBK1g00995,Iind-3-000911
ACBK1g00996,.
ACBK1g00997,Iind-3-000913
ACBK1g00998,Iind-3-000914
ACBK1g00999,Iind-3-000915
ACBK1g01000,Iind-3-000916
ACBK1g01001,Iind-3-000918
ACBK1g01002,.
ACBK1g01003,Iind-3-000921
ACBK1g01004,Iind-3-000922
ACBK1g01005,.
ACBK1g01006,Iind-3-000923
ACBK1g01007,.
ACBK1g01008,Iind-3-000925
ACBK1g01009,.
ACBK1g01010,Iind-3-000926
ACBK1g01011,.
ACBK1g01012,.
ACBK1g01013,Iind-3-000927
ACBK1g01014,Iind-3-000928
ACBK1g01015,Iind-3-000929
ACBK1g01016,Iind-3-000930
ACBK1g01017,Iind-3-000931
ACBK1g01018,Iind-3-000932
ACBK1g01019,Iind-3-000933
ACBK1g01020,Iind-3-000934
ACBK1g01021,.
ACBK1g01022,.
ACBK1g01023,.
ACBK1g01024,.
ACBK1g01025,Iind-3-000935
ACBK1g01026,.
ACBK1g01027,.
ACBK1g01028,.
ACBK1g01029,Iind-3-000936
ACBK1g01030,Iind-3-000937
ACBK1g01031,Iind-3-000938
ACBK1g01032,.
ACBK1g01033,Iind-3-000939
ACBK1g01034,Iind-3-000940
ACBK1g01035,Iind-3-000941
ACBK1g01036,Iind-3-000942
ACBK1g01037,Iind-3-000943
ACBK1g01038,Iind-3-000944
ACBK1g01039,Iind-3-000945
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,.
ACBK1g01043,.
ACBK1g01044,Iind-3-000946
ACBK1g01045,.
ACBK1g01046,Iind-3-000947
ACBK1g01047,.
ACBK1g01048,.
ACBK1g01049,.
ACBK1g01050,Iind-3-000948
ACBK1g01051,.
ACBK1g01052,Iind-3-000951
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Iind-3-000952
ACBK1g01056,Iind-3-000953
ACBK1g01057,Iind-3-000954
ACBK1g01058,Iind-3-000958
ACBK1g01059,Iind-3-000960
ACBK1g01060,Iind-3-000961
ACBK1g01061,.
ACBK1g01062,Iind-3-000963
ACBK1g01063,Iind-3-000964
ACBK1g01064,Iind-3-000965
ACBK1g01065,Iind-3-000966
ACBK1g01066,.
ACBK1g01067,.
ACBK1g01068,Iind-3-000967
ACBK1g01069,Iind-3-000968
ACBK1g01070,Iind-3-000969
ACBK1g01071,Iind-3-000970
ACBK1g01072,Iind-3-000971
ACBK1g01073,.
ACBK1g01074,Iind-3-000972
ACBK1g01075,.
ACBK1g01076,Iind-3-000973
ACBK1g01077,Iind-3-000974
ACBK1g01078,Iind-3-000975
ACBK1g01079,.
ACBK1g01080,.
ACBK1g01081,Iind-3-000978
ACBK1g01082,Iind-3-000979
ACBK1g01083,Iind-3-000980
ACBK1g01084,Iind-3-000981
ACBK1g01085,Iind-3-000984
ACBK1g01086,Iind-3-000985
ACBK1g01087,Iind-3-000986
ACBK1g01088,Iind-3-000987
ACBK1g01089,Iind-3-000988
ACBK1g01090,Iind-3-000989
ACBK1g01091,.
ACBK1g01092,Iind-3-000991
ACBK1g01093,Iind-3-000992
ACBK1g01094,Iind-3-000993
ACBK1g01095,.
ACBK1g01096,Iind-3-000994
ACBK1g01097,Iind-3-000995
ACBK1g01098,Iind-3-000996
ACBK1g01099,Iind-3-000997
ACBK1g01100,Iind-3-000998
ACBK1g01101,Iind-3-000999
ACBK1g01102,Iind-3-001000
ACBK1g01103,.
ACBK1g01104,Iind-3-001001
ACBK1g01105,Iind-3-001003
ACBK1g01106,.
ACBK1g01107,.
ACBK1g01108,Iind-3-001007
ACBK1g01109,Iind-3-001008
ACBK1g01110,Iind-3-001009
ACBK1g01111,.
ACBK1g01112,.
ACBK1g01113,Iind-3-001012
ACBK1g01114,Iind-3-001013
ACBK1g01115,.
ACBK1g01116,Iind-3-001014
ACBK1g01117,Iind-3-001015
ACBK1g01118,Iind-3-001016
ACBK1g01119,Iind-3-001017
ACBK1g01120,Iind-3-001018
ACBK1g01121,.
ACBK1g01122,Iind-3-001019
ACBK1g01123,Iind-3-001020
ACBK1g01124,Iind-3-001021
ACBK1g01125,Iind-3-001022
ACBK1g01126,Iind-3-001023
ACBK1g01127,Iind-3-001024
ACBK1g01128,.
ACBK1g01129,Iind-3-001025
ACBK1g01130,.
ACBK1g01131,Iind-3-001028
ACBK1g01132,.
ACBK1g01133,Iind-3-001029
ACBK1g01134,Iind-3-001031
ACBK1g01135,.
ACBK1g01136,Iind-3-001032
ACBK1g01137,.
ACBK1g01138,.
ACBK1g01139,.
ACBK1g01140,.
ACBK1g01141,Iind-3-001033
ACBK1g01142,.
ACBK1g01143,Iind-3-001034
ACBK1g01144,Iind-3-001035
ACBK1g01145,Iind-3-001036
ACBK1g01146,Iind-3-001037
ACBK1g01147,.
ACBK1g01148,Iind-3-001039
ACBK1g01149,Iind-3-001040
ACBK1g01150,Iind-3-001041
ACBK1g01151,Iind-3-001044
ACBK1g01152,Iind-3-001045
ACBK1g01153,Iind-3-001046
ACBK1g01154,.
ACBK1g01155,Iind-3-001047
ACBK1g01156,Iind-3-001048
ACBK1g01157,Iind-3-001050
ACBK1g01158,.
ACBK1g01159,Iind-3-001051
ACBK1g01160,Iind-3-001052
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,Iind-3-001053
ACBK1g01167,Iind-3-001054
ACBK1g01168,Iind-3-001055
ACBK1g01169,Iind-3-001056
ACBK1g01170,Iind-3-001058
ACBK1g01171,Iind-3-001059
ACBK1g01172,Iind-3-001060
ACBK1g01173,Iind-3-001062
ACBK1g01174,Iind-3-001063
ACBK1g01175,.
ACBK1g01176,Iind-3-001064
ACBK1g01177,.
ACBK1g01178,Iind-3-001068
ACBK1g01179,Iind-3-001069
ACBK1g01180,Iind-3-001070
ACBK1g01181,Iind-3-001071
ACBK1g01182,.
ACBK1g01183,.
ACBK1g01184,Iind-3-001072
ACBK1g01185,Iind-3-001073
ACBK1g01186,Iind-3-001074
ACBK1g01187,.
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,Iind-3-001075
ACBK1g01191,.
ACBK1g01192,Iind-3-001077
ACBK1g01193,.
ACBK1g01194,Iind-3-001078
ACBK1g01195,Iind-3-001079
ACBK1g01196,.
ACBK1g01197,Iind-3-001080
ACBK1g01198,.
ACBK1g01199,.
ACBK1g01200,Iind-3-001081
ACBK1g01201,Iind-3-001082
ACBK1g01202,Iind-3-001083
ACBK1g01203,.
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,Iind-3-001085
ACBK1g01207,Iind-3-001086
ACBK1g01208,Iind-3-001087
ACBK1g01209,.
ACBK1g01210,Iind-3-001088
ACBK1g01211,.
ACBK1g01212,Iind-3-001089
ACBK1g01213,.
ACBK1g01214,.
ACBK1g01215,Iind-3-001090
ACBK1g01216,.
ACBK1g01217,Iind-3-001091
ACBK1g01218,Iind-3-001092
ACBK1g01219,Iind-3-001093
ACBK1g01220,Iind-3-001094
ACBK1g01221,Iind-3-001095
ACBK1g01222,Iind-3-001096
ACBK1g01223,Iind-3-001097
ACBK1g01224,Iind-3-001098
ACBK1g01225,Iind-3-001099
ACBK1g01226,.
ACBK1g01227,Iind-3-001100
ACBK1g01228,Iind-3-001101
ACBK1g01229,.
ACBK1g01230,Iind-3-001103
ACBK1g01231,Iind-3-001104
ACBK1g01232,Iind-3-001105
ACBK1g01233,.
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,Iind-3-001111
ACBK1g01237,Iind-3-001112
ACBK1g01238,Iind-3-001113
ACBK1g01239,Iind-3-001115
ACBK1g01240,Iind-3-001116
ACBK1g01241,Iind-3-001117
ACBK1g01242,Iind-3-001120
ACBK1g01243,Iind-3-001121
ACBK1g01244,Iind-3-001124
ACBK1g01245,Iind-3-001125
ACBK1g01246,Iind-3-001126
ACBK1g01247,.
ACBK1g01248,.
ACBK1g01249,Iind-3-001127
ACBK1g01250,Iind-3-001128
ACBK1g01251,Iind-3-001129
ACBK1g01252,Iind-3-001130
ACBK1g01253,Iind-3-001131
ACBK1g01254,Iind-3-001132
ACBK1g01255,Iind-3-001133
ACBK1g01256,.
ACBK1g01257,Iind-3-001134
ACBK1g01258,Iind-3-001135
ACBK1g01259,Iind-3-001136
ACBK1g01260,Iind-3-001138
ACBK1g01261,Iind-3-001139
ACBK1g01262,.
ACBK1g01263,Iind-3-001140
ACBK1g01264,Iind-3-001141
ACBK1g01265,Iind-3-001142
ACBK1g01266,.
ACBK1g01267,Iind-3-001143
ACBK1g01268,Iind-3-001144
ACBK1g01269,Iind-3-001145
ACBK1g01270,Iind-3-001147
ACBK1g01271,Iind-3-001148
ACBK1g01272,Iind-3-001149
ACBK1g01273,.
ACBK1g01274,Iind-3-001151
ACBK1g01275,Iind-3-001152
ACBK1g01276,.
ACBK1g01277,Iind-3-001154
ACBK1g01278,.
ACBK1g01279,.
ACBK1g01280,.
ACBK1g01281,.
ACBK1g01282,Iind-3-001155
ACBK1g01283,.
ACBK1g01284,Iind-3-001157
ACBK1g01285,Iind-3-001158
ACBK1g01286,Iind-3-001159
ACBK1g01287,Iind-3-001160
ACBK1g01288,Iind-3-001162
ACBK1g01289,Iind-3-001164
ACBK1g01290,Iind-3-001165
ACBK1g01291,.
ACBK1g01292,Iind-3-001166
ACBK1g01293,.
ACBK1g01294,Iind-3-001167
ACBK1g01295,.
ACBK1g01296,Iind-3-001168
ACBK1g01297,Iind-3-001169
ACBK1g01298,Iind-3-001171
ACBK1g01299,Iind-3-001173
ACBK1g01300,.
ACBK1g01301,Iind-3-001174
ACBK1g01302,Iind-3-001175
ACBK1g01303,Iind-3-001176
ACBK1g01304,Iind-3-001177
ACBK1g01305,Iind-3-001178
ACBK1g01306,Iind-3-001179
ACBK1g01307,Iind-3-001180
ACBK1g01308,Iind-3-001181
ACBK1g01309,Iind-3-001182
ACBK1g01310,Iind-3-001183
ACBK1g01311,Iind-3-001184
ACBK1g01312,Iind-3-001185
ACBK1g01313,Iind-3-001186
ACBK1g01314,Iind-3-001188
ACBK1g01315,Iind-3-001189
ACBK1g01316,Iind-3-001190
ACBK1g01317,Iind-3-001191
ACBK1g01318,Iind-3-001192
ACBK1g01319,Iind-3-001193
ACBK1g01320,Iind-3-001195
ACBK1g01321,.
ACBK1g01322,Iind-3-001197
ACBK1g01323,Iind-3-001198
ACBK1g01324,Iind-3-001199
ACBK1g01325,Iind-3-001200
ACBK1g01326,Iind-3-001201
ACBK1g01327,Iind-3-001202
ACBK1g01328,Iind-3-001203
ACBK1g01329,Iind-3-001204
ACBK1g01330,Iind-3-001205
ACBK1g01331,Iind-3-001206
ACBK1g01332,Iind-3-001207
ACBK1g01333,.
ACBK1g01334,Iind-3-001208
ACBK1g01335,.
ACBK1g01336,Iind-3-001209
ACBK1g01337,Iind-3-001210
ACBK1g01338,Iind-3-001212
ACBK1g01339,Iind-3-001213
ACBK1g01340,Iind-3-001214
ACBK1g01341,Iind-3-001215
ACBK1g01342,Iind-3-001217
ACBK1g01343,Iind-3-001218
ACBK1g01344,Iind-3-001219
ACBK1g01345,Iind-3-001220
ACBK1g01346,Iind-3-001221
ACBK1g01347,Iind-3-001222
ACBK1g01348,Iind-3-001224
ACBK1g01349,Iind-3-001225
ACBK1g01350,.
ACBK1g01351,Iind-3-001226
ACBK1g01352,Iind-3-001227
ACBK1g01353,Iind-3-001228
ACBK1g01354,.
ACBK1g01355,Iind-3-001229
ACBK1g01356,Iind-3-001231
ACBK1g01357,.
ACBK1g01358,Iind-3-001232
ACBK1g01359,Iind-3-001233
ACBK1g01360,Iind-3-001235
ACBK1g01361,Iind-3-001236
ACBK1g01362,.
ACBK1g01363,Iind-3-001237
ACBK1g01364,Iind-3-001238
ACBK1g01365,Iind-3-001239
ACBK1g01366,.
ACBK1g01367,Iind-3-001240
ACBK1g01368,Iind-3-001242
ACBK1g01369,.
ACBK1g01370,.
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Iind-3-001244
ACBK1g01374,Iind-3-001245
ACBK1g01375,.
ACBK1g01376,Iind-3-001246
ACBK1g01377,Iind-3-001247
ACBK1g01378,Iind-3-001248
ACBK1g01379,Iind-3-001249
ACBK1g01380,Iind-3-001250
ACBK1g01381,Iind-3-001252
ACBK1g01382,.
ACBK1g01383,Iind-3-001253
ACBK1g01384,.
ACBK1g01385,Iind-3-001254
ACBK1g01386,Iind-3-001255
ACBK1g01387,Iind-3-001257
ACBK1g01388,Iind-3-001258
ACBK1g01389,Iind-3-001259
ACBK1g01390,Iind-3-001260
ACBK1g01391,Iind-3-001261
ACBK1g01392,Iind-3-001263
ACBK1g01393,Iind-3-001266
ACBK1g01394,Iind-3-001267
ACBK1g01395,Iind-3-001268
ACBK1g01396,Iind-3-001269
ACBK1g01397,Iind-3-001270
ACBK1g01398,Iind-3-001271
ACBK1g01399,.
ACBK1g01400,Iind-3-001273
ACBK1g01401,Iind-3-001274
ACBK1g01402,Iind-3-001275
ACBK1g01403,.
ACBK1g01404,Iind-3-001276
ACBK1g01405,Iind-3-001277
ACBK1g01406,Iind-3-001279
ACBK1g01407,Iind-3-001280
ACBK1g01408,Iind-3-001281
ACBK1g01409,Iind-3-001282
ACBK1g01410,Iind-3-001283
ACBK1g01411,Iind-3-001285
ACBK1g01412,Iind-3-001286
ACBK1g01413,Iind-3-001287
ACBK1g01414,Iind-3-001288
ACBK1g01415,Iind-3-001289
ACBK1g01416,Iind-3-001290
ACBK1g01417,.
ACBK1g01418,Iind-3-001291
ACBK1g01419,Iind-3-001292
ACBK1g01420,Iind-3-001293
ACBK1g01421,Iind-3-001294
ACBK1g01422,Iind-3-001295
ACBK1g01423,Iind-3-001296
ACBK1g01424,Iind-3-001297
ACBK1g01425,Iind-3-001298
ACBK1g01426,Iind-3-001299
ACBK1g01427,Iind-3-001300
ACBK1g01428,.
ACBK1g01429,.
ACBK1g01430,Iind-3-001302
ACBK1g01431,.
ACBK1g01432,Iind-3-001304
ACBK1g01433,.
ACBK1g01434,Iind-3-001305
ACBK1g01435,.
ACBK1g01436,Iind-3-001306
ACBK1g01437,Iind-3-001307
ACBK1g01438,.
ACBK1g01439,Iind-3-001308
ACBK1g01440,Iind-3-001309
ACBK1g01441,Iind-3-001310
ACBK1g01442,Iind-3-001311
ACBK1g01443,.
ACBK1g01444,Iind-3-001313
ACBK1g01445,.
ACBK1g01446,Iind-3-001314
ACBK1g01447,Iind-3-001315
ACBK1g01448,Iind-3-001319
ACBK1g01449,Iind-3-001320
ACBK1g01450,Iind-3-001321
ACBK1g01451,Iind-3-001322
ACBK1g01452,Iind-3-001323
ACBK1g01453,.
ACBK1g01454,Iind-3-001324
ACBK1g01455,Iind-3-001325
ACBK1g01456,Iind-3-001326
ACBK1g01457,Iind-3-001327
ACBK1g01458,.
ACBK1g01459,Iind-3-001328
ACBK1g01460,.
ACBK1g01461,.
ACBK1g01462,Iind-3-001331
ACBK1g01463,Iind-3-001332
ACBK1g01464,Iind-3-001333
ACBK1g01465,Iind-3-001334
ACBK1g01466,Iind-3-001335
ACBK1g01467,Iind-3-001336
ACBK1g01468,Iind-3-001337
ACBK1g01469,Iind-3-001338
ACBK1g01470,Iind-3-001340
ACBK1g01471,Iind-3-001342
ACBK1g01472,.
ACBK1g01473,Iind-3-001343
ACBK1g01474,.
ACBK1g01475,Iind-3-001344
ACBK1g01476,.
ACBK1g01477,Iind-3-001345
ACBK1g01478,.
ACBK1g01479,.
ACBK1g01480,.
ACBK1g01481,.
ACBK1g01482,.
ACBK1g01483,.
ACBK1g01484,.
ACBK1g01485,.
ACBK1g01486,Iind-3-001346
ACBK1g01487,Iind-3-001347
ACBK1g01488,Iind-3-001348
ACBK1g01489,Iind-3-001349
ACBK1g01490,.
ACBK1g01491,.
ACBK1g01492,Iind-3-001350
ACBK1g01493,Iind-3-001351
ACBK1g01494,Iind-3-001352
ACBK1g01495,.
ACBK1g01496,.
ACBK1g01497,Iind-3-001353
ACBK1g01498,Iind-3-001354
ACBK1g01499,.
ACBK1g01500,Iind-3-001355
ACBK1g01501,Iind-3-001357
ACBK1g01502,.
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,Iind-3-001360
ACBK1g01506,Iind-3-001362
ACBK1g01507,Iind-3-001363
ACBK1g01508,Iind-3-001364
ACBK1g01509,Iind-3-001365
ACBK1g01510,.
ACBK1g01511,Iind-3-001366
ACBK1g01512,Iind-3-001367
ACBK1g01513,Iind-3-001368
ACBK1g01514,Iind-3-001369
ACBK1g01515,Iind-3-001370
ACBK1g01516,.
ACBK1g01517,Iind-3-001371
ACBK1g01518,Iind-3-001372
ACBK1g01519,.
ACBK1g01520,.
ACBK1g01521,Iind-3-001375
ACBK1g01522,Iind-3-001376
ACBK1g01523,.
ACBK1g01524,Iind-3-001377
ACBK1g01525,Iind-3-001378
ACBK1g01526,.
ACBK1g01527,Iind-3-001379
ACBK1g01528,Iind-3-001380
ACBK1g01529,.
ACBK1g01530,Iind-3-001381
ACBK1g01531,Iind-3-001382
ACBK1g01532,Iind-3-001384
ACBK1g01533,Iind-3-001385
ACBK1g01534,Iind-3-001386
ACBK1g01535,Iind-3-001387
ACBK1g01536,Iind-3-001388
ACBK1g01537,Iind-3-001389
ACBK1g01538,Iind-3-001390
ACBK1g01539,Iind-3-001392
ACBK1g01540,Iind-3-001393
ACBK1g01541,Iind-3-001394
ACBK1g01542,Iind-3-001395
ACBK1g01543,.
ACBK1g01544,Iind-3-001396
ACBK1g01545,Iind-3-001397
ACBK1g01546,.
ACBK1g01547,Iind-3-001399
ACBK1g01548,Iind-3-001400
ACBK1g01549,Iind-3-001401
ACBK1g01550,.
ACBK1g01551,Iind-3-001403
ACBK1g01552,Iind-3-001404
ACBK1g01553,Iind-3-001405
ACBK1g01554,.
ACBK1g01555,Iind-3-001406
ACBK1g01556,Iind-3-001407
ACBK1g01557,.
ACBK1g01558,Iind-3-001408
ACBK1g01559,Iind-3-001409
ACBK1g01560,.
ACBK1g01561,Iind-3-001411
ACBK1g01562,.
ACBK1g01563,.
ACBK1g01564,Iind-3-001415
ACBK1g01565,.
ACBK1g01566,Iind-3-001416
ACBK1g01567,.
ACBK1g01568,.
ACBK1g01569,Iind-3-001418
ACBK1g01570,.
ACBK1g01571,Iind-3-001419
ACBK1g01572,Iind-3-001421
ACBK1g01573,Iind-3-001423
ACBK1g01574,Iind-3-001426
ACBK1g01575,.
ACBK1g01576,Iind-3-001427
ACBK1g01577,Iind-3-001428
ACBK1g01578,.
ACBK1g01579,.
ACBK1g01580,Iind-3-001429
ACBK1g01581,Iind-3-001430
ACBK1g01582,Iind-3-001432
ACBK1g01583,Iind-3-001433
ACBK1g01584,Iind-3-001434
ACBK1g01585,Iind-3-001435
ACBK1g01586,.
ACBK1g01587,Iind-3-001436
ACBK1g01588,Iind-3-001437
ACBK1g01589,.
ACBK1g01590,Iind-3-001439
ACBK1g01591,Iind-3-001440
ACBK1g01592,Iind-3-001442
ACBK1g01593,Iind-3-001443
ACBK1g01594,Iind-3-001444
ACBK1g01595,Iind-3-001445
ACBK1g01596,Iind-3-001446
ACBK1g01597,Iind-3-001448
ACBK1g01598,.
ACBK1g01599,Iind-3-001449
ACBK1g01600,.
ACBK1g01601,.
ACBK1g01602,Iind-3-001451
ACBK1g01603,Iind-3-001452
ACBK1g01604,.
ACBK1g01605,Iind-3-001455
ACBK1g01606,.
ACBK1g01607,Iind-3-001456
ACBK1g01608,Iind-3-001457
ACBK1g01609,Iind-3-001458
ACBK1g01610,Iind-3-001459
ACBK1g01611,.
ACBK1g01612,.
ACBK1g01613,Iind-3-001463
ACBK1g01614,.
ACBK1g01615,.
ACBK1g01616,.
ACBK1g01617,Iind-3-001464
ACBK1g01618,Iind-3-001465
ACBK1g01619,Iind-3-001466
ACBK1g01620,.
ACBK1g01621,Iind-3-001468
ACBK1g01622,.
ACBK1g01623,Iind-3-001469
ACBK1g01624,Iind-3-001470
ACBK1g01625,Iind-3-001471
ACBK1g01626,Iind-3-001474
ACBK1g01627,Iind-3-001475
ACBK1g01628,.
ACBK1g01629,Iind-3-001476
ACBK1g01630,Iind-3-001477
ACBK1g01631,.
ACBK1g01632,.
ACBK1g01633,Iind-3-001479
ACBK1g01634,Iind-3-001480
ACBK1g01635,Iind-3-001481
ACBK1g01636,Iind-3-001482
ACBK1g01637,Iind-3-001483
ACBK1g01638,Iind-3-001484
ACBK1g01639,Iind-3-001485
ACBK1g01640,Iind-3-001486
ACBK1g01641,.
ACBK1g01642,Iind-3-001488
ACBK1g01643,Iind-3-001489
ACBK1g01644,.
ACBK1g01645,Iind-3-001492
ACBK1g01646,Iind-3-001493
ACBK1g01647,Iind-3-001495
ACBK1g01648,Iind-3-001497
ACBK1g01649,Iind-3-001498
ACBK1g01650,Iind-3-001499
ACBK1g01651,Iind-3-001500
ACBK1g01652,.
ACBK1g01653,.
ACBK1g01654,Iind-3-001501
ACBK1g01655,Iind-3-001502
ACBK1g01656,Iind-3-001503
ACBK1g01657,.
ACBK1g01658,Iind-3-001505
ACBK1g01659,.
ACBK1g01660,Iind-3-001506
ACBK1g01661,Iind-3-001507
ACBK1g01662,Iind-3-001508
ACBK1g01663,Iind-3-001509
ACBK1g01664,Iind-3-001510
ACBK1g01665,Iind-3-001512
ACBK1g01666,Iind-3-001513
ACBK1g01667,Iind-3-001514
ACBK1g01668,Iind-3-001515
ACBK1g01669,Iind-3-001516
ACBK1g01670,Iind-3-001517
ACBK1g01671,Iind-3-001518
ACBK1g01672,Iind-3-001520
ACBK1g01673,Iind-3-001521
ACBK1g01674,Iind-3-001522
ACBK1g01675,.
ACBK1g01676,Iind-3-001523
ACBK1g01677,.
ACBK1g01678,Iind-3-001525
ACBK1g01679,Iind-3-001526
ACBK1g01680,.
ACBK1g01681,Iind-3-001527
ACBK1g01682,Iind-3-001528
ACBK1g01683,Iind-3-001529
ACBK1g01684,Iind-3-001530
ACBK1g01685,Iind-3-001531
ACBK1g01686,Iind-3-001532
ACBK1g01687,Iind-3-001533
ACBK1g01688,Iind-3-001534
ACBK1g01689,Iind-3-001535
ACBK1g01690,Iind-3-001536
ACBK1g01691,Iind-3-001538
ACBK1g01692,Iind-3-001539
ACBK1g01693,Iind-3-001540
ACBK1g01694,Iind-3-001542
ACBK1g01695,Iind-3-001543
ACBK1g01696,Iind-3-001544
ACBK1g01697,Iind-3-001545
ACBK1g01698,Iind-3-001546
ACBK1g01699,Iind-3-001547
ACBK1g01700,Iind-3-001548
ACBK1g01701,Iind-3-001549
ACBK1g01702,Iind-3-001550
ACBK1g01703,Iind-3-001551
ACBK1g01704,Iind-3-001552
ACBK1g01705,Iind-3-001554
ACBK1g01706,Iind-3-001555
ACBK1g01707,Iind-3-001556
ACBK1g01708,Iind-3-001558
ACBK1g01709,Iind-3-001559
ACBK1g01710,Iind-3-001561
ACBK1g01711,Iind-3-001562
ACBK1g01712,Iind-3-001563
ACBK1g01713,Iind-3-001564
ACBK1g01714,Iind-3-001565
ACBK1g01715,Iind-3-001567
ACBK1g01716,Iind-3-001568
ACBK1g01717,.
ACBK1g01718,Iind-3-001569
ACBK1g01719,Iind-3-001570
ACBK1g01720,Iind-3-001571
ACBK1g01721,Iind-3-001572
ACBK1g01722,Iind-3-001573
ACBK1g01723,.
ACBK1g01724,.
ACBK1g01725,Iind-3-001575
ACBK1g01726,Iind-3-001576
ACBK1g01727,Iind-3-001577
ACBK1g01728,Iind-3-001578
ACBK1g01729,Iind-3-001579
ACBK1g01730,.
ACBK1g01731,.
ACBK1g01732,.
ACBK1g01733,Iind-3-001581
