ACBK1g00001,Spar-1-000008
ACBK1g00977,Spar-1-000711
ACBK1g00978,.
ACBK1g00979,.
ACBK1g00980,.
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,.
ACBK1g00984,.
ACBK1g00985,.
ACBK1g00986,.
ACBK1g00987,.
ACBK1g00988,.
ACBK1g00989,.
ACBK1g00990,.
ACBK1g00991,.
ACBK1g00992,Spar-1-000713
ACBK1g00993,Spar-1-000714
ACBK1g00994,Spar-1-000715
ACBK1g00995,.
ACBK1g00996,.
ACBK1g00997,.
ACBK1g00998,Spar-1-000720
ACBK1g00999,Spar-1-000721
ACBK1g01000,Spar-1-000722
ACBK1g01001,Spar-1-000723
ACBK1g01002,.
ACBK1g01003,.
ACBK1g01004,Spar-1-000730
ACBK1g01005,.
ACBK1g01006,Spar-1-000731
ACBK1g01007,Spar-1-000732
ACBK1g01008,.
ACBK1g01009,Spar-1-000734
ACBK1g01010,Spar-1-000735
ACBK1g01011,.
ACBK1g01012,.
ACBK1g01013,Spar-1-000736
ACBK1g01014,Spar-1-000737
ACBK1g01015,Spar-1-000738
ACBK1g01016,Spar-1-000739
ACBK1g01017,Spar-1-000740
ACBK1g01018,Spar-1-000741
ACBK1g01019,Spar-1-000742
ACBK1g01020,Spar-1-000743
ACBK1g01021,.
ACBK1g01022,.
ACBK1g01023,.
ACBK1g01024,Spar-1-000744
ACBK1g01025,Spar-1-000745
ACBK1g01026,Spar-1-000746
ACBK1g01027,.
ACBK1g01028,.
ACBK1g01029,Spar-1-000747
ACBK1g01030,.
ACBK1g01031,Spar-1-000749
ACBK1g01032,.
ACBK1g01033,Spar-1-000750
ACBK1g01034,Spar-1-000751
ACBK1g01035,Spar-1-000752
ACBK1g01036,Spar-1-000753
ACBK1g01037,Spar-1-000754
ACBK1g01038,Spar-1-000755
ACBK1g01039,.
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,.
ACBK1g01043,.
ACBK1g01044,Spar-1-000756
ACBK1g01045,.
ACBK1g01046,.
ACBK1g01047,.
ACBK1g01048,.
ACBK1g01049,Spar-1-000758
ACBK1g01050,Spar-1-000759
ACBK1g01051,.
ACBK1g01052,Spar-1-000760
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Spar-1-000761
ACBK1g01056,.
ACBK1g01057,.
ACBK1g01058,Spar-1-000763
ACBK1g01059,Spar-1-000764
ACBK1g01060,.
ACBK1g01061,.
ACBK1g01062,.
ACBK1g01063,.
ACBK1g01064,.
ACBK1g01065,Spar-1-000767
ACBK1g01066,Spar-1-000768
ACBK1g01067,.
ACBK1g01068,Spar-1-000769
ACBK1g01069,.
ACBK1g01070,.
ACBK1g01071,Spar-1-000771
ACBK1g01072,.
ACBK1g01073,.
ACBK1g01074,Spar-1-000772
ACBK1g01075,.
ACBK1g01076,Spar-1-000773
ACBK1g01077,Spar-1-000774
ACBK1g01078,Spar-1-000775
ACBK1g01079,.
ACBK1g01080,.
ACBK1g01081,Spar-1-000778
ACBK1g01082,Spar-1-000779
ACBK1g01083,Spar-1-000780
ACBK1g01084,Spar-1-000781
ACBK1g01085,Spar-1-000782
ACBK1g01086,.
ACBK1g01087,Spar-1-000784
ACBK1g01088,Spar-1-000785
ACBK1g01089,Spar-1-000786
ACBK1g01090,.
ACBK1g01091,.
ACBK1g01092,Spar-1-000788
ACBK1g01093,.
ACBK1g01094,.
ACBK1g01095,.
ACBK1g01096,.
ACBK1g01097,.
ACBK1g01098,Spar-1-000790
ACBK1g01099,Spar-1-000791
ACBK1g01100,Spar-1-000792
ACBK1g01101,.
ACBK1g01102,Spar-1-000793
ACBK1g01103,.
ACBK1g01104,.
ACBK1g01105,Spar-1-000796
ACBK1g01106,.
ACBK1g01107,Spar-1-000797
ACBK1g01108,Spar-1-000798
ACBK1g01109,.
ACBK1g01110,Spar-1-000799
ACBK1g01111,.
ACBK1g01112,.
ACBK1g01113,Spar-1-000801
ACBK1g01114,Spar-1-000802
ACBK1g01115,.
ACBK1g01116,Spar-1-000803
ACBK1g01117,Spar-1-000804
ACBK1g01118,.
ACBK1g01119,.
ACBK1g01120,Spar-1-000807
ACBK1g01121,Spar-1-000808
ACBK1g01122,Spar-1-000809
ACBK1g01123,.
ACBK1g01124,.
ACBK1g01125,Spar-1-000812
ACBK1g01126,.
ACBK1g01127,.
ACBK1g01128,.
ACBK1g01129,.
ACBK1g01130,.
ACBK1g01131,.
ACBK1g01132,.
ACBK1g01133,Spar-1-000814
ACBK1g01134,Spar-1-000815
ACBK1g01135,.
ACBK1g01136,.
ACBK1g01137,.
ACBK1g01138,.
ACBK1g01139,.
ACBK1g01140,.
ACBK1g01141,Spar-1-000817
ACBK1g01142,.
ACBK1g01143,Spar-1-000818
ACBK1g01144,Spar-1-000819
ACBK1g01145,.
ACBK1g01146,.
ACBK1g01147,.
ACBK1g01148,.
ACBK1g01149,.
ACBK1g01150,Spar-1-000821
ACBK1g01151,Spar-1-000822
ACBK1g01152,Spar-1-000823
ACBK1g01153,Spar-1-000824
ACBK1g01154,.
ACBK1g01155,Spar-1-000825
ACBK1g01156,.
ACBK1g01157,.
ACBK1g01158,.
ACBK1g01159,Spar-1-000827
ACBK1g01160,.
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,Spar-1-000828
ACBK1g01167,.
ACBK1g01168,.
ACBK1g01169,.
ACBK1g01170,Spar-1-000830
ACBK1g01171,Spar-1-000831
ACBK1g01172,Spar-1-000832
ACBK1g01173,Spar-1-000833
ACBK1g01174,.
ACBK1g01175,.
ACBK1g01176,.
ACBK1g01177,Spar-1-000835
ACBK1g01178,Spar-1-000837
ACBK1g01179,Spar-1-000838
ACBK1g01180,Spar-1-000839
ACBK1g01181,Spar-1-000840
ACBK1g01182,.
ACBK1g01183,.
ACBK1g01184,Spar-1-000842
ACBK1g01185,Spar-1-000843
ACBK1g01186,.
ACBK1g01187,.
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,Spar-1-000845
ACBK1g01191,.
ACBK1g01192,Spar-1-000846
ACBK1g01193,.
ACBK1g01194,.
ACBK1g01195,Spar-1-000848
ACBK1g01196,.
ACBK1g01197,Spar-1-000849
ACBK1g01198,Spar-1-000850
ACBK1g01199,.
ACBK1g01200,.
ACBK1g01201,Spar-1-000852
ACBK1g01202,Spar-1-000853
ACBK1g01203,.
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,Spar-1-000854
ACBK1g01207,Spar-1-000855
ACBK1g01208,Spar-1-000856
ACBK1g01209,.
ACBK1g01210,Spar-1-000858
ACBK1g01211,.
ACBK1g01212,Spar-1-000859
ACBK1g01213,.
ACBK1g01214,.
ACBK1g01215,.
ACBK1g01216,.
ACBK1g01217,Spar-1-000861
ACBK1g01218,Spar-1-000862
ACBK1g01219,Spar-1-000863
ACBK1g01220,Spar-1-000864
ACBK1g01221,Spar-1-000865
ACBK1g01222,Spar-1-000866
ACBK1g01223,Spar-1-000867
ACBK1g01224,Spar-1-000868
ACBK1g01225,Spar-1-000869
ACBK1g01226,Spar-1-000870
ACBK1g01227,Spar-1-000871
ACBK1g01228,Spar-1-000872
ACBK1g01229,.
ACBK1g01230,Spar-1-000874
ACBK1g01231,Spar-1-000875
ACBK1g01232,Spar-1-000876
ACBK1g01233,.
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,.
ACBK1g01237,.
ACBK1g01238,.
ACBK1g01239,.
ACBK1g01240,.
ACBK1g01241,Spar-1-000883
ACBK1g01242,Spar-1-000884
ACBK1g01243,Spar-1-000885
ACBK1g01244,.
ACBK1g01245,Spar-1-000886
ACBK1g01246,Spar-1-000887
ACBK1g01247,.
ACBK1g01248,.
ACBK1g01249,Spar-1-000889
ACBK1g01250,.
ACBK1g01251,Spar-1-000891
ACBK1g01252,Spar-1-000892
ACBK1g01253,Spar-1-000893
ACBK1g01254,Spar-1-000894
ACBK1g01255,Spar-1-000896
ACBK1g01256,Spar-1-000897
ACBK1g01257,Spar-1-000899
ACBK1g01258,Spar-1-000900
ACBK1g01259,Spar-1-000901
ACBK1g01260,Spar-1-000902
ACBK1g01261,.
ACBK1g01262,.
ACBK1g01263,.
ACBK1g01264,.
ACBK1g01265,Spar-1-000906
ACBK1g01266,.
ACBK1g01267,Spar-1-000907
ACBK1g01268,.
ACBK1g01269,Spar-1-000908
ACBK1g01270,Spar-1-000909
ACBK1g01271,.
ACBK1g01272,.
ACBK1g01273,.
ACBK1g01274,.
ACBK1g01275,.
ACBK1g01276,.
ACBK1g01277,.
ACBK1g01278,.
ACBK1g01279,.
ACBK1g01280,.
ACBK1g01281,.
ACBK1g01282,.
ACBK1g01283,.
ACBK1g01284,Spar-1-000935
ACBK1g01285,Spar-1-000934
ACBK1g01286,.
ACBK1g01287,.
ACBK1g01288,Spar-1-000933
ACBK1g01289,.
ACBK1g01290,.
ACBK1g01291,.
ACBK1g01292,Spar-1-000931
ACBK1g01293,Spar-1-000930
ACBK1g01294,Spar-1-000929
ACBK1g01295,.
ACBK1g01296,Spar-1-000928
ACBK1g01297,Spar-1-000927
ACBK1g01298,Spar-1-000925
ACBK1g01299,.
ACBK1g01300,Spar-1-000923
ACBK1g01301,Spar-1-000921
ACBK1g01302,Spar-1-000920
ACBK1g01303,.
ACBK1g01304,.
ACBK1g01305,Spar-1-000917
ACBK1g01306,Spar-1-000916
ACBK1g01307,.
ACBK1g01308,Spar-1-000914
ACBK1g01309,Spar-1-000913
ACBK1g01310,.
ACBK1g01311,Spar-1-000912
ACBK1g01312,.
ACBK1g01313,Spar-1-000911
ACBK1g01314,Spar-1-000936
ACBK1g01315,.
ACBK1g01316,.
ACBK1g01317,Spar-1-000939
ACBK1g01318,Spar-1-000940
ACBK1g01319,Spar-1-000942
ACBK1g01320,Spar-1-000944
ACBK1g01321,.
ACBK1g01322,Spar-1-000945
ACBK1g01323,Spar-1-000946
ACBK1g01324,.
ACBK1g01325,.
ACBK1g01326,Spar-1-000948
ACBK1g01327,.
ACBK1g01328,.
ACBK1g01329,.
ACBK1g01330,Spar-1-000953
ACBK1g01331,Spar-1-000955
ACBK1g01332,.
ACBK1g01333,.
ACBK1g01334,Spar-1-000957
ACBK1g01335,.
ACBK1g01336,.
ACBK1g01337,Spar-1-000959
ACBK1g01338,Spar-1-000961
ACBK1g01339,.
ACBK1g01340,.
ACBK1g01341,Spar-1-000963
ACBK1g01342,Spar-1-000964
ACBK1g01343,Spar-1-000965
ACBK1g01344,Spar-1-000966
ACBK1g01345,.
ACBK1g01346,.
ACBK1g01347,Spar-1-000969
ACBK1g01348,Spar-1-000970
ACBK1g01349,Spar-1-000972
ACBK1g01350,.
ACBK1g01351,Spar-1-000973
ACBK1g01352,Spar-1-000975
ACBK1g01353,Spar-1-000976
ACBK1g01354,Spar-1-000977
ACBK1g01355,Spar-1-000978
ACBK1g01356,.
ACBK1g01357,.
ACBK1g01358,Spar-1-000979
ACBK1g01359,Spar-1-000980
ACBK1g01360,Spar-1-000981
ACBK1g01361,Spar-1-000982
ACBK1g01362,.
ACBK1g01363,Spar-1-000983
ACBK1g01364,Spar-1-000984
ACBK1g01365,.
ACBK1g01366,.
ACBK1g01367,.
ACBK1g01368,Spar-1-000988
ACBK1g01369,.
ACBK1g01370,.
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Spar-1-000990
ACBK1g01374,Spar-1-000991
ACBK1g01375,.
ACBK1g01376,.
ACBK1g01377,Spar-1-000993
ACBK1g01378,Spar-1-000994
ACBK1g01379,Spar-1-000995
ACBK1g01380,Spar-1-000996
ACBK1g01381,.
ACBK1g01382,Spar-1-000998
ACBK1g01383,Spar-1-000999
ACBK1g01384,.
ACBK1g01385,.
ACBK1g01386,.
ACBK1g01387,Spar-1-001003
ACBK1g01388,Spar-1-001004
ACBK1g01389,Spar-1-001005
ACBK1g01390,Spar-1-001006
ACBK1g01391,Spar-1-001007
ACBK1g01392,.
ACBK1g01393,.
ACBK1g01394,Spar-1-001012
ACBK1g01395,.
ACBK1g01396,Spar-1-001014
ACBK1g01397,.
ACBK1g01398,.
ACBK1g01399,.
ACBK1g01400,.
ACBK1g01401,.
ACBK1g01402,Spar-1-001017
ACBK1g01403,.
ACBK1g01404,Spar-1-001019
ACBK1g01405,.
ACBK1g01406,Spar-1-001021
ACBK1g01407,Spar-1-001022
ACBK1g01408,Spar-1-001023
ACBK1g01409,Spar-1-001024
ACBK1g01410,Spar-1-001025
ACBK1g01411,.
ACBK1g01412,Spar-1-001027
ACBK1g01413,Spar-1-001028
ACBK1g01414,.
ACBK1g01415,.
ACBK1g01416,.
ACBK1g01417,.
ACBK1g01418,.
ACBK1g01419,Spar-1-001030
ACBK1g01420,Spar-1-001031
ACBK1g01421,.
ACBK1g01422,.
ACBK1g01423,Spar-1-001033
ACBK1g01424,Spar-1-001034
ACBK1g01425,.
ACBK1g01426,.
ACBK1g01427,.
ACBK1g01428,.
ACBK1g01429,.
ACBK1g01430,.
ACBK1g01431,.
ACBK1g01432,.
ACBK1g01433,Spar-1-001040
ACBK1g01434,.
ACBK1g01435,.
ACBK1g01436,Spar-1-001042
ACBK1g01437,Spar-1-001043
ACBK1g01438,.
ACBK1g01439,Spar-1-001045
ACBK1g01440,Spar-1-001046
ACBK1g01441,.
ACBK1g01442,Spar-1-001048
ACBK1g01443,Spar-1-001049
ACBK1g01444,Spar-1-001051
ACBK1g01445,Spar-1-001052
ACBK1g01446,.
ACBK1g01447,Spar-1-001053
ACBK1g01448,Spar-1-001055
ACBK1g01449,Spar-1-001056
ACBK1g01450,Spar-1-001057
ACBK1g01451,Spar-1-001058
ACBK1g01452,.
ACBK1g01453,.
ACBK1g01454,.
ACBK1g01455,Spar-1-001060
ACBK1g01456,Spar-1-001061
ACBK1g01457,Spar-1-001062
ACBK1g01458,.
ACBK1g01459,Spar-1-001063
ACBK1g01460,Spar-1-001064
ACBK1g01461,.
ACBK1g01462,.
ACBK1g01463,.
ACBK1g01464,Spar-1-001067
ACBK1g01465,Spar-1-001068
ACBK1g01466,Spar-1-001069
ACBK1g01467,.
ACBK1g01468,Spar-1-001070
ACBK1g01469,Spar-1-001071
ACBK1g01470,Spar-1-001073
ACBK1g01471,Spar-1-001074
ACBK1g01472,.
ACBK1g01473,.
ACBK1g01474,.
ACBK1g01475,Spar-1-001078
ACBK1g01476,.
ACBK1g01477,.
ACBK1g01478,.
ACBK1g01479,.
ACBK1g01480,.
ACBK1g01481,.
ACBK1g01482,.
ACBK1g01483,.
ACBK1g01484,.
ACBK1g01485,.
ACBK1g01486,Spar-1-001081
ACBK1g01487,Spar-1-001082
ACBK1g01488,Spar-1-001084
ACBK1g01489,Spar-1-001085
ACBK1g01490,Spar-1-001086
ACBK1g01491,.
ACBK1g01492,Spar-1-001087
ACBK1g01493,Spar-1-001088
ACBK1g01494,Spar-1-001089
ACBK1g01495,.
ACBK1g01496,.
ACBK1g01497,.
ACBK1g01498,.
ACBK1g01499,.
ACBK1g01500,.
ACBK1g01501,Spar-1-001090
ACBK1g01502,.
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,.
ACBK1g01506,.
ACBK1g01507,Spar-1-001096
ACBK1g01508,Spar-1-001097
ACBK1g01509,Spar-1-001098
ACBK1g01510,.
ACBK1g01511,Spar-1-001100
ACBK1g01512,.
ACBK1g01513,Spar-1-001102
ACBK1g01514,Spar-1-001103
ACBK1g01515,Spar-1-001104
ACBK1g01516,.
ACBK1g01517,Spar-1-001106
ACBK1g01518,Spar-1-001107
ACBK1g01519,.
ACBK1g01520,.
ACBK1g01521,Spar-1-001110
ACBK1g01522,.
ACBK1g01523,Spar-1-001111
ACBK1g01524,Spar-1-001112
ACBK1g01525,Spar-1-001113
ACBK1g01526,.
ACBK1g01527,Spar-1-001115
ACBK1g01528,Spar-1-001117
ACBK1g01529,.
ACBK1g01530,.
ACBK1g01531,.
ACBK1g01532,Spar-1-001118
ACBK1g01533,Spar-1-001119
ACBK1g01534,Spar-1-001120
ACBK1g01535,Spar-1-001121
ACBK1g01536,.
ACBK1g01537,.
ACBK1g01538,.
ACBK1g01539,Spar-1-001124
ACBK1g01540,.
ACBK1g01541,Spar-1-001125
ACBK1g01542,Spar-1-001126
ACBK1g01543,.
ACBK1g01544,.
ACBK1g01545,.
ACBK1g01546,.
ACBK1g01547,Spar-1-001127
ACBK1g01548,Spar-1-001128
ACBK1g01549,.
ACBK1g01550,.
ACBK1g01551,Spar-1-001129
ACBK1g01552,.
ACBK1g01553,.
ACBK1g01554,.
ACBK1g01555,.
ACBK1g01556,.
ACBK1g01557,.
ACBK1g01558,Spar-1-001131
ACBK1g01559,Spar-1-001132
ACBK1g01560,.
ACBK1g01561,.
ACBK1g01562,.
ACBK1g01563,.
ACBK1g01564,.
ACBK1g01565,.
ACBK1g01566,Spar-1-001134
ACBK1g01567,.
ACBK1g01568,.
ACBK1g01569,.
ACBK1g01570,.
ACBK1g01571,Spar-1-001137
ACBK1g01572,Spar-1-001138
ACBK1g01573,.
ACBK1g01574,.
ACBK1g01575,.
ACBK1g01576,Spar-1-001140
ACBK1g01577,Spar-1-001141
ACBK1g01578,Spar-1-001142
ACBK1g01579,.
ACBK1g01580,.
ACBK1g01581,Spar-1-001144
ACBK1g01582,Spar-1-001146
ACBK1g01583,.
ACBK1g01584,.
ACBK1g01585,Spar-1-001149
ACBK1g01586,Spar-1-001151
ACBK1g01587,Spar-1-001152
ACBK1g01588,Spar-1-001153
ACBK1g01589,.
ACBK1g01590,Spar-1-001154
ACBK1g01591,Spar-1-001155
ACBK1g01592,.
ACBK1g01593,.
ACBK1g01594,Spar-1-001156
ACBK1g01595,Spar-1-001157
ACBK1g01596,Spar-1-001158
ACBK1g01597,Spar-1-001160
ACBK1g01598,.
ACBK1g01599,.
ACBK1g01600,Spar-1-001161
ACBK1g01601,Spar-1-001162
ACBK1g01602,Spar-1-001163
ACBK1g01603,Spar-1-001164
ACBK1g01604,.
ACBK1g01605,.
ACBK1g01606,.
ACBK1g01607,Spar-1-001166
ACBK1g01608,.
ACBK1g01609,Spar-1-001167
ACBK1g01610,Spar-1-001168
ACBK1g01611,.
ACBK1g01612,Spar-1-001170
ACBK1g01613,Spar-1-001171
ACBK1g01614,.
ACBK1g01615,.
ACBK1g01616,Spar-1-001172
ACBK1g01617,Spar-1-001173
ACBK1g01618,.
ACBK1g01619,Spar-1-001175
ACBK1g01620,.
ACBK1g01621,.
ACBK1g01622,.
ACBK1g01623,Spar-1-001179
ACBK1g01624,.
ACBK1g01625,.
ACBK1g01626,Spar-1-001180
ACBK1g01627,Spar-1-001181
ACBK1g01628,Spar-1-001182
ACBK1g01629,Spar-1-001183
ACBK1g01630,Spar-1-001184
ACBK1g01631,.
ACBK1g01632,.
ACBK1g01633,Spar-1-001187
ACBK1g01634,Spar-1-001188
ACBK1g01635,Spar-1-001190
ACBK1g01636,Spar-1-001191
ACBK1g01637,Spar-1-001192
ACBK1g01638,Spar-1-001193
ACBK1g01639,.
ACBK1g01640,Spar-1-001194
ACBK1g01641,.
ACBK1g01642,Spar-1-001195
ACBK1g01643,.
ACBK1g01644,.
ACBK1g01645,.
ACBK1g01646,.
ACBK1g01647,.
ACBK1g01648,.
ACBK1g01649,Spar-1-001198
ACBK1g01650,Spar-1-001199
ACBK1g01651,Spar-1-001200
ACBK1g01652,.
ACBK1g01653,.
ACBK1g01654,Spar-1-001202
ACBK1g01655,Spar-1-001203
ACBK1g01656,Spar-1-001204
ACBK1g01657,.
ACBK1g01658,Spar-1-001206
ACBK1g01659,.
ACBK1g01660,Spar-1-001207
ACBK1g01661,.
ACBK1g01662,Spar-1-001209
ACBK1g01663,.
ACBK1g01664,.
ACBK1g01665,.
ACBK1g01666,Spar-1-001213
ACBK1g01667,Spar-1-001214
ACBK1g01668,Spar-1-001215
ACBK1g01669,Spar-1-001217
ACBK1g01670,Spar-1-001218
ACBK1g01671,.
ACBK1g01672,Spar-1-001220
ACBK1g01673,.
ACBK1g01674,Spar-1-001222
ACBK1g01675,.
ACBK1g01676,.
ACBK1g01677,Spar-1-001224
ACBK1g01678,.
ACBK1g01679,Spar-1-001228
ACBK1g01680,.
ACBK1g01681,Spar-1-001230
ACBK1g01682,Spar-1-001231
ACBK1g01683,.
ACBK1g01684,Spar-1-001232
ACBK1g01685,Spar-1-001233
ACBK1g01686,Spar-1-001234
ACBK1g01687,Spar-1-001235
ACBK1g01688,Spar-1-001236
ACBK1g01689,Spar-1-001237
ACBK1g01690,Spar-1-001238
ACBK1g01691,Spar-1-001240
ACBK1g01692,Spar-1-001241
ACBK1g01693,.
ACBK1g01694,Spar-1-001242
ACBK1g01695,Spar-1-001243
ACBK1g01696,Spar-1-001245
ACBK1g01697,.
ACBK1g01698,.
ACBK1g01699,Spar-1-001247
ACBK1g01700,.
ACBK1g01701,.
ACBK1g01702,Spar-1-001249
ACBK1g01703,Spar-1-001250
ACBK1g01704,Spar-1-001251
ACBK1g01705,Spar-1-001252
ACBK1g01706,Spar-1-001253
ACBK1g01707,Spar-1-001254
ACBK1g01708,Spar-1-001255
ACBK1g01709,Spar-1-001256
ACBK1g01710,.
ACBK1g01711,Spar-1-001258
ACBK1g01712,Spar-1-001259
ACBK1g01713,Spar-1-001260
ACBK1g01714,.
ACBK1g01715,Spar-1-001262
ACBK1g01716,Spar-1-001263
ACBK1g01717,Spar-1-001264
ACBK1g01718,Spar-1-001265
ACBK1g01719,.
ACBK1g01720,Spar-1-001267
ACBK1g01721,Spar-1-001268
ACBK1g01722,Spar-1-001269
ACBK1g01723,Spar-1-001270
ACBK1g01724,.
ACBK1g01725,Spar-1-001271
ACBK1g01726,Spar-1-001272
ACBK1g01727,.
ACBK1g01728,Spar-1-001274
ACBK1g01729,.
ACBK1g01730,.
ACBK1g01731,.
ACBK1g01732,.
ACBK1g01733,Spar-1-001276
ACBK1g01734,Spar-1-001277
ACBK1g01735,Spar-1-001278
ACBK1g01736,.
ACBK1g01737,Spar-1-001282
ACBK1g01738,Spar-1-001283
ACBK1g01739,Spar-1-001284
ACBK1g01740,Spar-1-001285
ACBK1g01741,Spar-1-001286
ACBK1g01742,.
ACBK1g01743,.
ACBK1g01744,Spar-1-001288
ACBK1g01745,Spar-1-001289
ACBK1g01746,Spar-1-001290
ACBK1g01747,Spar-1-001291
ACBK1g01748,Spar-1-001292
ACBK1g01749,Spar-1-001293
ACBK1g01750,Spar-1-001294
ACBK1g01751,.
ACBK1g01752,.
ACBK1g01753,Spar-1-001297
ACBK1g01754,.
ACBK1g01755,Spar-1-001300
ACBK1g01756,Spar-1-001301
ACBK1g01757,Spar-1-001302
ACBK1g01758,.
ACBK1g01759,Spar-1-001304
ACBK1g01760,.
ACBK1g01761,Spar-1-001306
ACBK1g01762,Spar-1-001307
ACBK1g01763,Spar-1-001308
ACBK1g01764,Spar-1-001309
ACBK1g01765,.
ACBK1g01766,Spar-1-001310
ACBK1g01767,Spar-1-001311
ACBK1g01768,Spar-1-001312
ACBK1g01769,.
ACBK1g01770,.
ACBK1g01771,.
ACBK1g01772,Spar-1-001314
ACBK1g01773,Spar-1-001315
ACBK1g01774,Spar-1-001316
ACBK1g01775,Spar-1-001317
ACBK1g01776,Spar-1-001318
ACBK1g01777,Spar-1-001319
ACBK1g01778,.
ACBK1g01779,.
ACBK1g01780,.
ACBK1g01781,Spar-1-001321
ACBK1g01782,Spar-1-001322
ACBK1g01783,.
ACBK1g01784,.
ACBK1g01785,Spar-1-001323
ACBK1g01786,.
ACBK1g01787,Spar-1-001325
ACBK1g01788,.
ACBK1g01789,Spar-1-001326
ACBK1g01790,.
ACBK1g01791,Spar-1-001327
ACBK1g01792,.
ACBK1g01793,.
ACBK1g01794,.
ACBK1g01795,Spar-1-001329
ACBK1g01796,Spar-1-001330
ACBK1g01797,Spar-1-001331
ACBK1g01798,Spar-1-001332
ACBK1g01799,.
ACBK1g01800,Spar-1-001334
ACBK1g01801,Spar-1-001335
ACBK1g01802,Spar-1-001336
ACBK1g01803,.
ACBK1g01804,.
ACBK1g01805,.
ACBK1g01806,Spar-1-001339
ACBK1g01807,.
ACBK1g01808,Spar-1-001341
ACBK1g01809,.
ACBK1g01810,Spar-1-001344
ACBK1g01811,Spar-1-001345
ACBK1g01812,Spar-1-001346
ACBK1g01813,.
ACBK1g01814,Spar-1-001347
ACBK1g01815,.
ACBK1g01816,Spar-1-001349
ACBK1g01817,Spar-1-001350
ACBK1g01818,Spar-1-001351
ACBK1g01819,Spar-1-001352
ACBK1g01820,.
ACBK1g01821,Spar-1-001353
ACBK1g01822,Spar-1-001354
ACBK1g01823,Spar-1-001355
ACBK1g01824,Spar-1-001356
ACBK1g01825,.
ACBK1g01826,.
ACBK1g01827,.
ACBK1g01828,.
ACBK1g01829,.
ACBK1g01830,Spar-1-001359
ACBK1g01831,Spar-1-001360
ACBK1g01832,.
ACBK1g01833,.
ACBK1g01834,Spar-1-001361
ACBK1g01835,Spar-1-001362
ACBK1g01836,Spar-1-001363
ACBK1g01837,.
ACBK1g01838,Spar-1-001364
ACBK1g01839,.
ACBK1g01840,.
ACBK1g01841,.
ACBK1g01842,.
ACBK1g01843,.
ACBK1g01844,.
ACBK1g01845,.
ACBK1g01846,Spar-1-001365
ACBK1g01847,.
ACBK1g01848,Spar-1-001367
ACBK1g01849,.
ACBK1g01850,Spar-1-001368
ACBK1g01851,Spar-1-001369
ACBK1g01852,Spar-1-001370
ACBK1g01853,Spar-1-001371
ACBK1g01854,Spar-1-001372
ACBK1g01855,Spar-1-001373
ACBK1g01856,Spar-1-001374
ACBK1g01857,.
ACBK1g01858,.
ACBK1g01859,.
ACBK1g01860,Spar-1-001377
ACBK1g01861,.
ACBK1g01862,.
ACBK1g01863,.
ACBK1g01864,Spar-1-001380
ACBK1g01865,.
ACBK1g01866,.
ACBK1g01867,.
ACBK1g01868,Spar-1-001381
ACBK1g01869,Spar-1-001382
ACBK1g01870,Spar-1-001383
ACBK1g01871,.
ACBK1g01872,.
ACBK1g01873,Spar-1-001384
ACBK1g01874,Spar-1-001385
ACBK1g01875,.
ACBK1g01876,.
ACBK1g01877,.
ACBK1g01878,Spar-1-001389
ACBK1g01879,Spar-1-001390
ACBK1g01880,Spar-1-001391
ACBK1g01881,Spar-1-001392
ACBK1g01882,.
ACBK1g01883,.
ACBK1g01884,.
ACBK1g01885,.
ACBK1g01886,.
ACBK1g01887,.
ACBK1g01888,Spar-1-001396
ACBK1g01889,Spar-1-001397
ACBK1g01890,.
ACBK1g01891,.
ACBK1g01892,.
ACBK1g01893,Spar-1-001400
ACBK1g01894,.
ACBK1g01895,.
ACBK1g01896,.
ACBK1g01897,Spar-1-001402
ACBK1g01898,.
ACBK1g01899,Spar-1-001404
ACBK1g01900,.
ACBK1g01901,.
ACBK1g01902,.
ACBK1g01903,Spar-1-001406
ACBK1g01904,.
ACBK1g01905,.
ACBK1g01906,Spar-1-001408
ACBK1g01907,.
ACBK1g01908,.
ACBK1g01909,.
ACBK1g01910,.
ACBK1g01911,.
ACBK1g01912,.
ACBK1g01913,.
ACBK1g01914,.
ACBK1g01915,Spar-1-001411
ACBK1g01916,Spar-1-001412
ACBK1g01917,.
ACBK1g01918,Spar-1-001413
ACBK1g01919,.
ACBK1g01920,.
ACBK1g01921,.
ACBK1g01922,.
ACBK1g01923,.
ACBK1g01924,Spar-1-001415
ACBK1g01925,.
ACBK1g01926,.
ACBK1g01927,Spar-1-001417
ACBK1g01928,.
ACBK1g01929,.
ACBK1g01930,Spar-1-001419
ACBK1g01931,Spar-1-001420
ACBK1g01932,.
ACBK1g01933,.
ACBK1g01934,.
ACBK1g01935,.
ACBK1g01936,.
ACBK1g01937,Spar-1-001424
ACBK1g01938,.
ACBK1g01939,.
