ACBK1g00001,Alsp-1-000008
ACBK1g00772,Alsp-1-000823
ACBK1g00773,Alsp-1-000824
ACBK1g00774,Alsp-1-000825
ACBK1g00775,Alsp-1-000826
ACBK1g00776,Alsp-1-000827
ACBK1g00777,Alsp-1-000828
ACBK1g00778,Alsp-1-000830
ACBK1g00779,Alsp-1-000831
ACBK1g00780,Alsp-1-000832
ACBK1g00781,Alsp-1-000833
ACBK1g00782,Alsp-1-000834
ACBK1g00783,Alsp-1-000835
ACBK1g00784,Alsp-1-000836
ACBK1g00785,Alsp-1-000837
ACBK1g00786,Alsp-1-000838
ACBK1g00787,Alsp-1-000839
ACBK1g00788,Alsp-1-000840
ACBK1g00789,Alsp-1-000841
ACBK1g00790,.
ACBK1g00791,Alsp-1-000842
ACBK1g00792,Alsp-1-000843
ACBK1g00793,Alsp-1-000844
ACBK1g00794,Alsp-1-000845
ACBK1g00795,Alsp-1-000846
ACBK1g00796,Alsp-1-000847
ACBK1g00797,Alsp-1-000849
ACBK1g00798,Alsp-1-000850
ACBK1g00799,Alsp-1-000852
ACBK1g00800,Alsp-1-000853
ACBK1g00801,Alsp-1-000854
ACBK1g00802,Alsp-1-000855
ACBK1g00803,.
ACBK1g00804,Alsp-1-000856
ACBK1g00805,Alsp-1-000857
ACBK1g00806,Alsp-1-000859
ACBK1g00807,.
ACBK1g00808,Alsp-1-000860
ACBK1g00809,Alsp-1-000861
ACBK1g00810,Alsp-1-000864
ACBK1g00811,Alsp-1-000865
ACBK1g00812,Alsp-1-000866
ACBK1g00813,Alsp-1-000868
ACBK1g00814,Alsp-1-000869
ACBK1g00815,Alsp-1-000870
ACBK1g00816,.
ACBK1g00817,Alsp-1-000871
ACBK1g00818,Alsp-1-000873
ACBK1g00819,Alsp-1-000874
ACBK1g00820,.
ACBK1g00821,Alsp-1-000876
ACBK1g00822,Alsp-1-000877
ACBK1g00823,Alsp-1-000878
ACBK1g00824,Alsp-1-000879
ACBK1g00825,Alsp-1-000880
ACBK1g00826,Alsp-1-000881
ACBK1g00827,Alsp-1-000882
ACBK1g00828,Alsp-1-000883
ACBK1g00829,Alsp-1-000884
ACBK1g00830,Alsp-1-000886
ACBK1g00831,Alsp-1-000888
ACBK1g00832,Alsp-1-000889
ACBK1g00833,Alsp-1-000891
ACBK1g00834,Alsp-1-000893
ACBK1g00835,Alsp-1-000894
ACBK1g00836,Alsp-1-000895
ACBK1g00837,Alsp-1-000896
ACBK1g00838,Alsp-1-000897
ACBK1g00839,Alsp-1-000898
ACBK1g00840,Alsp-1-000899
ACBK1g00841,Alsp-1-000900
ACBK1g00842,Alsp-1-000901
ACBK1g00843,Alsp-1-000902
ACBK1g00844,Alsp-1-000904
ACBK1g00845,Alsp-1-000905
ACBK1g00846,Alsp-1-000906
ACBK1g00847,.
ACBK1g00848,Alsp-1-000907
ACBK1g00849,Alsp-1-000908
ACBK1g00850,Alsp-1-000909
ACBK1g00851,Alsp-1-000911
ACBK1g00852,Alsp-1-000912
ACBK1g00853,Alsp-1-000913
ACBK1g00854,Alsp-1-000914
ACBK1g00855,Alsp-1-000915
ACBK1g00856,Alsp-1-000916
ACBK1g00857,Alsp-1-000917
ACBK1g00858,Alsp-1-000918
ACBK1g00859,Alsp-1-000919
ACBK1g00860,Alsp-1-000920
ACBK1g00861,Alsp-1-000921
ACBK1g00862,Alsp-1-000922
ACBK1g00863,Alsp-1-000923
ACBK1g00864,Alsp-1-000924
ACBK1g00865,Alsp-1-000925
ACBK1g00866,Alsp-1-000927
ACBK1g00867,Alsp-1-000928
ACBK1g00868,Alsp-1-000929
ACBK1g00869,Alsp-1-000931
ACBK1g00870,Alsp-1-000933
ACBK1g00871,Alsp-1-000934
ACBK1g00872,Alsp-1-000935
ACBK1g00873,Alsp-1-000936
ACBK1g00874,Alsp-1-000937
ACBK1g00875,Alsp-1-000938
ACBK1g00876,Alsp-1-000939
ACBK1g00877,Alsp-1-000940
ACBK1g00878,Alsp-1-000941
ACBK1g00879,Alsp-1-000942
ACBK1g00880,Alsp-1-000945
ACBK1g00881,.
ACBK1g00882,Alsp-1-000948
ACBK1g00883,Alsp-1-000950
ACBK1g00884,Alsp-1-000951
ACBK1g00885,Alsp-1-000952
ACBK1g00886,Alsp-1-000953
ACBK1g00887,Alsp-1-000954
ACBK1g00888,Alsp-1-000955
ACBK1g00889,Alsp-1-000956
ACBK1g00890,Alsp-1-000957
ACBK1g00891,Alsp-1-000958
ACBK1g00892,Alsp-1-000960
ACBK1g00893,Alsp-1-000961
ACBK1g00894,Alsp-1-000962
ACBK1g00895,Alsp-1-000963
ACBK1g00896,Alsp-1-000964
ACBK1g00897,Alsp-1-000965
ACBK1g00898,Alsp-1-000966
ACBK1g00899,Alsp-1-000967
ACBK1g00900,Alsp-1-000968
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Alsp-1-000969
ACBK1g00905,Alsp-1-000970
ACBK1g00906,Alsp-1-000975
ACBK1g00907,Alsp-1-000976
ACBK1g00908,Alsp-1-000977
ACBK1g00909,Alsp-1-000978
ACBK1g00910,Alsp-1-000979
ACBK1g00911,Alsp-1-000981
ACBK1g00912,Alsp-1-000982
ACBK1g00913,.
ACBK1g00914,Alsp-1-000983
ACBK1g00915,Alsp-1-000985
ACBK1g00916,Alsp-1-000987
ACBK1g00917,Alsp-1-000988
ACBK1g00918,Alsp-1-000989
ACBK1g00919,Alsp-1-000990
ACBK1g00920,Alsp-1-000991
ACBK1g00921,Alsp-1-000992
ACBK1g00922,Alsp-1-000993
ACBK1g00923,.
ACBK1g00924,Alsp-1-000995
ACBK1g00925,Alsp-1-000998
ACBK1g00926,Alsp-1-000999
ACBK1g00927,Alsp-1-001000
ACBK1g00928,Alsp-1-001001
ACBK1g00929,Alsp-1-001005
ACBK1g00930,Alsp-1-001006
ACBK1g00931,Alsp-1-001007
ACBK1g00932,.
ACBK1g00933,Alsp-1-001008
ACBK1g00934,.
ACBK1g00935,Alsp-1-001009
ACBK1g00936,Alsp-1-001010
ACBK1g00937,.
ACBK1g00938,Alsp-1-001012
ACBK1g00939,Alsp-1-001013
ACBK1g00940,Alsp-1-001014
ACBK1g00941,Alsp-1-001015
ACBK1g00942,Alsp-1-001016
ACBK1g00943,Alsp-1-001018
ACBK1g00944,.
ACBK1g00945,Alsp-1-001020
ACBK1g00946,Alsp-1-001022
ACBK1g00947,Alsp-1-001023
ACBK1g00948,Alsp-1-001024
ACBK1g00949,Alsp-1-001025
ACBK1g00950,Alsp-1-001027
ACBK1g00951,Alsp-1-001028
ACBK1g00952,Alsp-1-001031
ACBK1g00953,Alsp-1-001032
ACBK1g00954,Alsp-1-001033
ACBK1g00955,Alsp-1-001035
ACBK1g00956,Alsp-1-001036
ACBK1g00957,Alsp-1-001037
ACBK1g00958,Alsp-1-001038
ACBK1g00959,Alsp-1-001039
ACBK1g00960,Alsp-1-001040
ACBK1g00961,Alsp-1-001042
ACBK1g00962,Alsp-1-001043
ACBK1g00963,Alsp-1-001044
ACBK1g00964,Alsp-1-001045
ACBK1g00965,Alsp-1-001046
ACBK1g00966,Alsp-1-001047
ACBK1g00967,Alsp-1-001048
ACBK1g00968,Alsp-1-001049
ACBK1g00969,Alsp-1-001050
ACBK1g00970,Alsp-1-001051
ACBK1g00971,Alsp-1-001052
ACBK1g00972,Alsp-1-001053
ACBK1g00973,Alsp-1-001054
ACBK1g00974,Alsp-1-001055
ACBK1g00975,.
ACBK1g00976,Alsp-1-001056
ACBK1g00977,Alsp-1-001057
ACBK1g00978,Alsp-1-001058
ACBK1g00979,Alsp-1-001059
ACBK1g00980,Alsp-1-001060
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Alsp-1-001061
ACBK1g00984,.
ACBK1g00985,Alsp-1-001063
ACBK1g00986,Alsp-1-001068
ACBK1g00987,Alsp-1-001069
ACBK1g00988,.
ACBK1g00989,Alsp-1-001070
ACBK1g00990,Alsp-1-001071
ACBK1g00991,Alsp-1-001072
ACBK1g00992,Alsp-1-001073
ACBK1g00993,Alsp-1-001074
ACBK1g00994,Alsp-1-001075
ACBK1g00995,Alsp-1-001076
ACBK1g00996,Alsp-1-001077
ACBK1g00997,Alsp-1-001079
ACBK1g00998,Alsp-1-001080
ACBK1g00999,Alsp-1-001082
ACBK1g01000,Alsp-1-001083
ACBK1g01001,Alsp-1-001085
ACBK1g01002,Alsp-1-001089
ACBK1g01003,Alsp-1-001090
ACBK1g01004,Alsp-1-001091
ACBK1g01005,Alsp-1-001092
ACBK1g01006,Alsp-1-001093
ACBK1g01007,Alsp-1-001094
ACBK1g01008,Alsp-1-001095
ACBK1g01009,Alsp-1-001096
ACBK1g01010,Alsp-1-001097
ACBK1g01011,Alsp-1-001098
ACBK1g01012,.
ACBK1g01013,Alsp-1-001099
ACBK1g01014,Alsp-1-001100
ACBK1g01015,Alsp-1-001101
ACBK1g01016,Alsp-1-001102
ACBK1g01017,Alsp-1-001103
ACBK1g01018,Alsp-1-001104
ACBK1g01019,Alsp-1-001105
ACBK1g01020,Alsp-1-001106
ACBK1g01021,Alsp-1-001107
ACBK1g01022,Alsp-1-001108
ACBK1g01023,Alsp-1-001109
ACBK1g01024,Alsp-1-001110
ACBK1g01025,Alsp-1-001111
ACBK1g01026,Alsp-1-001112
ACBK1g01027,Alsp-1-001113
ACBK1g01028,Alsp-1-001114
ACBK1g01029,Alsp-1-001118
ACBK1g01030,Alsp-1-001119
ACBK1g01031,Alsp-1-001120
ACBK1g01032,.
ACBK1g01033,Alsp-1-001121
ACBK1g01034,Alsp-1-001122
ACBK1g01035,Alsp-1-001123
ACBK1g01036,Alsp-1-001124
ACBK1g01037,Alsp-1-001125
ACBK1g01038,Alsp-1-001126
ACBK1g01039,.
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,Alsp-1-001127
ACBK1g01043,.
ACBK1g01044,Alsp-1-001128
ACBK1g01045,Alsp-1-001134
ACBK1g01046,Alsp-1-001137
ACBK1g01047,.
ACBK1g01048,Alsp-1-001138
ACBK1g01049,Alsp-1-001139
ACBK1g01050,Alsp-1-001140
ACBK1g01051,.
ACBK1g01052,Alsp-1-001143
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Alsp-1-001144
ACBK1g01056,Alsp-1-001145
ACBK1g01057,Alsp-1-001146
ACBK1g01058,Alsp-1-001147
ACBK1g01059,Alsp-1-001149
ACBK1g01060,Alsp-1-001150
ACBK1g01061,Alsp-1-001151
ACBK1g01062,Alsp-1-001155
ACBK1g01063,Alsp-1-001156
ACBK1g01064,Alsp-1-001157
ACBK1g01065,Alsp-1-001158
ACBK1g01066,Alsp-1-001159
ACBK1g01067,.
ACBK1g01068,Alsp-1-001160
ACBK1g01069,Alsp-1-001161
ACBK1g01070,Alsp-1-001162
ACBK1g01071,Alsp-1-001163
ACBK1g01072,Alsp-1-001164
ACBK1g01073,Alsp-1-001165
ACBK1g01074,Alsp-1-001166
ACBK1g01075,.
ACBK1g01076,Alsp-1-001169
ACBK1g01077,Alsp-1-001171
ACBK1g01078,Alsp-1-001172
ACBK1g01079,.
ACBK1g01080,Alsp-1-001173
ACBK1g01081,Alsp-1-001175
ACBK1g01082,Alsp-1-001176
ACBK1g01083,Alsp-1-001177
ACBK1g01084,Alsp-1-001178
ACBK1g01085,Alsp-1-001179
ACBK1g01086,Alsp-1-001181
ACBK1g01087,Alsp-1-001182
ACBK1g01088,Alsp-1-001183
ACBK1g01089,Alsp-1-001184
ACBK1g01090,Alsp-1-001185
ACBK1g01091,.
ACBK1g01092,Alsp-1-001186
ACBK1g01093,Alsp-1-001187
ACBK1g01094,Alsp-1-001188
ACBK1g01095,Alsp-1-001189
ACBK1g01096,Alsp-1-001190
ACBK1g01097,Alsp-1-001191
ACBK1g01098,Alsp-1-001192
ACBK1g01099,Alsp-1-001193
ACBK1g01100,Alsp-1-001194
ACBK1g01101,Alsp-1-001195
ACBK1g01102,Alsp-1-001196
ACBK1g01103,.
ACBK1g01104,Alsp-1-001197
ACBK1g01105,Alsp-1-001198
ACBK1g01106,.
ACBK1g01107,Alsp-1-001199
ACBK1g01108,Alsp-1-001200
ACBK1g01109,Alsp-1-001201
ACBK1g01110,Alsp-1-001202
ACBK1g01111,Alsp-1-001203
ACBK1g01112,.
ACBK1g01113,Alsp-1-001204
ACBK1g01114,Alsp-1-001205
ACBK1g01115,Alsp-1-001206
ACBK1g01116,Alsp-1-001207
ACBK1g01117,Alsp-1-001209
ACBK1g01118,Alsp-1-001210
ACBK1g01119,Alsp-1-001211
ACBK1g01120,Alsp-1-001212
ACBK1g01121,Alsp-1-001213
ACBK1g01122,Alsp-1-001214
ACBK1g01123,Alsp-1-001216
ACBK1g01124,Alsp-1-001217
ACBK1g01125,Alsp-1-001218
ACBK1g01126,Alsp-1-001219
ACBK1g01127,Alsp-1-001220
ACBK1g01128,Alsp-1-001221
ACBK1g01129,Alsp-1-001222
ACBK1g01130,.
ACBK1g01131,Alsp-1-001225
ACBK1g01132,.
ACBK1g01133,Alsp-1-001226
ACBK1g01134,Alsp-1-001227
ACBK1g01135,Alsp-1-001229
ACBK1g01136,.
ACBK1g01137,Alsp-1-001230
ACBK1g01138,Alsp-1-001231
ACBK1g01139,Alsp-1-001232
ACBK1g01140,Alsp-1-001234
ACBK1g01141,Alsp-1-001235
ACBK1g01142,.
ACBK1g01143,Alsp-1-001238
ACBK1g01144,Alsp-1-001239
ACBK1g01145,Alsp-1-001240
ACBK1g01146,Alsp-1-001241
ACBK1g01147,Alsp-1-001242
ACBK1g01148,Alsp-1-001243
ACBK1g01149,Alsp-1-001244
ACBK1g01150,Alsp-1-001245
ACBK1g01151,Alsp-1-001247
ACBK1g01152,Alsp-1-001248
ACBK1g01153,Alsp-1-001249
ACBK1g01154,Alsp-1-001250
ACBK1g01155,Alsp-1-001251
ACBK1g01156,Alsp-1-001252
ACBK1g01157,Alsp-1-001254
ACBK1g01158,Alsp-1-001255
ACBK1g01159,Alsp-1-001256
ACBK1g01160,Alsp-1-001258
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,Alsp-1-001259
ACBK1g01167,Alsp-1-001260
ACBK1g01168,Alsp-1-001261
ACBK1g01169,Alsp-1-001262
ACBK1g01170,Alsp-1-001264
ACBK1g01171,Alsp-1-001265
ACBK1g01172,Alsp-1-001267
ACBK1g01173,Alsp-1-001268
ACBK1g01174,Alsp-1-001269
ACBK1g01175,Alsp-1-001270
ACBK1g01176,Alsp-1-001271
ACBK1g01177,Alsp-1-001272
ACBK1g01178,Alsp-1-001273
ACBK1g01179,Alsp-1-001274
ACBK1g01180,Alsp-1-001275
ACBK1g01181,Alsp-1-001276
ACBK1g01182,Alsp-1-001277
ACBK1g01183,Alsp-1-001278
ACBK1g01184,Alsp-1-001279
ACBK1g01185,Alsp-1-001280
ACBK1g01186,.
ACBK1g01187,.
ACBK1g01188,.
ACBK1g01189,.
ACBK1g01190,.
ACBK1g01191,Alsp-1-001286
ACBK1g01192,Alsp-1-001305
ACBK1g01193,Alsp-1-001306
ACBK1g01194,Alsp-1-001307
ACBK1g01195,Alsp-1-001308
ACBK1g01196,.
ACBK1g01197,Alsp-1-001309
ACBK1g01198,Alsp-1-001310
ACBK1g01199,.
ACBK1g01200,Alsp-1-001311
ACBK1g01201,Alsp-1-001312
ACBK1g01202,Alsp-1-001314
ACBK1g01203,Alsp-1-001315
ACBK1g01204,.
ACBK1g01205,.
ACBK1g01206,Alsp-1-001317
ACBK1g01207,Alsp-1-001318
ACBK1g01208,Alsp-1-001319
ACBK1g01209,Alsp-1-001320
ACBK1g01210,Alsp-1-001321
ACBK1g01211,.
ACBK1g01212,Alsp-1-001322
ACBK1g01213,.
ACBK1g01214,.
ACBK1g01215,Alsp-1-001323
ACBK1g01216,Alsp-1-001324
ACBK1g01217,Alsp-1-001325
ACBK1g01218,Alsp-1-001326
ACBK1g01219,Alsp-1-001327
ACBK1g01220,Alsp-1-001328
ACBK1g01221,Alsp-1-001329
ACBK1g01222,Alsp-1-001330
ACBK1g01223,Alsp-1-001331
ACBK1g01224,Alsp-1-001332
ACBK1g01225,Alsp-1-001333
ACBK1g01226,Alsp-1-001334
ACBK1g01227,Alsp-1-001335
ACBK1g01228,Alsp-1-001336
ACBK1g01229,.
ACBK1g01230,Alsp-1-001338
ACBK1g01231,Alsp-1-001339
ACBK1g01232,Alsp-1-001342
ACBK1g01233,.
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,Alsp-1-001346
ACBK1g01237,Alsp-1-001347
ACBK1g01238,Alsp-1-001348
ACBK1g01239,Alsp-1-001350
ACBK1g01240,Alsp-1-001351
ACBK1g01241,Alsp-1-001352
ACBK1g01242,Alsp-1-001353
ACBK1g01243,Alsp-1-001354
ACBK1g01244,Alsp-1-001356
ACBK1g01245,Alsp-1-001357
ACBK1g01246,Alsp-1-001358
ACBK1g01247,.
ACBK1g01248,Alsp-1-001360
ACBK1g01249,Alsp-1-001361
ACBK1g01250,Alsp-1-001362
ACBK1g01251,Alsp-1-001363
ACBK1g01252,Alsp-1-001364
ACBK1g01253,Alsp-1-001368
ACBK1g01254,Alsp-1-001369
ACBK1g01255,Alsp-1-001370
ACBK1g01256,Alsp-1-001371
ACBK1g01257,Alsp-1-001373
ACBK1g01258,Alsp-1-001374
ACBK1g01259,Alsp-1-001375
ACBK1g01260,Alsp-1-001377
ACBK1g01261,Alsp-1-001379
ACBK1g01262,Alsp-1-001380
ACBK1g01263,Alsp-1-001382
ACBK1g01264,Alsp-1-001384
ACBK1g01265,Alsp-1-001385
ACBK1g01266,Alsp-1-001386
ACBK1g01267,Alsp-1-001387
ACBK1g01268,Alsp-1-001390
ACBK1g01269,Alsp-1-001392
ACBK1g01270,Alsp-1-001393
ACBK1g01271,Alsp-1-001394
ACBK1g01272,.
ACBK1g01273,Alsp-1-001395
ACBK1g01274,Alsp-1-001396
ACBK1g01275,Alsp-1-001397
ACBK1g01276,.
ACBK1g01277,Alsp-1-001399
ACBK1g01278,Alsp-1-001400
ACBK1g01279,.
ACBK1g01280,.
ACBK1g01281,.
ACBK1g01282,Alsp-1-001404
ACBK1g01283,Alsp-1-001405
ACBK1g01284,Alsp-1-001406
ACBK1g01285,Alsp-1-001407
ACBK1g01286,Alsp-1-001408
ACBK1g01287,Alsp-1-001409
ACBK1g01288,.
ACBK1g01289,Alsp-1-001410
ACBK1g01290,Alsp-1-001411
ACBK1g01291,Alsp-1-001412
ACBK1g01292,Alsp-1-001413
ACBK1g01293,Alsp-1-001414
ACBK1g01294,Alsp-1-001415
ACBK1g01295,.
ACBK1g01296,Alsp-1-001416
ACBK1g01297,Alsp-1-001417
ACBK1g01298,Alsp-1-001420
ACBK1g01299,Alsp-1-001422
ACBK1g01300,.
ACBK1g01301,Alsp-1-001423
ACBK1g01302,Alsp-1-001424
ACBK1g01303,Alsp-1-001425
ACBK1g01304,Alsp-1-001426
ACBK1g01305,Alsp-1-001427
ACBK1g01306,Alsp-1-001428
ACBK1g01307,Alsp-1-001429
ACBK1g01308,Alsp-1-001430
ACBK1g01309,Alsp-1-001431
ACBK1g01310,Alsp-1-001432
ACBK1g01311,Alsp-1-001433
ACBK1g01312,Alsp-1-001435
ACBK1g01313,Alsp-1-001436
ACBK1g01314,Alsp-1-001438
ACBK1g01315,Alsp-1-001439
ACBK1g01316,Alsp-1-001440
ACBK1g01317,Alsp-1-001441
ACBK1g01318,Alsp-1-001442
ACBK1g01319,Alsp-1-001444
ACBK1g01320,Alsp-1-001446
ACBK1g01321,Alsp-1-001448
ACBK1g01322,Alsp-1-001449
ACBK1g01323,Alsp-1-001450
ACBK1g01324,Alsp-1-001451
ACBK1g01325,Alsp-1-001452
ACBK1g01326,Alsp-1-001453
ACBK1g01327,Alsp-1-001454
ACBK1g01328,Alsp-1-001455
ACBK1g01329,Alsp-1-001456
ACBK1g01330,Alsp-1-001457
ACBK1g01331,Alsp-1-001459
ACBK1g01332,Alsp-1-001460
ACBK1g01333,.
ACBK1g01334,Alsp-1-001461
ACBK1g01335,Alsp-1-001462
ACBK1g01336,Alsp-1-001463
ACBK1g01337,Alsp-1-001464
ACBK1g01338,Alsp-1-001466
ACBK1g01339,Alsp-1-001467
ACBK1g01340,Alsp-1-001468
ACBK1g01341,Alsp-1-001469
ACBK1g01342,Alsp-1-001470
ACBK1g01343,Alsp-1-001471
ACBK1g01344,Alsp-1-001472
ACBK1g01345,Alsp-1-001473
ACBK1g01346,Alsp-1-001475
ACBK1g01347,Alsp-1-001476
ACBK1g01348,Alsp-1-001477
ACBK1g01349,Alsp-1-001478
ACBK1g01350,.
ACBK1g01351,Alsp-1-001479
ACBK1g01352,Alsp-1-001481
ACBK1g01353,Alsp-1-001482
ACBK1g01354,Alsp-1-001483
ACBK1g01355,Alsp-1-001484
ACBK1g01356,Alsp-1-001485
ACBK1g01357,.
ACBK1g01358,Alsp-1-001486
ACBK1g01359,Alsp-1-001487
ACBK1g01360,Alsp-1-001488
ACBK1g01361,Alsp-1-001489
ACBK1g01362,.
ACBK1g01363,Alsp-1-001491
ACBK1g01364,Alsp-1-001492
ACBK1g01365,.
ACBK1g01366,Alsp-1-001493
ACBK1g01367,Alsp-1-001494
ACBK1g01368,Alsp-1-001495
ACBK1g01369,Alsp-1-001497
ACBK1g01370,.
ACBK1g01371,Alsp-1-001500
ACBK1g01372,Alsp-1-001502
ACBK1g01373,Alsp-1-001504
ACBK1g01374,Alsp-1-001505
ACBK1g01375,Alsp-1-001506
ACBK1g01376,Alsp-1-001507
ACBK1g01377,Alsp-1-001508
ACBK1g01378,Alsp-1-001509
ACBK1g01379,Alsp-1-001510
ACBK1g01380,Alsp-1-001511
ACBK1g01381,Alsp-1-001512
ACBK1g01382,Alsp-1-001513
ACBK1g01383,Alsp-1-001514
ACBK1g01384,.
ACBK1g01385,Alsp-1-001515
ACBK1g01386,Alsp-1-001516
ACBK1g01387,Alsp-1-001517
ACBK1g01388,Alsp-1-001518
ACBK1g01389,Alsp-1-001519
ACBK1g01390,Alsp-1-001520
ACBK1g01391,Alsp-1-001521
ACBK1g01392,Alsp-1-001523
ACBK1g01393,Alsp-1-001525
ACBK1g01394,Alsp-1-001526
ACBK1g01395,Alsp-1-001527
ACBK1g01396,Alsp-1-001528
ACBK1g01397,.
ACBK1g01398,Alsp-1-001529
ACBK1g01399,Alsp-1-001530
ACBK1g01400,Alsp-1-001531
ACBK1g01401,Alsp-1-001532
ACBK1g01402,Alsp-1-001533
ACBK1g01403,Alsp-1-001534
ACBK1g01404,Alsp-1-001535
ACBK1g01405,Alsp-1-001536
ACBK1g01406,Alsp-1-001537
ACBK1g01407,Alsp-1-001538
ACBK1g01408,Alsp-1-001539
ACBK1g01409,Alsp-1-001540
ACBK1g01410,Alsp-1-001541
ACBK1g01411,Alsp-1-001542
ACBK1g01412,Alsp-1-001543
ACBK1g01413,Alsp-1-001544
ACBK1g01414,Alsp-1-001545
ACBK1g01415,Alsp-1-001546
ACBK1g01416,Alsp-1-001548
ACBK1g01417,Alsp-1-001549
ACBK1g01418,Alsp-1-001551
ACBK1g01419,Alsp-1-001552
ACBK1g01420,Alsp-1-001553
ACBK1g01421,Alsp-1-001554
ACBK1g01422,Alsp-1-001555
ACBK1g01423,Alsp-1-001557
ACBK1g01424,Alsp-1-001558
ACBK1g01425,Alsp-1-001560
ACBK1g01426,Alsp-1-001561
ACBK1g01427,Alsp-1-001562
ACBK1g01428,.
ACBK1g01429,Alsp-1-001563
ACBK1g01430,Alsp-1-001564
ACBK1g01431,Alsp-1-001565
ACBK1g01432,Alsp-1-001566
ACBK1g01433,Alsp-1-001567
ACBK1g01434,Alsp-1-001568
ACBK1g01435,Alsp-1-001569
ACBK1g01436,Alsp-1-001570
ACBK1g01437,Alsp-1-001572
ACBK1g01438,Alsp-1-001573
ACBK1g01439,Alsp-1-001574
ACBK1g01440,Alsp-1-001575
ACBK1g01441,Alsp-1-001576
ACBK1g01442,Alsp-1-001577
ACBK1g01443,Alsp-1-001578
ACBK1g01444,Alsp-1-001580
ACBK1g01445,.
ACBK1g01446,Alsp-1-001582
ACBK1g01447,Alsp-1-001583
ACBK1g01448,Alsp-1-001585
ACBK1g01449,Alsp-1-001586
ACBK1g01450,Alsp-1-001587
ACBK1g01451,Alsp-1-001588
ACBK1g01452,Alsp-1-001589
ACBK1g01453,.
ACBK1g01454,.
ACBK1g01455,Alsp-1-001590
ACBK1g01456,Alsp-1-001591
ACBK1g01457,Alsp-1-001592
ACBK1g01458,Alsp-1-001593
ACBK1g01459,Alsp-1-001594
ACBK1g01460,Alsp-1-001595
ACBK1g01461,.
ACBK1g01462,Alsp-1-001596
ACBK1g01463,Alsp-1-001597
ACBK1g01464,Alsp-1-001598
ACBK1g01465,Alsp-1-001599
ACBK1g01466,Alsp-1-001600
ACBK1g01467,Alsp-1-001601
ACBK1g01468,Alsp-1-001602
ACBK1g01469,Alsp-1-001603
ACBK1g01470,Alsp-1-001605
ACBK1g01471,Alsp-1-001606
ACBK1g01472,Alsp-1-001607
ACBK1g01473,Alsp-1-001608
ACBK1g01474,Alsp-1-001609
ACBK1g01475,Alsp-1-001610
ACBK1g01476,Alsp-1-001611
ACBK1g01477,Alsp-1-001612
ACBK1g01478,Alsp-1-001613
ACBK1g01479,.
ACBK1g01480,Alsp-1-001614
ACBK1g01481,Alsp-1-001615
ACBK1g01482,.
ACBK1g01483,Alsp-1-001616
ACBK1g01484,.
ACBK1g01485,.
ACBK1g01486,Alsp-1-001617
ACBK1g01487,Alsp-1-001618
ACBK1g01488,Alsp-1-001620
ACBK1g01489,Alsp-1-001621
ACBK1g01490,Alsp-1-001622
ACBK1g01491,Alsp-1-001623
ACBK1g01492,Alsp-1-001624
ACBK1g01493,Alsp-1-001625
ACBK1g01494,Alsp-1-001626
ACBK1g01495,Alsp-1-001627
ACBK1g01496,Alsp-1-001628
ACBK1g01497,Alsp-1-001629
ACBK1g01498,Alsp-1-001630
ACBK1g01499,Alsp-1-001632
ACBK1g01500,Alsp-1-001633
ACBK1g01501,Alsp-1-001634
ACBK1g01502,Alsp-1-001635
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,.
ACBK1g01506,Alsp-1-001640
ACBK1g01507,Alsp-1-001642
ACBK1g01508,Alsp-1-001643
ACBK1g01509,Alsp-1-001644
ACBK1g01510,Alsp-1-001647
ACBK1g01511,Alsp-1-001649
ACBK1g01512,Alsp-1-001650
ACBK1g01513,Alsp-1-001651
ACBK1g01514,Alsp-1-001652
ACBK1g01515,Alsp-1-001653
ACBK1g01516,Alsp-1-001654
ACBK1g01517,Alsp-1-001655
ACBK1g01518,Alsp-1-001656
ACBK1g01519,Alsp-1-001657
ACBK1g01520,.
ACBK1g01521,Alsp-1-001660
ACBK1g01522,Alsp-1-001661
ACBK1g01523,Alsp-1-001662
ACBK1g01524,Alsp-1-001663
ACBK1g01525,Alsp-1-001664
ACBK1g01526,Alsp-1-001665
ACBK1g01527,Alsp-1-001666
ACBK1g01528,Alsp-1-001667
ACBK1g01529,Alsp-1-001668
ACBK1g01530,Alsp-1-001670
ACBK1g01531,Alsp-1-001671
ACBK1g01532,Alsp-1-001673
ACBK1g01533,Alsp-1-001674
ACBK1g01534,Alsp-1-001676
ACBK1g01535,Alsp-1-001677
ACBK1g01536,Alsp-1-001679
ACBK1g01537,Alsp-1-001680
ACBK1g01538,Alsp-1-001681
ACBK1g01539,Alsp-1-001683
ACBK1g01540,Alsp-1-001684
ACBK1g01541,Alsp-1-001685
ACBK1g01542,Alsp-1-001686
ACBK1g01543,Alsp-1-001687
ACBK1g01544,Alsp-1-001688
ACBK1g01545,Alsp-1-001689
ACBK1g01546,Alsp-1-001690
