ACBK1g00001,Chivh-1-000008
ACBK1g00837,Chivh-1-000886
ACBK1g00838,Chivh-1-000887
ACBK1g00839,Chivh-1-000888
ACBK1g00840,Chivh-1-000889
ACBK1g00841,.
ACBK1g00842,Chivh-1-000891
ACBK1g00843,Chivh-1-000892
ACBK1g00844,.
ACBK1g00845,Chivh-1-000895
ACBK1g00846,Chivh-1-000896
ACBK1g00847,.
ACBK1g00848,.
ACBK1g00849,Chivh-1-000897
ACBK1g00850,Chivh-1-000898
ACBK1g00851,Chivh-1-000900
ACBK1g00852,Chivh-1-000901
ACBK1g00853,Chivh-1-000902
ACBK1g00854,.
ACBK1g00855,Chivh-1-000903
ACBK1g00856,Chivh-1-000904
ACBK1g00857,Chivh-1-000905
ACBK1g00858,Chivh-1-000906
ACBK1g00859,Chivh-1-000907
ACBK1g00860,Chivh-1-000908
ACBK1g00861,Chivh-1-000909
ACBK1g00862,Chivh-1-000910
ACBK1g00863,Chivh-1-000911
ACBK1g00864,Chivh-1-000912
ACBK1g00865,Chivh-1-000913
ACBK1g00866,Chivh-1-000916
ACBK1g00867,Chivh-1-000917
ACBK1g00868,Chivh-1-000918
ACBK1g00869,Chivh-1-000919
ACBK1g00870,Chivh-1-000929
ACBK1g00871,Chivh-1-000931
ACBK1g00872,Chivh-1-000932
ACBK1g00873,Chivh-1-000934
ACBK1g00874,Chivh-1-000935
ACBK1g00875,.
ACBK1g00876,Chivh-1-000937
ACBK1g00877,Chivh-1-000938
ACBK1g00878,Chivh-1-000939
ACBK1g00879,Chivh-1-000940
ACBK1g00880,.
ACBK1g00881,Chivh-1-000943
ACBK1g00882,Chivh-1-000944
ACBK1g00883,.
ACBK1g00884,Chivh-1-000947
ACBK1g00885,Chivh-1-000948
ACBK1g00886,Chivh-1-000950
ACBK1g00887,Chivh-1-000951
ACBK1g00888,Chivh-1-000952
ACBK1g00889,Chivh-1-000953
ACBK1g00890,Chivh-1-000954
ACBK1g00891,Chivh-1-000955
ACBK1g00892,Chivh-1-000960
ACBK1g00893,Chivh-1-000961
ACBK1g00894,.
ACBK1g00895,Chivh-1-000962
ACBK1g00896,.
ACBK1g00897,Chivh-1-000964
ACBK1g00898,Chivh-1-000965
ACBK1g00899,Chivh-1-000966
ACBK1g00900,.
ACBK1g00901,.
ACBK1g00902,.
ACBK1g00903,.
ACBK1g00904,Chivh-1-000968
ACBK1g00905,Chivh-1-000969
ACBK1g00906,Chivh-1-000970
ACBK1g00907,Chivh-1-000971
ACBK1g00908,Chivh-1-000973
ACBK1g00909,.
ACBK1g00910,Chivh-1-000975
ACBK1g00911,.
ACBK1g00912,Chivh-1-000978
ACBK1g00913,.
ACBK1g00914,Chivh-1-000979
ACBK1g00915,Chivh-1-000980
ACBK1g00916,.
ACBK1g00917,Chivh-1-000982
ACBK1g00918,Chivh-1-000983
ACBK1g00919,Chivh-1-000984
ACBK1g00920,.
ACBK1g00921,Chivh-1-000985
ACBK1g00922,.
ACBK1g00923,.
ACBK1g00924,Chivh-1-000988
ACBK1g00925,Chivh-1-000990
ACBK1g00926,Chivh-1-000991
ACBK1g00927,Chivh-1-000993
ACBK1g00928,.
ACBK1g00929,Chivh-1-000995
ACBK1g00930,Chivh-1-000997
ACBK1g00931,Chivh-1-000998
ACBK1g00932,Chivh-1-000999
ACBK1g00933,Chivh-1-001000
ACBK1g00934,Chivh-1-001001
ACBK1g00935,Chivh-1-001003
ACBK1g00936,.
ACBK1g00937,.
ACBK1g00938,Chivh-1-001008
ACBK1g00939,Chivh-1-001009
ACBK1g00940,Chivh-1-001010
ACBK1g00941,.
ACBK1g00942,Chivh-1-001012
ACBK1g00943,.
ACBK1g00944,.
ACBK1g00945,Chivh-1-001014
ACBK1g00946,Chivh-1-001015
ACBK1g00947,.
ACBK1g00948,.
ACBK1g00949,.
ACBK1g00950,Chivh-1-001019
ACBK1g00951,Chivh-1-001020
ACBK1g00952,Chivh-1-001023
ACBK1g00953,Chivh-1-001026
ACBK1g00954,Chivh-1-001027
ACBK1g00955,Chivh-1-001043
ACBK1g00956,Chivh-1-001044
ACBK1g00957,Chivh-1-001045
ACBK1g00958,Chivh-1-001046
ACBK1g00959,Chivh-1-001033
ACBK1g00960,Chivh-1-001048
ACBK1g00961,Chivh-1-001050
ACBK1g00962,Chivh-1-001051
ACBK1g00963,.
ACBK1g00964,.
ACBK1g00965,.
ACBK1g00966,Chivh-1-001041
ACBK1g00967,Chivh-1-001056
ACBK1g00968,Chivh-1-001057
ACBK1g00969,Chivh-1-001058
ACBK1g00970,.
ACBK1g00971,Chivh-1-001060
ACBK1g00972,Chivh-1-001061
ACBK1g00973,Chivh-1-001062
ACBK1g00974,Chivh-1-001063
ACBK1g00975,.
ACBK1g00976,.
ACBK1g00977,Chivh-1-001065
ACBK1g00978,.
ACBK1g00979,.
ACBK1g00980,Chivh-1-001068
ACBK1g00981,.
ACBK1g00982,.
ACBK1g00983,Chivh-1-001069
ACBK1g00984,.
ACBK1g00985,Chivh-1-001070
ACBK1g00986,Chivh-1-001071
ACBK1g00987,Chivh-1-001073
ACBK1g00988,Chivh-1-001075
ACBK1g00989,.
ACBK1g00990,.
ACBK1g00991,Chivh-1-001077
ACBK1g00992,Chivh-1-001078
ACBK1g00993,Chivh-1-001079
ACBK1g00994,Chivh-1-001080
ACBK1g00995,Chivh-1-001081
ACBK1g00996,Chivh-1-001082
ACBK1g00997,Chivh-1-001084
ACBK1g00998,Chivh-1-001085
ACBK1g00999,Chivh-1-001087
ACBK1g01000,Chivh-1-001088
ACBK1g01001,.
ACBK1g01002,Chivh-1-001094
ACBK1g01003,Chivh-1-001095
ACBK1g01004,Chivh-1-001096
ACBK1g01005,.
ACBK1g01006,Chivh-1-001098
ACBK1g01007,Chivh-1-001099
ACBK1g01008,Chivh-1-001100
ACBK1g01009,Chivh-1-001101
ACBK1g01010,Chivh-1-001102
ACBK1g01011,Chivh-1-001103
ACBK1g01012,.
ACBK1g01013,Chivh-1-001104
ACBK1g01014,Chivh-1-001105
ACBK1g01015,Chivh-1-001106
ACBK1g01016,Chivh-1-001107
ACBK1g01017,Chivh-1-001108
ACBK1g01018,Chivh-1-001109
ACBK1g01019,.
ACBK1g01020,Chivh-1-001112
ACBK1g01021,Chivh-1-001113
ACBK1g01022,Chivh-1-001114
ACBK1g01023,.
ACBK1g01024,Chivh-1-001116
ACBK1g01025,Chivh-1-001117
ACBK1g01026,Chivh-1-001119
ACBK1g01027,Chivh-1-001120
ACBK1g01028,.
ACBK1g01029,Chivh-1-001123
ACBK1g01030,.
ACBK1g01031,Chivh-1-001124
ACBK1g01032,.
ACBK1g01033,Chivh-1-001125
ACBK1g01034,Chivh-1-001126
ACBK1g01035,Chivh-1-001127
ACBK1g01036,Chivh-1-001129
ACBK1g01037,Chivh-1-001130
ACBK1g01038,Chivh-1-001131
ACBK1g01039,Chivh-1-001132
ACBK1g01040,.
ACBK1g01041,.
ACBK1g01042,.
ACBK1g01043,.
ACBK1g01044,Chivh-1-001138
ACBK1g01045,Chivh-1-001141
ACBK1g01046,Chivh-1-001145
ACBK1g01047,.
ACBK1g01048,Chivh-1-001146
ACBK1g01049,Chivh-1-001151
ACBK1g01050,.
ACBK1g01051,.
ACBK1g01052,Chivh-1-001153
ACBK1g01053,.
ACBK1g01054,.
ACBK1g01055,Chivh-1-001154
ACBK1g01056,Chivh-1-001155
ACBK1g01057,.
ACBK1g01058,.
ACBK1g01059,Chivh-1-001159
ACBK1g01060,Chivh-1-001160
ACBK1g01061,Chivh-1-001161
ACBK1g01062,Chivh-1-001162
ACBK1g01063,Chivh-1-001163
ACBK1g01064,Chivh-1-001164
ACBK1g01065,.
ACBK1g01066,Chivh-1-001167
ACBK1g01067,.
ACBK1g01068,Chivh-1-001168
ACBK1g01069,Chivh-1-001169
ACBK1g01070,Chivh-1-001170
ACBK1g01071,Chivh-1-001171
ACBK1g01072,.
ACBK1g01073,Chivh-1-001172
ACBK1g01074,Chivh-1-001173
ACBK1g01075,Chivh-1-001174
ACBK1g01076,Chivh-1-001175
ACBK1g01077,Chivh-1-001176
ACBK1g01078,Chivh-1-001177
ACBK1g01079,Chivh-1-001178
ACBK1g01080,Chivh-1-001179
ACBK1g01081,Chivh-1-001181
ACBK1g01082,Chivh-1-001182
ACBK1g01083,.
ACBK1g01084,Chivh-1-001184
ACBK1g01085,Chivh-1-001185
ACBK1g01086,.
ACBK1g01087,Chivh-1-001187
ACBK1g01088,Chivh-1-001189
ACBK1g01089,Chivh-1-001190
ACBK1g01090,.
ACBK1g01091,.
ACBK1g01092,.
ACBK1g01093,Chivh-1-001192
ACBK1g01094,.
ACBK1g01095,Chivh-1-001193
ACBK1g01096,Chivh-1-001195
ACBK1g01097,Chivh-1-001196
ACBK1g01098,.
ACBK1g01099,Chivh-1-001197
ACBK1g01100,.
ACBK1g01101,Chivh-1-001199
ACBK1g01102,Chivh-1-001200
ACBK1g01103,.
ACBK1g01104,Chivh-1-001202
ACBK1g01105,Chivh-1-001204
ACBK1g01106,.
ACBK1g01107,Chivh-1-001205
ACBK1g01108,Chivh-1-001206
ACBK1g01109,Chivh-1-001207
ACBK1g01110,Chivh-1-001208
ACBK1g01111,Chivh-1-001209
ACBK1g01112,.
ACBK1g01113,Chivh-1-001211
ACBK1g01114,Chivh-1-001212
ACBK1g01115,Chivh-1-001213
ACBK1g01116,Chivh-1-001215
ACBK1g01117,Chivh-1-001217
ACBK1g01118,Chivh-1-001218
ACBK1g01119,Chivh-1-001219
ACBK1g01120,Chivh-1-001221
ACBK1g01121,Chivh-1-001222
ACBK1g01122,Chivh-1-001224
ACBK1g01123,Chivh-1-001225
ACBK1g01124,Chivh-1-001226
ACBK1g01125,.
ACBK1g01126,.
ACBK1g01127,.
ACBK1g01128,.
ACBK1g01129,.
ACBK1g01130,.
ACBK1g01131,Chivh-1-001231
ACBK1g01132,Chivh-1-001233
ACBK1g01133,Chivh-1-001235
ACBK1g01134,Chivh-1-001236
ACBK1g01135,Chivh-1-001238
ACBK1g01136,.
ACBK1g01137,.
ACBK1g01138,Chivh-1-001240
ACBK1g01139,Chivh-1-001248
ACBK1g01140,.
ACBK1g01141,Chivh-1-001251
ACBK1g01142,Chivh-1-001253
ACBK1g01143,Chivh-1-001257
ACBK1g01144,Chivh-1-001258
ACBK1g01145,Chivh-1-001259
ACBK1g01146,Chivh-1-001260
ACBK1g01147,Chivh-1-001261
ACBK1g01148,Chivh-1-001262
ACBK1g01149,.
ACBK1g01150,Chivh-1-001264
ACBK1g01151,Chivh-1-001265
ACBK1g01152,Chivh-1-001266
ACBK1g01153,Chivh-1-001267
ACBK1g01154,Chivh-1-001269
ACBK1g01155,.
ACBK1g01156,Chivh-1-001270
ACBK1g01157,Chivh-1-001272
ACBK1g01158,Chivh-1-001273
ACBK1g01159,Chivh-1-001274
ACBK1g01160,Chivh-1-001275
ACBK1g01161,.
ACBK1g01162,.
ACBK1g01163,.
ACBK1g01164,.
ACBK1g01165,.
ACBK1g01166,Chivh-1-001278
ACBK1g01167,Chivh-1-001279
ACBK1g01168,Chivh-1-001280
ACBK1g01169,Chivh-1-001282
ACBK1g01170,Chivh-1-001284
ACBK1g01171,.
ACBK1g01172,.
ACBK1g01173,Chivh-1-001287
ACBK1g01174,Chivh-1-001288
ACBK1g01175,Chivh-1-001289
ACBK1g01176,Chivh-1-001290
ACBK1g01177,Chivh-1-001292
ACBK1g01178,Chivh-1-001293
ACBK1g01179,.
ACBK1g01180,Chivh-1-001295
ACBK1g01181,.
ACBK1g01182,.
ACBK1g01183,Chivh-1-001297
ACBK1g01184,Chivh-1-001300
ACBK1g01185,Chivh-1-001301
ACBK1g01186,Chivh-1-001302
ACBK1g01187,.
ACBK1g01188,.
ACBK1g01189,Chivh-1-001306
ACBK1g01190,Chivh-1-001313
ACBK1g01191,Chivh-1-001316
ACBK1g01192,Chivh-1-001320
ACBK1g01193,Chivh-1-001322
ACBK1g01194,Chivh-1-001323
ACBK1g01195,Chivh-1-001324
ACBK1g01196,.
ACBK1g01197,Chivh-1-001326
ACBK1g01198,Chivh-1-001327
ACBK1g01199,Chivh-1-001328
ACBK1g01200,.
ACBK1g01201,Chivh-1-001330
ACBK1g01202,Chivh-1-001331
ACBK1g01203,Chivh-1-001332
ACBK1g01204,Chivh-1-001337
ACBK1g01205,.
ACBK1g01206,.
ACBK1g01207,Chivh-1-001339
ACBK1g01208,Chivh-1-001340
ACBK1g01209,.
ACBK1g01210,.
ACBK1g01211,Chivh-1-001343
ACBK1g01212,.
ACBK1g01213,Chivh-1-001344
ACBK1g01214,.
ACBK1g01215,.
ACBK1g01216,Chivh-1-001346
ACBK1g01217,Chivh-1-001347
ACBK1g01218,Chivh-1-001348
ACBK1g01219,Chivh-1-001349
ACBK1g01220,Chivh-1-001350
ACBK1g01221,Chivh-1-001351
ACBK1g01222,Chivh-1-001352
ACBK1g01223,Chivh-1-001353
ACBK1g01224,Chivh-1-001356
ACBK1g01225,Chivh-1-001357
ACBK1g01226,Chivh-1-001358
ACBK1g01227,.
ACBK1g01228,Chivh-1-001360
ACBK1g01229,.
ACBK1g01230,.
ACBK1g01231,Chivh-1-001362
ACBK1g01232,Chivh-1-001363
ACBK1g01233,Chivh-1-001365
ACBK1g01234,.
ACBK1g01235,.
ACBK1g01236,Chivh-1-001368
ACBK1g01237,.
ACBK1g01238,Chivh-1-001373
ACBK1g01239,.
ACBK1g01240,.
ACBK1g01241,Chivh-1-001377
ACBK1g01242,Chivh-1-001378
ACBK1g01243,Chivh-1-001379
ACBK1g01244,Chivh-1-001382
ACBK1g01245,.
ACBK1g01246,.
ACBK1g01247,.
ACBK1g01248,Chivh-1-001389
ACBK1g01249,Chivh-1-001390
ACBK1g01250,Chivh-1-001391
ACBK1g01251,Chivh-1-001392
ACBK1g01252,Chivh-1-001393
ACBK1g01253,Chivh-1-001394
ACBK1g01254,Chivh-1-001395
ACBK1g01255,Chivh-1-001396
ACBK1g01256,Chivh-1-001398
ACBK1g01257,.
ACBK1g01258,Chivh-1-001400
ACBK1g01259,.
ACBK1g01260,Chivh-1-001402
ACBK1g01261,Chivh-1-001403
ACBK1g01262,.
ACBK1g01263,.
ACBK1g01264,Chivh-1-001406
ACBK1g01265,.
ACBK1g01266,.
ACBK1g01267,Chivh-1-001409
ACBK1g01268,Chivh-1-001410
ACBK1g01269,.
ACBK1g01270,Chivh-1-001411
ACBK1g01271,.
ACBK1g01272,Chivh-1-001412
ACBK1g01273,Chivh-1-001413
ACBK1g01274,Chivh-1-001414
ACBK1g01275,.
ACBK1g01276,Chivh-1-001416
ACBK1g01277,Chivh-1-001417
ACBK1g01278,Chivh-1-001419
ACBK1g01279,.
ACBK1g01280,.
ACBK1g01281,Chivh-1-001424
ACBK1g01282,Chivh-1-001425
ACBK1g01283,Chivh-1-001426
ACBK1g01284,Chivh-1-001427
ACBK1g01285,Chivh-1-001428
ACBK1g01286,Chivh-1-001429
ACBK1g01287,Chivh-1-001430
ACBK1g01288,Chivh-1-001433
ACBK1g01289,Chivh-1-001435
ACBK1g01290,Chivh-1-001436
ACBK1g01291,.
ACBK1g01292,Chivh-1-001438
ACBK1g01293,Chivh-1-001439
ACBK1g01294,Chivh-1-001440
ACBK1g01295,.
ACBK1g01296,Chivh-1-001441
ACBK1g01297,Chivh-1-001442
ACBK1g01298,Chivh-1-001445
ACBK1g01299,Chivh-1-001447
ACBK1g01300,.
ACBK1g01301,Chivh-1-001448
ACBK1g01302,Chivh-1-001449
ACBK1g01303,Chivh-1-001450
ACBK1g01304,Chivh-1-001451
ACBK1g01305,Chivh-1-001452
ACBK1g01306,Chivh-1-001453
ACBK1g01307,Chivh-1-001454
ACBK1g01308,Chivh-1-001455
ACBK1g01309,Chivh-1-001456
ACBK1g01310,Chivh-1-001457
ACBK1g01311,Chivh-1-001458
ACBK1g01312,Chivh-1-001459
ACBK1g01313,.
ACBK1g01314,Chivh-1-001461
ACBK1g01315,Chivh-1-001462
ACBK1g01316,Chivh-1-001463
ACBK1g01317,.
ACBK1g01318,Chivh-1-001465
ACBK1g01319,Chivh-1-001467
ACBK1g01320,Chivh-1-001468
ACBK1g01321,Chivh-1-001469
ACBK1g01322,Chivh-1-001470
ACBK1g01323,Chivh-1-001472
ACBK1g01324,Chivh-1-001473
ACBK1g01325,Chivh-1-001475
ACBK1g01326,.
ACBK1g01327,Chivh-1-001477
ACBK1g01328,Chivh-1-001478
ACBK1g01329,Chivh-1-001479
ACBK1g01330,Chivh-1-001480
ACBK1g01331,Chivh-1-001481
ACBK1g01332,Chivh-1-001482
ACBK1g01333,.
ACBK1g01334,Chivh-1-001483
ACBK1g01335,.
ACBK1g01336,.
ACBK1g01337,Chivh-1-001485
ACBK1g01338,Chivh-1-001487
ACBK1g01339,Chivh-1-001488
ACBK1g01340,Chivh-1-001490
ACBK1g01341,.
ACBK1g01342,.
ACBK1g01343,.
ACBK1g01344,Chivh-1-001493
ACBK1g01345,Chivh-1-001494
ACBK1g01346,Chivh-1-001496
ACBK1g01347,Chivh-1-001497
ACBK1g01348,Chivh-1-001498
ACBK1g01349,Chivh-1-001499
ACBK1g01350,.
ACBK1g01351,Chivh-1-001501
ACBK1g01352,Chivh-1-001502
ACBK1g01353,.
ACBK1g01354,Chivh-1-001503
ACBK1g01355,Chivh-1-001504
ACBK1g01356,Chivh-1-001506
ACBK1g01357,.
ACBK1g01358,Chivh-1-001507
ACBK1g01359,Chivh-1-001508
ACBK1g01360,Chivh-1-001509
ACBK1g01361,.
ACBK1g01362,.
ACBK1g01363,Chivh-1-001511
ACBK1g01364,.
ACBK1g01365,.
ACBK1g01366,Chivh-1-001514
ACBK1g01367,Chivh-1-001515
ACBK1g01368,.
ACBK1g01369,Chivh-1-001517
ACBK1g01370,.
ACBK1g01371,.
ACBK1g01372,.
ACBK1g01373,Chivh-1-001522
ACBK1g01374,Chivh-1-001523
ACBK1g01375,Chivh-1-001524
ACBK1g01376,Chivh-1-001525
ACBK1g01377,Chivh-1-001526
ACBK1g01378,.
ACBK1g01379,Chivh-1-001528
ACBK1g01380,Chivh-1-001529
ACBK1g01381,Chivh-1-001530
ACBK1g01382,Chivh-1-001531
ACBK1g01383,Chivh-1-001532
ACBK1g01384,Chivh-1-001533
ACBK1g01385,Chivh-1-001534
ACBK1g01386,Chivh-1-001539
ACBK1g01387,Chivh-1-001540
ACBK1g01388,Chivh-1-001541
ACBK1g01389,.
ACBK1g01390,Chivh-1-001543
ACBK1g01391,Chivh-1-001544
ACBK1g01392,Chivh-1-001549
ACBK1g01393,Chivh-1-001552
ACBK1g01394,Chivh-1-001553
ACBK1g01395,.
ACBK1g01396,Chivh-1-001557
ACBK1g01397,.
ACBK1g01398,.
ACBK1g01399,Chivh-1-001560
ACBK1g01400,Chivh-1-001561
ACBK1g01401,Chivh-1-001562
ACBK1g01402,Chivh-1-001563
ACBK1g01403,Chivh-1-001564
ACBK1g01404,Chivh-1-001565
ACBK1g01405,.
ACBK1g01406,Chivh-1-001567
ACBK1g01407,Chivh-1-001568
ACBK1g01408,.
ACBK1g01409,Chivh-1-001570
ACBK1g01410,Chivh-1-001571
ACBK1g01411,Chivh-1-001576
ACBK1g01412,Chivh-1-001577
ACBK1g01413,.
ACBK1g01414,Chivh-1-001578
ACBK1g01415,.
ACBK1g01416,Chivh-1-001580
ACBK1g01417,Chivh-1-001581
ACBK1g01418,Chivh-1-001582
ACBK1g01419,Chivh-1-001583
ACBK1g01420,Chivh-1-001584
ACBK1g01421,.
ACBK1g01422,Chivh-1-001586
ACBK1g01423,Chivh-1-001587
ACBK1g01424,Chivh-1-001588
ACBK1g01425,.
ACBK1g01426,Chivh-1-001590
ACBK1g01427,.
ACBK1g01428,.
ACBK1g01429,Chivh-1-001592
ACBK1g01430,Chivh-1-001593
ACBK1g01431,Chivh-1-001594
ACBK1g01432,Chivh-1-001595
ACBK1g01433,Chivh-1-001596
ACBK1g01434,Chivh-1-001597
ACBK1g01435,.
ACBK1g01436,Chivh-1-001599
ACBK1g01437,Chivh-1-001601
ACBK1g01438,Chivh-1-001602
ACBK1g01439,Chivh-1-001603
ACBK1g01440,Chivh-1-001604
ACBK1g01441,Chivh-1-001605
ACBK1g01442,Chivh-1-001606
ACBK1g01443,Chivh-1-001607
ACBK1g01444,Chivh-1-001609
ACBK1g01445,.
ACBK1g01446,Chivh-1-001610
ACBK1g01447,.
ACBK1g01448,Chivh-1-001612
ACBK1g01449,Chivh-1-001613
ACBK1g01450,.
ACBK1g01451,Chivh-1-001614
ACBK1g01452,Chivh-1-001615
ACBK1g01453,.
ACBK1g01454,Chivh-1-001616
ACBK1g01455,Chivh-1-001617
ACBK1g01456,Chivh-1-001618
ACBK1g01457,Chivh-1-001619
ACBK1g01458,Chivh-1-001620
ACBK1g01459,.
ACBK1g01460,.
ACBK1g01461,.
ACBK1g01462,Chivh-1-001623
ACBK1g01463,.
ACBK1g01464,Chivh-1-001624
ACBK1g01465,Chivh-1-001625
ACBK1g01466,Chivh-1-001626
ACBK1g01467,Chivh-1-001627
ACBK1g01468,Chivh-1-001628
ACBK1g01469,Chivh-1-001629
ACBK1g01470,Chivh-1-001631
ACBK1g01471,Chivh-1-001632
ACBK1g01472,Chivh-1-001633
ACBK1g01473,Chivh-1-001635
ACBK1g01474,.
ACBK1g01475,Chivh-1-001637
ACBK1g01476,Chivh-1-001638
ACBK1g01477,Chivh-1-001639
ACBK1g01478,.
ACBK1g01479,Chivh-1-001640
ACBK1g01480,.
ACBK1g01481,.
ACBK1g01482,.
ACBK1g01483,.
ACBK1g01484,.
ACBK1g01485,.
ACBK1g01486,Chivh-1-001641
ACBK1g01487,Chivh-1-001642
ACBK1g01488,Chivh-1-001645
ACBK1g01489,.
ACBK1g01490,Chivh-1-001647
ACBK1g01491,Chivh-1-001648
ACBK1g01492,Chivh-1-001649
ACBK1g01493,Chivh-1-001650
ACBK1g01494,.
ACBK1g01495,Chivh-1-001652
ACBK1g01496,Chivh-1-001653
ACBK1g01497,Chivh-1-001654
ACBK1g01498,.
ACBK1g01499,.
ACBK1g01500,Chivh-1-001660
ACBK1g01501,Chivh-1-001661
ACBK1g01502,Chivh-1-001662
ACBK1g01503,.
ACBK1g01504,.
ACBK1g01505,Chivh-1-001665
ACBK1g01506,Chivh-1-001666
ACBK1g01507,Chivh-1-001667
ACBK1g01508,Chivh-1-001668
ACBK1g01509,Chivh-1-001669
ACBK1g01510,Chivh-1-001670
ACBK1g01511,Chivh-1-001672
ACBK1g01512,Chivh-1-001673
ACBK1g01513,Chivh-1-001674
ACBK1g01514,Chivh-1-001676
ACBK1g01515,Chivh-1-001677
ACBK1g01516,.
ACBK1g01517,Chivh-1-001679
ACBK1g01518,.
ACBK1g01519,.
ACBK1g01520,Chivh-1-001681
ACBK1g01521,Chivh-1-001683
ACBK1g01522,.
ACBK1g01523,Chivh-1-001684
ACBK1g01524,Chivh-1-001685
ACBK1g01525,Chivh-1-001686
ACBK1g01526,Chivh-1-001687
ACBK1g01527,Chivh-1-001688
ACBK1g01528,Chivh-1-001689
ACBK1g01529,Chivh-1-001691
ACBK1g01530,Chivh-1-001693
ACBK1g01531,.
ACBK1g01532,Chivh-1-001696
ACBK1g01533,Chivh-1-001697
ACBK1g01534,.
ACBK1g01535,.
ACBK1g01536,Chivh-1-001700
ACBK1g01537,Chivh-1-001701
ACBK1g01538,Chivh-1-001702
ACBK1g01539,Chivh-1-001704
ACBK1g01540,Chivh-1-001705
ACBK1g01541,.
ACBK1g01542,Chivh-1-001707
ACBK1g01543,Chivh-1-001708
ACBK1g01544,.
ACBK1g01545,Chivh-1-001710
ACBK1g01546,.
ACBK1g01547,.
ACBK1g01548,Chivh-1-001713
ACBK1g01549,Chivh-1-001714
ACBK1g01550,.
ACBK1g01551,Chivh-1-001716
ACBK1g01552,Chivh-1-001717
ACBK1g01553,.
ACBK1g01554,Chivh-1-001719
ACBK1g01555,Chivh-1-001720
ACBK1g01556,.
ACBK1g01557,Chivh-1-001721
ACBK1g01558,Chivh-1-001722
ACBK1g01559,Chivh-1-001723
ACBK1g01560,.
ACBK1g01561,Chivh-1-001724
ACBK1g01562,Chivh-1-001726
ACBK1g01563,.
ACBK1g01564,Chivh-1-001728
ACBK1g01565,.
ACBK1g01566,Chivh-1-001732
ACBK1g01567,.
ACBK1g01568,Chivh-1-001734
ACBK1g01569,.
ACBK1g01570,.
ACBK1g01571,.
ACBK1g01572,Chivh-1-001739
ACBK1g01573,.
ACBK1g01574,.
ACBK1g01575,Chivh-1-001744
ACBK1g01576,Chivh-1-001745
ACBK1g01577,Chivh-1-001746
ACBK1g01578,Chivh-1-001747
ACBK1g01579,.
ACBK1g01580,Chivh-1-001749
ACBK1g01581,.
ACBK1g01582,Chivh-1-001752
ACBK1g01583,.
ACBK1g01584,Chivh-1-001753
ACBK1g01585,Chivh-1-001754
ACBK1g01586,Chivh-1-001757
ACBK1g01587,.
ACBK1g01588,Chivh-1-001759
ACBK1g01589,.
ACBK1g01590,Chivh-1-001760
ACBK1g01591,Chivh-1-001761
ACBK1g01592,.
ACBK1g01593,Chivh-1-001763
ACBK1g01594,Chivh-1-001764
ACBK1g01595,Chivh-1-001765
ACBK1g01596,Chivh-1-001766
ACBK1g01597,Chivh-1-001768
ACBK1g01598,Chivh-1-001772
ACBK1g01599,Chivh-1-001773
ACBK1g01600,Chivh-1-001774
ACBK1g01601,Chivh-1-001778
ACBK1g01602,Chivh-1-001780
ACBK1g01603,Chivh-1-001781
ACBK1g01604,Chivh-1-001782
ACBK1g01605,Chivh-1-001787
ACBK1g01606,.
ACBK1g01607,Chivh-1-001788
ACBK1g01608,Chivh-1-001790
ACBK1g01609,Chivh-1-001791
ACBK1g01610,Chivh-1-001792
ACBK1g01611,Chivh-1-001793
ACBK1g01612,Chivh-1-001794
ACBK1g01613,.
ACBK1g01614,Chivh-1-001795
ACBK1g01615,.
ACBK1g01616,Chivh-1-001796
ACBK1g01617,.
ACBK1g01618,.
ACBK1g01619,Chivh-1-001801
ACBK1g01620,.
ACBK1g01621,Chivh-1-001806
ACBK1g01622,Chivh-1-001808
ACBK1g01623,Chivh-1-001809
ACBK1g01624,Chivh-1-001810
ACBK1g01625,Chivh-1-001812
ACBK1g01626,.
ACBK1g01627,Chivh-1-001815
ACBK1g01628,Chivh-1-001816
ACBK1g01629,Chivh-1-001817
ACBK1g01630,Chivh-1-001819
ACBK1g01631,.
ACBK1g01632,.
ACBK1g01633,Chivh-1-001821
ACBK1g01634,Chivh-1-001823
ACBK1g01635,Chivh-1-001824
ACBK1g01636,Chivh-1-001825
ACBK1g01637,Chivh-1-001826
ACBK1g01638,Chivh-1-001828
ACBK1g01639,Chivh-1-001829
ACBK1g01640,Chivh-1-001830
ACBK1g01641,Chivh-1-001831
ACBK1g01642,Chivh-1-001832
ACBK1g01643,Chivh-1-001839
ACBK1g01644,.
ACBK1g01645,Chivh-1-001840
ACBK1g01646,.
ACBK1g01647,.
ACBK1g01648,Chivh-1-001843
ACBK1g01649,Chivh-1-001844
ACBK1g01650,Chivh-1-001845
ACBK1g01651,.
ACBK1g01652,.
ACBK1g01653,.
ACBK1g01654,Chivh-1-001848
ACBK1g01655,Chivh-1-001850
ACBK1g01656,Chivh-1-001851
ACBK1g01657,.
ACBK1g01658,Chivh-1-001853
ACBK1g01659,.
ACBK1g01660,Chivh-1-001855
ACBK1g01661,Chivh-1-001857
ACBK1g01662,Chivh-1-001859
ACBK1g01663,Chivh-1-001861
ACBK1g01664,Chivh-1-001862
ACBK1g01665,Chivh-1-001864
ACBK1g01666,Chivh-1-001866
ACBK1g01667,.
ACBK1g01668,.
ACBK1g01669,Chivh-1-001870
ACBK1g01670,Chivh-1-001871
ACBK1g01671,Chivh-1-001873
