ACBK1g00001,Crub-1-000001
ACBK1g00782,Crub-1-000782
ACBK1g00783,Crub-1-000783
ACBK1g00784,Crub-1-000784
ACBK1g00785,Crub-1-000785
ACBK1g00786,Crub-1-000786
ACBK1g00787,Crub-1-000787
ACBK1g00788,Crub-1-000788
ACBK1g00789,Crub-1-000789
ACBK1g00790,Crub-1-000790
ACBK1g00791,Crub-1-000791
ACBK1g00792,Crub-1-000792
ACBK1g00793,Crub-1-000793
ACBK1g00794,Crub-1-000794
ACBK1g00795,Crub-1-000795
ACBK1g00796,Crub-1-000796
ACBK1g00797,Crub-1-000797
ACBK1g00798,Crub-1-000798
ACBK1g00799,Crub-1-000799
ACBK1g00800,Crub-1-000800
ACBK1g00801,Crub-1-000801
ACBK1g00802,Crub-1-000802
ACBK1g00803,Crub-1-000803
ACBK1g00804,Crub-1-000804
ACBK1g00805,Crub-1-000805
ACBK1g00806,Crub-1-000806
ACBK1g00807,.
ACBK1g00808,Crub-1-000808
ACBK1g00809,Crub-1-000809
ACBK1g00810,Crub-1-000810
ACBK1g00811,Crub-1-000811
ACBK1g00812,Crub-1-000812
ACBK1g00813,Crub-1-000813
ACBK1g00814,Crub-1-000814
ACBK1g00815,Crub-1-000815
ACBK1g00816,.
ACBK1g00817,Crub-1-000817
ACBK1g00818,Crub-1-000818
ACBK1g00819,Crub-1-000819
ACBK1g00820,Crub-1-000820
ACBK1g00821,Crub-1-000821
ACBK1g00822,Crub-1-000822
ACBK1g00823,Crub-1-000823
ACBK1g00824,Crub-1-000824
ACBK1g00825,Crub-1-000825
ACBK1g00826,Crub-1-000826
ACBK1g00827,Crub-1-000827
ACBK1g00828,Crub-1-000828
ACBK1g00829,Crub-1-000829
ACBK1g00830,Crub-1-000830
ACBK1g00831,Crub-1-000831
ACBK1g00832,Crub-1-000832
ACBK1g00833,Crub-1-000833
ACBK1g00834,Crub-1-000834
ACBK1g00835,Crub-1-000835
ACBK1g00836,Crub-1-000836
ACBK1g00837,Crub-1-000837
ACBK1g00838,Crub-1-000838
ACBK1g00839,Crub-1-000839
ACBK1g00840,Crub-1-000840
ACBK1g00841,Crub-1-000841
ACBK1g00842,Crub-1-000842
ACBK1g00843,Crub-1-000843
ACBK1g00844,Crub-1-000844
ACBK1g00845,Crub-1-000845
ACBK1g00846,Crub-1-000846
ACBK1g00847,Crub-1-000847
ACBK1g00848,Crub-1-000848
ACBK1g00849,Crub-1-000849
ACBK1g00850,Crub-1-000850
ACBK1g00851,Crub-1-000851
ACBK1g00852,Crub-1-000852
ACBK1g00853,Crub-1-000853
ACBK1g00854,Crub-1-000854
ACBK1g00855,Crub-1-000855
ACBK1g00856,Crub-1-000856
ACBK1g00857,Crub-1-000857
ACBK1g00858,Crub-1-000858
ACBK1g00859,Crub-1-000859
ACBK1g00860,Crub-1-000860
ACBK1g00861,Crub-1-000861
ACBK1g00862,Crub-1-000862
ACBK1g00863,Crub-1-000863
ACBK1g00864,Crub-1-000864
ACBK1g00865,Crub-1-000865
ACBK1g00866,Crub-1-000866
ACBK1g00867,Crub-1-000867
ACBK1g00868,Crub-1-000868
ACBK1g00869,Crub-1-000869
ACBK1g00870,Crub-1-000870
ACBK1g00871,Crub-1-000871
ACBK1g00872,Crub-1-000872
ACBK1g00873,Crub-1-000873
ACBK1g00874,Crub-1-000874
ACBK1g00875,Crub-1-000875
ACBK1g00876,Crub-1-000876
ACBK1g00877,Crub-1-000877
ACBK1g00878,Crub-1-000878
ACBK1g00879,Crub-1-000879
ACBK1g00880,Crub-1-000880
ACBK1g00881,Crub-1-000881
ACBK1g00882,Crub-1-000882
ACBK1g00883,Crub-1-000883
ACBK1g00884,Crub-1-000884
ACBK1g00885,Crub-1-000885
ACBK1g00886,Crub-1-000886
ACBK1g00887,Crub-1-000887
ACBK1g00888,Crub-1-000888
ACBK1g00889,Crub-1-000889
ACBK1g00890,Crub-1-000890
ACBK1g00891,Crub-1-000891
ACBK1g00892,Crub-1-000892
ACBK1g00893,Crub-1-000893
ACBK1g00894,Crub-1-000894
ACBK1g00895,Crub-1-000895
ACBK1g00896,Crub-1-000896
ACBK1g00897,Crub-1-000897
ACBK1g00898,Crub-1-000898
ACBK1g00899,Crub-1-000899
ACBK1g00900,Crub-1-000900
ACBK1g00901,Crub-1-000901
ACBK1g00902,Crub-1-000902
ACBK1g00903,Crub-1-000903
ACBK1g00904,Crub-1-000904
ACBK1g00905,Crub-1-000905
ACBK1g00906,Crub-1-000906
ACBK1g00907,Crub-1-000907
ACBK1g00908,Crub-1-000908
ACBK1g00909,Crub-1-000909
ACBK1g00910,Crub-1-000910
ACBK1g00911,Crub-1-000911
ACBK1g00912,Crub-1-000912
ACBK1g00913,Crub-1-000913
ACBK1g00914,Crub-1-000914
ACBK1g00915,Crub-1-000915
ACBK1g00916,Crub-1-000916
ACBK1g00917,Crub-1-000917
ACBK1g00918,Crub-1-000918
ACBK1g00919,Crub-1-000919
ACBK1g00920,Crub-1-000920
ACBK1g00921,Crub-1-000921
ACBK1g00922,Crub-1-000922
ACBK1g00923,Crub-1-000923
ACBK1g00924,Crub-1-000924
ACBK1g00925,Crub-1-000925
ACBK1g00926,Crub-1-000926
ACBK1g00927,Crub-1-000927
ACBK1g00928,Crub-1-000928
ACBK1g00929,Crub-1-000929
ACBK1g00930,Crub-1-000930
ACBK1g00931,Crub-1-000931
ACBK1g00932,Crub-1-000932
ACBK1g00933,Crub-1-000933
ACBK1g00934,Crub-1-000934
ACBK1g00935,Crub-1-000935
ACBK1g00936,Crub-1-000936
ACBK1g00937,Crub-1-000937
ACBK1g00938,Crub-1-000938
ACBK1g00939,Crub-1-000939
ACBK1g00940,Crub-1-000940
ACBK1g00941,Crub-1-000941
ACBK1g00942,Crub-1-000942
ACBK1g00943,Crub-1-000943
ACBK1g00944,Crub-1-000944
ACBK1g00945,Crub-1-000945
ACBK1g00946,Crub-1-000946
ACBK1g00947,Crub-1-000947
ACBK1g00948,Crub-1-000948
ACBK1g00949,Crub-1-000949
ACBK1g00950,Crub-1-000950
ACBK1g00951,Crub-1-000951
ACBK1g00952,Crub-1-000952
ACBK1g00953,Crub-1-000953
ACBK1g00954,Crub-1-000954
ACBK1g00955,Crub-1-000955
ACBK1g00956,Crub-1-000956
ACBK1g00957,Crub-1-000957
ACBK1g00958,Crub-1-000958
ACBK1g00959,Crub-1-000959
ACBK1g00960,Crub-1-000960
ACBK1g00961,Crub-1-000961
ACBK1g00962,Crub-1-000962
ACBK1g00963,Crub-1-000963
ACBK1g00964,Crub-1-000964
ACBK1g00965,Crub-1-000965
ACBK1g00966,Crub-1-000966
ACBK1g00967,Crub-1-000967
ACBK1g00968,Crub-1-000968
ACBK1g00969,Crub-1-000969
ACBK1g00970,Crub-1-000970
ACBK1g00971,Crub-1-000971
ACBK1g00972,Crub-1-000972
ACBK1g00973,Crub-1-000973
ACBK1g00974,Crub-1-000974
ACBK1g00975,Crub-1-000975
ACBK1g00976,Crub-1-000976
ACBK1g00977,Crub-1-000977
ACBK1g00978,Crub-1-000978
ACBK1g00979,Crub-1-000979
ACBK1g00980,Crub-1-000980
ACBK1g00981,Crub-1-000981
ACBK1g00982,Crub-1-000982
ACBK1g00983,Crub-1-000983
ACBK1g00984,Crub-1-000984
ACBK1g00985,Crub-1-000985
ACBK1g00986,Crub-1-000986
ACBK1g00987,Crub-1-000987
ACBK1g00988,Crub-1-000988
ACBK1g00989,Crub-1-000989
ACBK1g00990,Crub-1-000990
ACBK1g00991,Crub-1-000991
ACBK1g00992,Crub-1-000992
ACBK1g00993,Crub-1-000993
ACBK1g00994,Crub-1-000994
ACBK1g00995,Crub-1-000995
ACBK1g00996,Crub-1-000996
ACBK1g00997,Crub-1-000997
ACBK1g00998,Crub-1-000998
ACBK1g00999,Crub-1-000999
ACBK1g01000,Crub-1-001000
ACBK1g01001,Crub-1-001001
ACBK1g01002,Crub-1-001002
ACBK1g01003,Crub-1-001003
ACBK1g01004,Crub-1-001004
ACBK1g01005,Crub-1-001005
ACBK1g01006,Crub-1-001006
ACBK1g01007,Crub-1-001007
ACBK1g01008,Crub-1-001008
ACBK1g01009,Crub-1-001009
ACBK1g01010,Crub-1-001010
ACBK1g01011,Crub-1-001011
ACBK1g01012,Crub-1-001012
ACBK1g01013,Crub-1-001013
ACBK1g01014,Crub-1-001014
ACBK1g01015,Crub-1-001015
ACBK1g01016,Crub-1-001016
ACBK1g01017,Crub-1-001017
ACBK1g01018,Crub-1-001018
ACBK1g01019,Crub-1-001019
ACBK1g01020,Crub-1-001020
ACBK1g01021,Crub-1-001021
ACBK1g01022,Crub-1-001022
ACBK1g01023,Crub-1-001023
ACBK1g01024,Crub-1-001024
ACBK1g01025,Crub-1-001025
ACBK1g01026,Crub-1-001026
ACBK1g01027,Crub-1-001027
ACBK1g01028,Crub-1-001028
ACBK1g01029,Crub-1-001029
ACBK1g01030,Crub-1-001030
ACBK1g01031,Crub-1-001031
ACBK1g01032,Crub-1-001032
ACBK1g01033,Crub-1-001033
ACBK1g01034,Crub-1-001034
ACBK1g01035,Crub-1-001035
ACBK1g01036,Crub-1-001036
ACBK1g01037,Crub-1-001037
ACBK1g01038,Crub-1-001038
ACBK1g01039,Crub-1-001039
ACBK1g01040,Crub-1-001040
ACBK1g01041,Crub-1-001041
ACBK1g01042,Crub-1-001042
ACBK1g01043,Crub-1-001043
ACBK1g01044,Crub-1-001044
ACBK1g01045,Crub-1-001045
ACBK1g01046,Crub-1-001046
ACBK1g01047,Crub-1-001047
ACBK1g01048,Crub-1-001048
ACBK1g01049,Crub-1-001049
ACBK1g01050,Crub-1-001050
ACBK1g01051,Crub-1-001051
ACBK1g01052,Crub-1-001052
ACBK1g01053,Crub-1-001053
ACBK1g01054,Crub-1-001054
ACBK1g01055,Crub-1-001055
ACBK1g01056,Crub-1-001056
ACBK1g01057,Crub-1-001057
ACBK1g01058,Crub-1-001058
ACBK1g01059,Crub-1-001059
ACBK1g01060,Crub-1-001060
ACBK1g01061,Crub-1-001061
ACBK1g01062,Crub-1-001062
ACBK1g01063,Crub-1-001063
ACBK1g01064,Crub-1-001064
ACBK1g01065,Crub-1-001065
ACBK1g01066,Crub-1-001066
ACBK1g01067,Crub-1-001067
ACBK1g01068,Crub-1-001068
ACBK1g01069,Crub-1-001069
ACBK1g01070,Crub-1-001070
ACBK1g01071,Crub-1-001071
ACBK1g01072,Crub-1-001072
ACBK1g01073,Crub-1-001073
ACBK1g01074,Crub-1-001074
ACBK1g01075,Crub-1-001075
ACBK1g01076,Crub-1-001076
ACBK1g01077,Crub-1-001077
ACBK1g01078,Crub-1-001078
ACBK1g01079,Crub-1-001079
ACBK1g01080,Crub-1-001080
ACBK1g01081,Crub-1-001081
ACBK1g01082,Crub-1-001082
ACBK1g01083,Crub-1-001083
ACBK1g01084,Crub-1-001084
ACBK1g01085,Crub-1-001085
ACBK1g01086,Crub-1-001086
ACBK1g01087,Crub-1-001087
ACBK1g01088,Crub-1-001088
ACBK1g01089,Crub-1-001089
ACBK1g01090,Crub-1-001090
ACBK1g01091,Crub-1-001091
ACBK1g01092,Crub-1-001092
ACBK1g01093,Crub-1-001093
ACBK1g01094,Crub-1-001094
ACBK1g01095,Crub-1-001095
ACBK1g01096,Crub-1-001096
ACBK1g01097,Crub-1-001097
ACBK1g01098,Crub-1-001098
ACBK1g01099,Crub-1-001099
ACBK1g01100,Crub-1-001100
ACBK1g01101,Crub-1-001101
ACBK1g01102,Crub-1-001102
ACBK1g01103,.
ACBK1g01104,Crub-1-001104
ACBK1g01105,Crub-1-001105
ACBK1g01106,.
ACBK1g01107,Crub-1-001107
ACBK1g01108,Crub-1-001108
ACBK1g01109,Crub-1-001109
ACBK1g01110,Crub-1-001110
ACBK1g01111,Crub-1-001111
ACBK1g01112,.
ACBK1g01113,Crub-1-001113
ACBK1g01114,Crub-1-001114
ACBK1g01115,Crub-1-001115
ACBK1g01116,Crub-1-001116
ACBK1g01117,Crub-1-001117
ACBK1g01118,Crub-1-001118
ACBK1g01119,Crub-1-001119
ACBK1g01120,Crub-1-001120
ACBK1g01121,Crub-1-001121
ACBK1g01122,Crub-1-001122
ACBK1g01123,Crub-1-001123
ACBK1g01124,Crub-1-001124
ACBK1g01125,Crub-1-001125
ACBK1g01126,Crub-1-001126
ACBK1g01127,Crub-1-001127
ACBK1g01128,Crub-1-001128
ACBK1g01129,Crub-1-001129
ACBK1g01130,.
ACBK1g01131,Crub-1-001131
ACBK1g01132,Crub-1-001132
ACBK1g01133,Crub-1-001133
ACBK1g01134,Crub-1-001134
ACBK1g01135,Crub-1-001135
ACBK1g01136,Crub-1-001136
ACBK1g01137,Crub-1-001137
ACBK1g01138,Crub-1-001138
ACBK1g01139,Crub-1-001139
ACBK1g01140,Crub-1-001140
ACBK1g01141,Crub-1-001141
ACBK1g01142,Crub-1-001142
ACBK1g01143,Crub-1-001143
ACBK1g01144,Crub-1-001144
ACBK1g01145,Crub-1-001145
ACBK1g01146,Crub-1-001146
ACBK1g01147,Crub-1-001147
ACBK1g01148,Crub-1-001148
ACBK1g01149,Crub-1-001149
ACBK1g01150,Crub-1-001150
ACBK1g01151,Crub-1-001151
ACBK1g01152,Crub-1-001152
ACBK1g01153,Crub-1-001153
ACBK1g01154,Crub-1-001154
ACBK1g01155,Crub-1-001155
ACBK1g01156,Crub-1-001156
ACBK1g01157,Crub-1-001157
ACBK1g01158,Crub-1-001158
ACBK1g01159,Crub-1-001159
ACBK1g01160,Crub-1-001160
ACBK1g01161,.
ACBK1g01162,Crub-1-001162
ACBK1g01163,.
ACBK1g01164,Crub-1-001164
ACBK1g01165,Crub-1-001165
ACBK1g01166,Crub-1-001166
ACBK1g01167,Crub-1-001167
ACBK1g01168,Crub-1-001168
ACBK1g01169,Crub-1-001169
ACBK1g01170,Crub-1-001170
ACBK1g01171,Crub-1-001171
ACBK1g01172,Crub-1-001172
ACBK1g01173,Crub-1-001173
ACBK1g01174,Crub-1-001174
ACBK1g01175,Crub-1-001175
ACBK1g01176,Crub-1-001176
ACBK1g01177,Crub-1-001177
ACBK1g01178,Crub-1-001178
ACBK1g01179,Crub-1-001179
ACBK1g01180,Crub-1-001180
ACBK1g01181,Crub-1-001181
ACBK1g01182,Crub-1-001182
ACBK1g01183,Crub-1-001183
ACBK1g01184,Crub-1-001184
ACBK1g01185,Crub-1-001185
ACBK1g01186,Crub-1-001186
ACBK1g01187,Crub-1-001187
ACBK1g01188,Crub-1-001188
ACBK1g01189,Crub-1-001189
ACBK1g01190,Crub-1-001190
ACBK1g01191,Crub-1-001191
ACBK1g01192,Crub-1-001192
ACBK1g01193,Crub-1-001193
ACBK1g01194,Crub-1-001194
ACBK1g01195,Crub-1-001195
ACBK1g01196,Crub-1-001196
ACBK1g01197,Crub-1-001197
ACBK1g01198,Crub-1-001198
ACBK1g01199,Crub-1-001199
ACBK1g01200,Crub-1-001200
ACBK1g01201,Crub-1-001201
ACBK1g01202,Crub-1-001202
ACBK1g01203,Crub-1-001203
ACBK1g01204,Crub-1-001204
ACBK1g01205,.
ACBK1g01206,Crub-1-001206
ACBK1g01207,Crub-1-001207
ACBK1g01208,Crub-1-001208
ACBK1g01209,Crub-1-001209
ACBK1g01210,Crub-1-001210
ACBK1g01211,Crub-1-001211
ACBK1g01212,Crub-1-001212
ACBK1g01213,Crub-1-001213
ACBK1g01214,Crub-1-001214
ACBK1g01215,Crub-1-001215
ACBK1g01216,Crub-1-001216
ACBK1g01217,Crub-1-001217
ACBK1g01218,Crub-1-001218
ACBK1g01219,Crub-1-001219
ACBK1g01220,Crub-1-001220
ACBK1g01221,Crub-1-001221
ACBK1g01222,Crub-1-001222
ACBK1g01223,Crub-1-001223
ACBK1g01224,Crub-1-001224
ACBK1g01225,Crub-1-001225
ACBK1g01226,Crub-1-001226
ACBK1g01227,Crub-1-001227
ACBK1g01228,Crub-1-001228
ACBK1g01229,Crub-1-001229
ACBK1g01230,Crub-1-001230
ACBK1g01231,Crub-1-001231
ACBK1g01232,Crub-1-001232
ACBK1g01233,Crub-1-001233
ACBK1g01234,Crub-1-001234
ACBK1g01235,Crub-1-001235
ACBK1g01236,Crub-1-001236
ACBK1g01237,Crub-1-001237
ACBK1g01238,Crub-1-001238
ACBK1g01239,Crub-1-001239
ACBK1g01240,Crub-1-001240
ACBK1g01241,Crub-1-001241
ACBK1g01242,Crub-1-001242
ACBK1g01243,Crub-1-001243
ACBK1g01244,Crub-1-001244
ACBK1g01245,Crub-1-001245
ACBK1g01246,Crub-1-001246
ACBK1g01247,.
ACBK1g01248,Crub-1-001248
ACBK1g01249,Crub-1-001249
ACBK1g01250,Crub-1-001250
ACBK1g01251,Crub-1-001251
ACBK1g01252,Crub-1-001252
ACBK1g01253,Crub-1-001253
ACBK1g01254,Crub-1-001254
ACBK1g01255,Crub-1-001255
ACBK1g01256,Crub-1-001256
ACBK1g01257,Crub-1-001257
ACBK1g01258,Crub-1-001258
ACBK1g01259,Crub-1-001259
ACBK1g01260,Crub-1-001260
ACBK1g01261,Crub-1-001261
ACBK1g01262,Crub-1-001262
ACBK1g01263,Crub-1-001263
ACBK1g01264,Crub-1-001264
ACBK1g01265,Crub-1-001265
ACBK1g01266,Crub-1-001266
ACBK1g01267,Crub-1-001267
ACBK1g01268,Crub-1-001268
ACBK1g01269,Crub-1-001269
ACBK1g01270,Crub-1-001270
ACBK1g01271,Crub-1-001271
ACBK1g01272,Crub-1-001272
ACBK1g01273,Crub-1-001273
ACBK1g01274,Crub-1-001274
ACBK1g01275,Crub-1-001275
ACBK1g01276,Crub-1-001276
ACBK1g01277,Crub-1-001277
ACBK1g01278,Crub-1-001278
ACBK1g01279,Crub-1-001279
ACBK1g01280,Crub-1-001280
ACBK1g01281,Crub-1-001281
ACBK1g01282,Crub-1-001282
ACBK1g01283,Crub-1-001283
ACBK1g01284,Crub-1-001284
ACBK1g01285,Crub-1-001285
ACBK1g01286,Crub-1-001286
ACBK1g01287,Crub-1-001287
ACBK1g01288,Crub-1-001288
ACBK1g01289,Crub-1-001289
ACBK1g01290,Crub-1-001290
ACBK1g01291,Crub-1-001291
ACBK1g01292,Crub-1-001292
ACBK1g01293,Crub-1-001293
ACBK1g01294,Crub-1-001294
ACBK1g01295,Crub-1-001295
ACBK1g01296,Crub-1-001296
ACBK1g01297,Crub-1-001297
ACBK1g01298,Crub-1-001298
ACBK1g01299,Crub-1-001299
ACBK1g01300,Crub-1-001300
ACBK1g01301,Crub-1-001301
ACBK1g01302,Crub-1-001302
ACBK1g01303,Crub-1-001303
ACBK1g01304,Crub-1-001304
ACBK1g01305,Crub-1-001305
ACBK1g01306,Crub-1-001306
ACBK1g01307,Crub-1-001307
ACBK1g01308,Crub-1-001308
ACBK1g01309,Crub-1-001309
ACBK1g01310,Crub-1-001310
ACBK1g01311,Crub-1-001311
ACBK1g01312,Crub-1-001312
ACBK1g01313,Crub-1-001313
ACBK1g01314,Crub-1-001314
ACBK1g01315,Crub-1-001315
ACBK1g01316,Crub-1-001316
ACBK1g01317,Crub-1-001317
ACBK1g01318,Crub-1-001318
ACBK1g01319,Crub-1-001319
ACBK1g01320,Crub-1-001320
ACBK1g01321,Crub-1-001321
ACBK1g01322,Crub-1-001322
ACBK1g01323,Crub-1-001323
ACBK1g01324,Crub-1-001324
ACBK1g01325,Crub-1-001325
ACBK1g01326,Crub-1-001326
ACBK1g01327,Crub-1-001327
ACBK1g01328,Crub-1-001328
ACBK1g01329,Crub-1-001329
ACBK1g01330,Crub-1-001330
ACBK1g01331,Crub-1-001331
ACBK1g01332,Crub-1-001332
ACBK1g01333,Crub-1-001333
ACBK1g01334,Crub-1-001334
ACBK1g01335,Crub-1-001335
ACBK1g01336,Crub-1-001336
ACBK1g01337,Crub-1-001337
ACBK1g01338,Crub-1-001338
ACBK1g01339,Crub-1-001339
ACBK1g01340,Crub-1-001340
ACBK1g01341,Crub-1-001341
ACBK1g01342,Crub-1-001342
ACBK1g01343,Crub-1-001343
ACBK1g01344,Crub-1-001344
ACBK1g01345,Crub-1-001345
ACBK1g01346,Crub-1-001346
ACBK1g01347,Crub-1-001347
ACBK1g01348,Crub-1-001348
ACBK1g01349,Crub-1-001349
ACBK1g01350,Crub-1-001350
ACBK1g01351,Crub-1-001351
ACBK1g01352,Crub-1-001352
ACBK1g01353,Crub-1-001353
ACBK1g01354,Crub-1-001354
ACBK1g01355,Crub-1-001355
ACBK1g01356,Crub-1-001356
ACBK1g01357,Crub-1-001357
ACBK1g01358,Crub-1-001358
ACBK1g01359,Crub-1-001359
ACBK1g01360,Crub-1-001360
ACBK1g01361,Crub-1-001361
ACBK1g01362,Crub-1-001362
ACBK1g01363,Crub-1-001363
ACBK1g01364,Crub-1-001364
ACBK1g01365,Crub-1-001365
ACBK1g01366,Crub-1-001366
ACBK1g01367,Crub-1-001367
ACBK1g01368,Crub-1-001368
ACBK1g01369,Crub-1-001369
ACBK1g01370,Crub-1-001370
ACBK1g01371,Crub-1-001371
ACBK1g01372,Crub-1-001372
ACBK1g01373,Crub-1-001373
ACBK1g01374,Crub-1-001374
ACBK1g01375,Crub-1-001375
ACBK1g01376,Crub-1-001376
ACBK1g01377,Crub-1-001377
ACBK1g01378,Crub-1-001378
ACBK1g01379,Crub-1-001379
ACBK1g01380,Crub-1-001380
ACBK1g01381,Crub-1-001381
ACBK1g01382,Crub-1-001382
ACBK1g01383,Crub-1-001383
ACBK1g01384,Crub-1-001384
ACBK1g01385,Crub-1-001385
ACBK1g01386,Crub-1-001386
ACBK1g01387,Crub-1-001387
ACBK1g01388,Crub-1-001388
ACBK1g01389,Crub-1-001389
ACBK1g01390,Crub-1-001390
ACBK1g01391,Crub-1-001391
ACBK1g01392,Crub-1-001392
ACBK1g01393,Crub-1-001393
ACBK1g01394,Crub-1-001394
ACBK1g01395,Crub-1-001395
ACBK1g01396,Crub-1-001396
ACBK1g01397,Crub-1-001397
ACBK1g01398,Crub-1-001398
ACBK1g01399,Crub-1-001399
ACBK1g01400,Crub-1-001400
ACBK1g01401,Crub-1-001401
ACBK1g01402,Crub-1-001402
ACBK1g01403,Crub-1-001403
ACBK1g01404,Crub-1-001404
ACBK1g01405,Crub-1-001405
ACBK1g01406,Crub-1-001406
ACBK1g01407,Crub-1-001407
ACBK1g01408,Crub-1-001408
ACBK1g01409,Crub-1-001409
ACBK1g01410,Crub-1-001410
ACBK1g01411,Crub-1-001411
ACBK1g01412,Crub-1-001412
ACBK1g01413,Crub-1-001413
ACBK1g01414,Crub-1-001414
ACBK1g01415,Crub-1-001415
ACBK1g01416,Crub-1-001416
ACBK1g01417,Crub-1-001417
ACBK1g01418,Crub-1-001418
ACBK1g01419,Crub-1-001419
ACBK1g01420,Crub-1-001420
ACBK1g01421,Crub-1-001421
ACBK1g01422,Crub-1-001422
ACBK1g01423,Crub-1-001423
ACBK1g01424,Crub-1-001424
ACBK1g01425,Crub-1-001425
ACBK1g01426,Crub-1-001426
ACBK1g01427,Crub-1-001427
ACBK1g01428,Crub-1-001428
ACBK1g01429,Crub-1-001429
ACBK1g01430,Crub-1-001430
ACBK1g01431,Crub-1-001431
ACBK1g01432,Crub-1-001432
ACBK1g01433,Crub-1-001433
ACBK1g01434,Crub-1-001434
ACBK1g01435,Crub-1-001435
ACBK1g01436,Crub-1-001436
ACBK1g01437,Crub-1-001437
ACBK1g01438,Crub-1-001438
ACBK1g01439,Crub-1-001439
ACBK1g01440,Crub-1-001440
ACBK1g01441,Crub-1-001441
ACBK1g01442,Crub-1-001442
ACBK1g01443,Crub-1-001443
ACBK1g01444,Crub-1-001444
ACBK1g01445,Crub-1-001445
ACBK1g01446,Crub-1-001446
ACBK1g01447,Crub-1-001447
ACBK1g01448,Crub-1-001448
ACBK1g01449,Crub-1-001449
ACBK1g01450,Crub-1-001450
ACBK1g01451,Crub-1-001451
ACBK1g01452,Crub-1-001452
ACBK1g01453,Crub-1-001453
ACBK1g01454,Crub-1-001454
ACBK1g01455,Crub-1-001455
ACBK1g01456,Crub-1-001456
ACBK1g01457,Crub-1-001457
ACBK1g01458,Crub-1-001458
ACBK1g01459,Crub-1-001459
ACBK1g01460,Crub-1-001460
ACBK1g01461,Crub-1-001461
ACBK1g01462,Crub-1-001462
ACBK1g01463,Crub-1-001463
ACBK1g01464,Crub-1-001464
ACBK1g01465,Crub-1-001465
ACBK1g01466,Crub-1-001466
ACBK1g01467,Crub-1-001467
ACBK1g01468,Crub-1-001468
ACBK1g01469,Crub-1-001469
ACBK1g01470,Crub-1-001470
ACBK1g01471,Crub-1-001471
ACBK1g01472,Crub-1-001472
ACBK1g01473,Crub-1-001473
ACBK1g01474,Crub-1-001474
ACBK1g01475,Crub-1-001475
ACBK1g01476,Crub-1-001476
ACBK1g01477,Crub-1-001477
ACBK1g01478,Crub-1-001478
ACBK1g01479,Crub-1-001479
ACBK1g01480,Crub-1-001480
ACBK1g01481,Crub-1-001481
ACBK1g01482,Crub-1-001482
ACBK1g01483,Crub-1-001483
ACBK1g01484,Crub-1-001484
ACBK1g01485,Crub-1-001485
ACBK1g01486,Crub-1-001486
ACBK1g01487,Crub-1-001487
ACBK1g01488,Crub-1-001488
ACBK1g01489,Crub-1-001489
ACBK1g01490,Crub-1-001490
ACBK1g01491,Crub-1-001491
ACBK1g01492,Crub-1-001492
ACBK1g01493,Crub-1-001493
ACBK1g01494,Crub-1-001494
ACBK1g01495,Crub-1-001495
ACBK1g01496,Crub-1-001496
ACBK1g01497,Crub-1-001497
ACBK1g01498,Crub-1-001498
ACBK1g01499,Crub-1-001499
ACBK1g01500,Crub-1-001500
ACBK1g01501,Crub-1-001501
ACBK1g01502,Crub-1-001502
ACBK1g01503,Crub-1-001503
ACBK1g01504,.
ACBK1g01505,Crub-1-001505
ACBK1g01506,Crub-1-001506
ACBK1g01507,Crub-1-001507
ACBK1g01508,Crub-1-001508
ACBK1g01509,Crub-1-001509
ACBK1g01510,Crub-1-001510
ACBK1g01511,Crub-1-001511
ACBK1g01512,Crub-1-001512
ACBK1g01513,Crub-1-001513
ACBK1g01514,Crub-1-001514
ACBK1g01515,Crub-1-001515
ACBK1g01516,Crub-1-001516
ACBK1g01517,Crub-1-001517
ACBK1g01518,Crub-1-001518
ACBK1g01519,Crub-1-001519
ACBK1g01520,Crub-1-001520
ACBK1g01521,Crub-1-001521
ACBK1g01522,Crub-1-001522
ACBK1g01523,Crub-1-001523
ACBK1g01524,Crub-1-001524
ACBK1g01525,Crub-1-001525
ACBK1g01526,Crub-1-001526
ACBK1g01527,Crub-1-001527
ACBK1g01528,Crub-1-001528
ACBK1g01529,Crub-1-001529
ACBK1g01530,Crub-1-001530
ACBK1g01531,Crub-1-001531
ACBK1g01532,Crub-1-001532
ACBK1g01533,Crub-1-001533
ACBK1g01534,Crub-1-001534
ACBK1g01535,Crub-1-001535
ACBK1g01536,Crub-1-001536
ACBK1g01537,Crub-1-001537
ACBK1g01538,Crub-1-001538
ACBK1g01539,Crub-1-001539
ACBK1g01540,Crub-1-001540
ACBK1g01541,Crub-1-001541
ACBK1g01542,Crub-1-001542
ACBK1g01543,Crub-1-001543
ACBK1g01544,Crub-1-001544
ACBK1g01545,Crub-1-001545
ACBK1g01546,Crub-1-001546
ACBK1g01547,Crub-1-001547
ACBK1g01548,Crub-1-001548
ACBK1g01549,Crub-1-001549
ACBK1g01550,Crub-1-001550
ACBK1g01551,Crub-1-001551
ACBK1g01552,Crub-1-001552
ACBK1g01553,Crub-1-001553
ACBK1g01554,Crub-1-001554
ACBK1g01555,Crub-1-001555
ACBK1g01556,Crub-1-001556
ACBK1g01557,Crub-1-001557
ACBK1g01558,Crub-1-001558
ACBK1g01559,Crub-1-001559
ACBK1g01560,Crub-1-001560
ACBK1g01561,Crub-1-001561
ACBK1g01562,Crub-1-001562
